"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016836","MF","GO:0016836","hydro-lyase activity","2/620","88/22005",0.713450353478717,0.924338421856576,0.873372393583782,"BETA/ATBCA1",2
"GO:0000987","MF","GO:0000987","cis-regulatory region sequence-specific DNA binding","4/620","171/22005",0.713465865940474,0.924338421856576,0.873372393583782,"NF-YC12/BLH2/AGL87/NF-YC4",4
"GO:0005347","MF","GO:0005347","ATP transmembrane transporter activity","1/620","44/22005",0.715995794141682,0.924338421856576,0.873372393583782,"NA",1
"GO:0003993","MF","GO:0003993","acid phosphatase activity","1/620","45/22005",0.724013762705597,0.924338421856576,0.873372393583782,"AtTLP18.3",1
"GO:0102483","MF","GO:0102483","scopolin beta-glucosidase activity","1/620","45/22005",0.724013762705597,0.924338421856576,0.873372393583782,"BGLU46",1
"GO:0060090","MF","GO:0060090","molecular adaptor activity","2/620","90/22005",0.72499208786199,0.924338421856576,0.873372393583782,"AtClpS1/LIL3:2",2
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","2/620","91/22005",0.730614163910451,0.924338421856576,0.873372393583782,"Fes1C/Fes1B",2
"GO:0030276","MF","GO:0030276","clathrin binding","1/620","46/22005",0.731805723867825,0.924338421856576,0.873372393583782,"PICALM2b",1
"GO:0033293","MF","GO:0033293","monocarboxylic acid binding","1/620","46/22005",0.731805723867825,0.924338421856576,0.873372393583782,"DIR1-like",1
"GO:0030246","MF","GO:0030246","carbohydrate binding","4/620","176/22005",0.734259902656281,0.924338421856576,0.873372393583782,"WAKL7/NA/NDF5/RNE",4
"GO:0016741","MF","GO:0016741","transferase activity, transferring one-carbon groups","6/620","258/22005",0.737742736622682,0.924338421856576,0.873372393583782,"IGMT4/CHLM/APG1/NA/NA/NA",6
"GO:0020037","MF","GO:0020037","heme binding","9/620","377/22005",0.738618184490152,0.924338421856576,0.873372393583782,"CYP71B4/CYP72A14/CYP71B12/APX6/CYP71B35/CYP97B3/TAPX/APX4/CYP71A22",9
"GO:0000295","MF","GO:0000295","adenine nucleotide transmembrane transporter activity","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"NA",1
"GO:0004532","MF","GO:0004532","exoribonuclease activity","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"CCR4c",1
"GO:0005244","MF","GO:0005244","voltage-gated ion channel activity","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"SKOR",1
"GO:0005346","MF","GO:0005346","purine ribonucleotide transmembrane transporter activity","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"NA",1
"GO:0016896","MF","GO:0016896","exoribonuclease activity, producing 5'-phosphomonoesters","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"CCR4c",1
"GO:0022832","MF","GO:0022832","voltage-gated channel activity","1/620","47/22005",0.7393780382356,0.924338421856576,0.873372393583782,"SKOR",1
"GO:0004175","MF","GO:0004175","endopeptidase activity","8/620","338/22005",0.739470737485261,0.924338421856576,0.873372393583782,"NA/FTSH11/SPPA/NA/DEG5/CLPR4/NA/DEG1",8
"GO:0015216","MF","GO:0015216","purine nucleotide transmembrane transporter activity","1/620","48/22005",0.746736887688825,0.925827712764864,0.874779568201388,"NA",1
"GO:0061631","MF","GO:0061631","ubiquitin conjugating enzyme activity","1/620","48/22005",0.746736887688825,0.925827712764864,0.874779568201388,"UBC17",1
"GO:0004536","MF","GO:0004536","deoxyribonuclease activity","1/620","49/22005",0.753888280394246,0.925827712764864,0.874779568201388,"APE2",1
"GO:0005048","MF","GO:0005048","signal sequence binding","1/620","49/22005",0.753888280394246,0.925827712764864,0.874779568201388,"SCY1",1
"GO:0015215","MF","GO:0015215","nucleotide transmembrane transporter activity","1/620","49/22005",0.753888280394246,0.925827712764864,0.874779568201388,"NA",1
"GO:0061650","MF","GO:0061650","ubiquitin-like protein conjugating enzyme activity","1/620","49/22005",0.753888280394246,0.925827712764864,0.874779568201388,"UBC17",1
"GO:0016877","MF","GO:0016877","ligase activity, forming carbon-sulfur bonds","1/620","51/22005",0.767591888768612,0.937176143264003,0.885502270703081,"AAE14",1
"GO:0043022","MF","GO:0043022","ribosome binding","1/620","51/22005",0.767591888768612,0.937176143264003,0.885502270703081,"NA",1
"GO:0008483","MF","GO:0008483","transaminase activity","1/620","52/22005",0.774155295389886,0.938323561154377,0.88658642244411,"ATBCAT-1",1
"GO:0005543","MF","GO:0005543","phospholipid binding","3/620","144/22005",0.775294926196077,0.938323561154377,0.88658642244411,"PICALM2b/FL6/PDE320",3
"GO:0035251","MF","GO:0035251","UDP-glucosyltransferase activity","3/620","144/22005",0.775294926196077,0.938323561154377,0.88658642244411,"ATGSL06/AtUGT85A5/UGT88A1",3
"GO:0016769","MF","GO:0016769","transferase activity, transferring nitrogenous groups","1/620","53/22005",0.780533636248005,0.938323561154377,0.88658642244411,"ATBCAT-1",1
"GO:0050897","MF","GO:0050897","cobalt ion binding","1/620","53/22005",0.780533636248005,0.938323561154377,0.88658642244411,"ARGAH2",1
"GO:0016709","MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen","3/620","146/22005",0.783206013988871,0.938323561154377,0.88658642244411,"CYP71B35/ACSF/ABA1",3
"GO:0004527","MF","GO:0004527","exonuclease activity","2/620","102/22005",0.786236224519233,0.938323561154377,0.88658642244411,"CCR4c/APE2",2
"GO:0042626","MF","GO:0042626","ATPase-coupled transmembrane transporter activity","4/620","190/22005",0.786404508396049,0.938323561154377,0.88658642244411,"ABCD2/ABCG7/ABCB14/ABCB29",4
"GO:0044877","MF","GO:0044877","protein-containing complex binding","5/620","233/22005",0.7889594574679,0.938705303502884,0.886947116342324,"ATM2/emb2726/HON4/NA/CBP1",5
"GO:0005216","MF","GO:0005216","ion channel activity","3/620","149/22005",0.794640131509345,0.94279337636702,0.890809781680116,"SKOR/ATPD/MSL3",3
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","5/620","236/22005",0.798037077705294,0.943333368450511,0.891319999764017,"KT12/COPT2/SKOR/emb1513/AtVTL5",5
"GO:0005261","MF","GO:0005261","cation channel activity","2/620","106/22005",0.803813802078775,0.943333368450511,0.891319999764017,"SKOR/ATPD",2
"GO:0043621","MF","GO:0043621","protein self-association","2/620","106/22005",0.803813802078775,0.943333368450511,0.891319999764017,"ATHDA14/HCF107",2
"GO:0008194","MF","GO:0008194","UDP-glycosyltransferase activity","6/620","280/22005",0.804079395012578,0.943333368450511,0.891319999764017,"NA/ATGSL06/NA/AtUGT85A5/EMB2797/UGT88A1",6
"GO:0015297","MF","GO:0015297","antiporter activity","4/620","197/22005",0.809246405415013,0.946750669287759,0.89454887799871,"AST91/ATGRXCP/ATPPT2/APE2",4
"GO:0015932","MF","GO:0015932","nucleobase-containing compound transmembrane transporter activity","2/620","108/22005",0.812112037417098,0.947464043653281,0.895222918439316,"NA/ATENT4",2
"GO:0004364","MF","GO:0004364","glutathione transferase activity","1/620","59/22005",0.815199038086074,0.948431013839753,0.896136571973902,"ATGSTU18",1
"GO:0003678","MF","GO:0003678","DNA helicase activity","1/620","60/22005",0.820419879988317,0.951868369047219,0.899384398824064,"ATINO80",1
"GO:0050660","MF","GO:0050660","flavin adenine dinucleotide binding","3/620","157/22005",0.82269010452989,0.951872848216401,0.899388631021512,"CTF2A/ATCRY1/ABA1",3
"GO:0008094","MF","GO:0008094","DNA-dependent ATPase activity","2/620","112/22005",0.82777392622427,0.95250698360053,0.899987801547368,"ATINO80/NA",2
"GO:0008422","MF","GO:0008422","beta-glucosidase activity","2/620","112/22005",0.82777392622427,0.95250698360053,0.899987801547368,"BGLU46/NA",2
"GO:0016779","MF","GO:0016779","nucleotidyltransferase activity","3/620","160/22005",0.832334325657056,0.955137750753999,0.90247351387032,"UGP3/ADG2/NA",3
"GO:0042803","MF","GO:0042803","protein homodimerization activity","4/620","206/22005",0.835645826660572,0.956324924243707,0.903595229172625,"ATSULA/PDE320/HLH1/ATCRY1",4
"GO:0008509","MF","GO:0008509","anion transmembrane transporter activity","7/620","337/22005",0.840532053947983,0.959302887658024,0.906408994102945,"AST91/NA/ATPPT2/NA/APE2/ATNRT2.6/ANTR1",7
"GO:0003777","MF","GO:0003777","microtubule motor activity","1/620","65/22005",0.844396351374011,0.96110153814928,0.908108470882904,"NA",1
"GO:0000977","MF","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","5/620","256/22005",0.850903014029893,0.965889907817716,0.912632820168619,"NF-YC12/BLH2/AGL87/NF-YC4/AGL20",5
"GO:0008374","MF","GO:0008374","O-acyltransferase activity","2/620","120/22005",0.855616669039642,0.966761766907741,0.913456606827615,"ACT1/NA",2
"GO:0019843","MF","GO:0019843","rRNA binding","1/620","68/22005",0.857219210024338,0.966761766907741,0.913456606827615,"NA",1
"GO:0016879","MF","GO:0016879","ligase activity, forming carbon-nitrogen bonds","1/620","73/22005",0.87628901311398,0.966761766907741,0.913456606827615,"DFL2",1
"GO:0015926","MF","GO:0015926","glucosidase activity","2/620","127/22005",0.876542415367362,0.966761766907741,0.913456606827615,"BGLU46/NA",2
"GO:0015077","MF","GO:0015077","monovalent inorganic cation transmembrane transporter activity","4/620","223/22005",0.877198035538627,0.966761766907741,0.913456606827615,"KT12/SKOR/ATPD/ATUPS2",4
"GO:0008289","MF","GO:0008289","lipid binding","5/620","269/22005",0.878699871241538,0.966761766907741,0.913456606827615,"PICALM2b/DIR1-like/FL6/PDE320/NA",5
"GO:0004721","MF","GO:0004721","phosphoprotein phosphatase activity","3/620","177/22005",0.878856986475756,0.966761766907741,0.913456606827615,"PPH1/PP1-AT/NA",3
"GO:0001883","MF","GO:0001883","purine nucleoside binding","2/620","128/22005",0.879292845139897,0.966761766907741,0.913456606827615,"FZL/PDE318",2
"GO:0005525","MF","GO:0005525","GTP binding","2/620","128/22005",0.879292845139897,0.966761766907741,0.913456606827615,"FZL/PDE318",2
"GO:0019001","MF","GO:0019001","guanyl nucleotide binding","2/620","128/22005",0.879292845139897,0.966761766907741,0.913456606827615,"FZL/PDE318",2
"GO:0032550","MF","GO:0032550","purine ribonucleoside binding","2/620","128/22005",0.879292845139897,0.966761766907741,0.913456606827615,"FZL/PDE318",2
"GO:0032561","MF","GO:0032561","guanyl ribonucleotide binding","2/620","128/22005",0.879292845139897,0.966761766907741,0.913456606827615,"FZL/PDE318",2
"GO:0051015","MF","GO:0051015","actin filament binding","1/620","75/22005",0.883184724949638,0.968505442503519,0.91510413990934,"ATM2",1
"GO:0051287","MF","GO:0051287","NAD binding","1/620","77/22005",0.889696651711703,0.969730336744163,0.916261496121678,"GAPA-2",1
"GO:0015171","MF","GO:0015171","amino acid transmembrane transporter activity","1/620","78/22005",0.892815407454987,0.969730336744163,0.916261496121678,"NA",1
"GO:0001882","MF","GO:0001882","nucleoside binding","2/620","134/22005",0.894640425291106,0.969730336744163,0.916261496121678,"FZL/PDE318",2
"GO:0032549","MF","GO:0032549","ribonucleoside binding","2/620","134/22005",0.894640425291106,0.969730336744163,0.916261496121678,"FZL/PDE318",2
"GO:0000149","MF","GO:0000149","SNARE binding","1/620","79/22005",0.895846120611275,0.969730336744163,0.916261496121678,"PICALM2b",1
"GO:0008134","MF","GO:0008134","transcription factor binding","3/620","188/22005",0.902487432452838,0.971494519847884,0.917928405971559,"AGL87/HAF2/AGL20",3
"GO:0015267","MF","GO:0015267","channel activity","3/620","189/22005",0.904415136334577,0.971494519847884,0.917928405971559,"SKOR/ATPD/MSL3",3
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity","3/620","189/22005",0.904415136334577,0.971494519847884,0.917928405971559,"SKOR/ATPD/MSL3",3
"GO:0046527","MF","GO:0046527","glucosyltransferase activity","3/620","192/22005",0.909993371396104,0.974992897924397,0.921233891021298,"ATGSL06/AtUGT85A5/UGT88A1",3
"GO:0022890","MF","GO:0022890","inorganic cation transmembrane transporter activity","7/620","385/22005",0.919758854111392,0.980404705238175,0.926347302944341,"KT12/COPT2/SKOR/ATPD/ATUPS2/emb1513/AtVTL5",7
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","3/620","198/22005",0.920272908559137,0.980404705238175,0.926347302944341,"ATINO80/DML3/APE2",3
"GO:0030599","MF","GO:0030599","pectinesterase activity","1/620","91/22005",0.926184502611761,0.980404705238175,0.926347302944341,"NA",1
"GO:0046910","MF","GO:0046910","pectinesterase inhibitor activity","1/620","91/22005",0.926184502611761,0.980404705238175,0.926347302944341,"NA",1
"GO:0022836","MF","GO:0022836","gated channel activity","1/620","93/22005",0.930302346299102,0.980404705238175,0.926347302944341,"SKOR",1
"GO:0042277","MF","GO:0042277","peptide binding","1/620","93/22005",0.930302346299102,0.980404705238175,0.926347302944341,"SCY1",1
"GO:0031406","MF","GO:0031406","carboxylic acid binding","1/620","96/22005",0.936053063810734,0.980404705238175,0.926347302944341,"DIR1-like",1
"GO:0042393","MF","GO:0042393","histone binding","1/620","96/22005",0.936053063810734,0.980404705238175,0.926347302944341,"ATINO80",1
"GO:0043177","MF","GO:0043177","organic acid binding","1/620","96/22005",0.936053063810734,0.980404705238175,0.926347302944341,"DIR1-like",1
"GO:0022853","MF","GO:0022853","active ion transmembrane transporter activity","3/620","219/22005",0.94835945488105,0.988769261711732,0.934250655802814,"AST91/ATPPT2/ATUPS2",3
"GO:0016835","MF","GO:0016835","carbon-oxygen lyase activity","2/620","165/22005",0.948808925563743,0.988769261711732,0.934250655802814,"BETA/ATBCA1",2
"GO:0008324","MF","GO:0008324","cation transmembrane transporter activity","7/620","417/22005",0.95123939316355,0.988769261711732,0.934250655802814,"KT12/COPT2/SKOR/ATPD/ATUPS2/emb1513/AtVTL5",7
"GO:0015078","MF","GO:0015078","proton transmembrane transporter activity","2/620","169/22005",0.953456073793456,0.988769261711732,0.934250655802814,"ATPD/ATUPS2",2
"GO:0015631","MF","GO:0015631","tubulin binding","2/620","174/22005",0.958699929748223,0.989783277895488,0.935208761319797,"ATHDA14/NA",2
"GO:0033218","MF","GO:0033218","amide binding","1/620","114/22005",0.961865321751377,0.989783277895488,0.935208761319797,"SCY1",1
"GO:0051213","MF","GO:0051213","dioxygenase activity","1/620","115/22005",0.962945377505529,0.989783277895488,0.935208761319797,"CCD4",1
"GO:0003779","MF","GO:0003779","actin binding","1/620","117/22005",0.965014726656786,0.989783277895488,0.935208761319797,"ATM2",1
"GO:0004553","MF","GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds","6/620","394/22005",0.967620076826077,0.989783277895488,0.935208761319797,"BGAL2/BGLU46/NA/NA/ATBXL2/ATLDA",6
"GO:0140098","MF","GO:0140098","catalytic activity, acting on RNA","8/620","491/22005",0.968573636226298,0.989783277895488,0.935208761319797,"EMB2247/PRORP2/NA/EMB2761/LIP2/RNE/CCR4c/RTL1",8
"GO:0016758","MF","GO:0016758","transferase activity, transferring hexosyl groups","5/620","354/22005",0.972750446750827,0.991638804940163,0.93696197860261,"NA/ATGSL06/AtUGT85A5/EMB2797/UGT88A1",5
"GO:0004386","MF","GO:0004386","helicase activity","1/620","147/22005",0.985234417747241,0.997564876990283,0.942561299812874,"ATINO80",1
"GO:0019899","MF","GO:0019899","enzyme binding","7/620","499/22005",0.98794687444304,0.997564876990283,0.942561299812874,"ARK2/CBRLK1/ATHDA14/LIL3:2/GUN4/CLPR4/NA",7
"GO:0003712","MF","GO:0003712","transcription coregulator activity","1/620","161/22005",0.990131696449275,0.997564876990283,0.942561299812874,"HLH1",1
"GO:0008017","MF","GO:0008017","microtubule binding","1/620","162/22005",0.990411789298636,0.997564876990283,0.942561299812874,"NA",1
"GO:0003682","MF","GO:0003682","chromatin binding","1/620","171/22005",0.992601101867696,0.997564876990283,0.942561299812874,"HON4",1
"GO:0008092","MF","GO:0008092","cytoskeletal protein binding","3/620","308/22005",0.992814568052234,0.997564876990283,0.942561299812874,"ATM2/ATHDA14/NA",3
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","2/620","473/22005",0.999982581756129,0.999985603253742,0.944848552447772,"UBC17/NA",2
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","2/620","480/22005",0.999985603253742,0.999985603253742,0.944848552447772,"UBC17/NA",2
