GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT1G79810	377.992	470	402	536.096	532	552.999	446	528	387	618.982	523.517	635.541
AT1G79820	281.009	227	410	450.905	413	549.001	176	117	116	619.019	549.483	608.459
AT1G79830	3216.001	2896	4053	3472	3240.999	3416.999	3565	3768	3107.001	4679	3942.001	4032
AT1G79840	211.001	244.005	242.005	339.008	327.011	345.004	41.002	40	26.003	224.005	222.002	209.885
AT1G79850	4747.999	5900.995	4419.994	5098.992	5333.989	3603.996	3409.998	3691	3102.997	3196.995	3798.998	3119.115
AT1G79860	5	14	13	9	9	6	2	4	1	46	34	37
AT1G79870	839	957	795	1238	1337	1251	798	853	702	1321	1335	1223
AT1G79880	458	406.999	468	593	435	518	275.001	338	286	450	370	430.001
AT1G79890	29	41	51	59	73	51	19	14	17	112	73	100
AT1G79900	17	23	45	12	11	34	60	75	83	38	44	43
AT1G79910	82	121	115	59	61	48	42	42	31	26	34	17
AT1G79915	1	5	5	10	10	5	3	5	1	12	3	7
AT1G79920	5290.366	5247.199	6421.159	4224.088	3947.058	4174.043	5233.058	5139.278	4667.384	6442.243	5666.074	5862.356
AT1G79930	2987.634	2690.801	3771.842	3714.912	3672.942	3917.957	2832.942	2690.722	2479.617	5754.758	5143.926	5413.644
AT1G79940	1715.999	1720	2211	2190	2182.001	2219	1940.999	1986	1773.001	3116	3010	2843
AT1G79950	618	590	726	706	601	673	469	531	407	622	554	593
AT1G79960	44	45	62	65	80	83	54	47	48	106	76	94
AT1G79970	774	825	837	932	1000	928	959	1087	949	1284	1081	998
AT1G79980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79990	2458	2402	3560	3361.999	3153.001	3334	2785.001	2785	2426	4392	3857	3915
AT1G80000	1265	1199	1345	1076	1082	1064	1309	1340	1059	1212	1107	1168
AT1G80010	613	666	736	577	551	585	678	708	550	768	708	763
AT1G80020	1486	1527	1875	1303	1213	1153	1332	1418	1309	1571	1564	1647
AT1G80030	1614	1771	2017	1054.999	993	848	1278	1517	1287	942	962	919
AT1G80040	1289	1323	1343	1568.999	1593	1737	1736	1742	1589	2342	1999	2273.999
AT1G80050	222	236	232	253	257	224	174	186	163	267	280	252
AT1G80060	60	68	67	64	52	59	37	66	50	64	70	74
AT1G80070	6019	5899	8721	6429	6144	6411	5395	5466	4790	8468	7526	7812
AT1G80080	211	262	223	470	521	422	32	38	29	261	303	296
AT1G80090	4	0	0	31	8	15	0	0	0	198	102	170
AT1G80100	15	25	25	25	27	24	8	24	8	17	19	23
AT1G80110	53	70	70	176	126	183	165	165	167	117	106	128
AT1G80120	94	53	91	107	132	158	70	54	74	246	198	221
AT1G80130	35	46	64	2191	3095	4716	70	44	26	5655	5986	5606
AT1G80133	0	0	0	2	0	6	0	0	0	19	10	12
AT1G80140	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80150	207	186	202	188	210	214	122	154	124	232	260	238
AT1G80160	98	102	115	8	14	7	1460	1398	1536	28	18	25
AT1G80170	117	122	145	190	193	172	78	98	65	217	186	203
AT1G80180	3501	3801	3300	2022	1840	1618	3687	3800	3479	827	733	645
AT1G80190	170	207	205	180	147	170	151	189	122	149	171	168
AT1G80200	11	14	16	18	11	10	7	12	5	20	15	19
AT1G80210	448.589	450	533	680	563	658	541	523	494	525	387	456
AT1G80220	0	0	0	0	0	0	0	0	0	1	0	0
AT1G80230	812	929	957	1289	1190	1230	958	881	782	1976	1794	1729
AT1G80240	93	135	174	58	62	57	110	185	135	1594	1225	1434
AT1G80245	95	144	166	183	137	175	177	143	105	176	172	150
AT1G80260	897	914	1133	1220	1020	1169	771	755.979	587	983	899	911
AT1G80270	500	525.999	658	676	622	723	211	265	195	1242	1066	1133
AT1G80280	921	955	1083	986	951	950	226	286	219	1123	1266	1205
AT1G80290	216	189	164	191	197	215	197	221	194	227	233	259
AT1G80300	1938	2086	1888	1624	1630	1768	1285	1274	1176	2356	2283	2390
AT1G80310	867	811	805	790	763	791	723	748	701	894	980	840
AT1G80320	21.465	40.689	25.683	28.001	25.817	27.236	25.125	29.652	2.73	48.476	25.604	37.298
AT1G80325	68.535	50.311	101.318	105.999	101.183	84.764	72.875	89.348	99.27	101.525	95.396	118.702
AT1G80330	0	0	0	0	1	0	0	0	0	0	1	0
AT1G80340	8	15	10	58	58	32	3	3	7	38	43	35
AT1G80350	697	705	791	800	785	739	503	498	408	869	802	900
AT1G80360	980	1019	1199	1322	1332	1294	1439	1403	1175	1586	1477	1454
AT1G80370	166	152	251	285	269	288	67	46	49	267	293	296
AT1G80380	6676	7294	6912	2213.001	2035	1534	12878	14664.999	12984	1283	1151	981
AT1G80390	1	0	0	5	1	0	0	0	0	1	1	0
AT1G80400	448	462	413	476	432	456	571	522	439	631	477	506
AT1G80410	2805	2906	3473	3604	3258	3245	2502	2503	2197	3717	3338	3328
AT1G80420	486.999	560	572	821	621	751.999	574	575	505	434	326	442
AT1G80440	2734	2063	1981	1488	1359	1277	1960	2262	1907	195	272	218
AT1G80450	45	62	49	79	72	95	71	75	60	90	100	90
AT1G80460	1886	1844	2284	2002	1957	1914	3011	2640	2510	2547	2403	1875
AT1G80470	0	0	0	1	0	0	0	0	0	0	0	0
AT1G80480	1962	2068	1945	1551	1417	1044	1212	1211	1148	1180	1187	1047
AT1G80490	1867	1831	2162	2157	2002	1996	1463	1530	1387	2374	2084	2125
AT1G80500	653	743	719	972	940	930	627	732	624	1131	1045	1074
AT1G80510	260	273	285	266	299	283	418	446	396	394	374	305
AT1G80520	38	26	37	43	87	80	27	25	25	141	106	125
AT1G80530	767	850	837	875	929	968	335	424	325	1058	1085	1028
AT1G80540	0	0	0	0	0	0	0	0	0	3	5	5
AT1G80550	609	610	624	491	461	430	383	490	425	441	433	465
AT1G80555	5	6	0	6	6	11	0	0	2	3	2	2
AT1G80560	992	1000	1102	1124	1008	960	490	538	458	954	985	962
AT1G80570	255	208.001	327	228	205	227.999	428.999	499	426	238	182	199
AT1G80580	0	3	0	2	0	0	0	0	0	2	0	0
AT1G80590	0	0	0	0	0	0	1	0	0	0	0	1
AT1G80600	1602	1798	1642	2259	2181	2003	1403	1358	1278	2045	2103	1825
AT1G80610	245	260	270	313	279	437	298	277	250	274	248	320
AT1G80620	764	650	841	1030	1011	866	447	453	402	1096	985	1038
AT1G80630	294	333	323	304	262	243	300	300	253	197	224	229
AT1G80640	845	820	782	945	847	719	430	488	415	856	862	762
AT1G80650	348	400	300	312	289	312	363	304	329	178	113	144
AT1G80660	1	0	4	21	23	43	10	3	3	8	12	6
AT1G80670	479	524	528	917	747	979	437	456	364	729	768	782
AT1G80680	1128	1088	1299	1255	1160	1107	826	875	758	1373	1327	1296
AT1G80690	165	153	188	320	294	313	47	64	22	323	386	338
AT1G80700	218.478	242.382	220.838	387.903	428.204	394.366	242.203	201.001	169.938	373.914	315.519	299.189
AT1G80710	45	67	94.999	103	78.009	68	31	22	28.999	100	118	142.555
AT1G80720	119	108	159	150	148	132	70	122	64	150	189	192
AT1G80730	15	16	24	9	16	10	7	2	3	18	20	11
AT1G80740	3	1	0	5	0	2	0	0	2	3	6	0
AT1G80745	1	1	0	1	3	10	0	0	0	4	3	2
AT1G80750	884	930	1070	1362	1281	1397	589	610	567	1544	1458	1693
AT1G80760	59	57	67	133	122	179	20	11	8	184	181	149
AT1G80770	661	791	787	830	813	705	704	628	602	537	501	473
AT1G80780	1900	2168	1895	1697	1516.001	1591	1895	2004	1597	1313.001	1233	1317
AT1G80790	1089	1179	1446	1599	1497	1508	787	891	706	1544	1392	1488
AT1G80800	2	10	4	3	6	4	5	8	3	1	4	2
AT1G80810	265	293	422	414	326	384	306	307	283	433	300	381
AT1G80820	31	34	25	151	133	225	198	153	148	223	193	202
AT1G80830	1207	1239	1365	927	907	1056	940	915	770	873	891	876
AT1G80831	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80840	64	55	75	113	80	121	575	477	493	113	84	235
AT1G80850	72	131	73	197	174	226	54	61	31	166	173	148
AT1G80860	365	398	346	525	520	504	243	263	185	439	509	450
AT1G80865	0	0	0	2	0	2	0	0	0	0	3	0
AT1G80870	311	294	365	474	416	395	288	309	243	444	541	418
AT1G80880	41	58	51	66	75	83	40	28	18	115	83	72
AT1G80890	169	175	196	315	292	317	150	174	171	302	291	265
AT1G80900	110	93	116	189	213	231	78	93	87	227	186	173
AT1G80910	434	432	567	633	603	665	548	531	514	918	834	871
AT1G80920	4151	4071	3574	6366	5471	4395	4870	4779	4323	1222	1134	1228
AT1G80930	2217	2119	2696	2806	2500	2715	2094	2218	1788	2928	2657	2610
AT1G80940	556	636	564	788	701	746	575	596	550	629	586	661
AT1G80950	624	629	766	782	679	689	927	867	821	1053	967	939
AT1G80960	75	109	137	144	136	157	172	160	120	109	102	75
AT1G80970	40	46	40.001	51	31.991	61	69	53	51.001	44	23	43.445
AT1G80980	93.522	106.618	155.162	250.097	253.796	317.634	93.797	80.999	47.062	190.086	190.481	211.811
AT1G80990	0	0	0	0	0	0	0	0	0	0	0	0
AT1G81001	0	0	0	0	0	0	0	0	0	0	0	0
AT1G81020	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01008	188	197	191.978	56.877	68	80	101.9	73	67	143.014	104	111.006
AT2G01010	80.086	38.025	49.598	6.553	34.708	2.672	82.234	40.633	6.549	64.497	53.933	50.9
AT2G01020	1937	1908	1805	3128	3197	2821	2338	990	773	2825	2570	2735
AT2G01021	4841	3262	2462	1722	2748	1713	5565	2076	1296	5834	5263	4538
AT2G01022	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01023	43	37	48	13	9	23	4	18	12	7	4	6
AT2G01024	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01026	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01028	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01029	7.112	7	12	41.119	19.453	32.401	5.982	3.841	0	1	1.993	2
AT2G01031	0	1	0	0	1	0	0	1.998	3.004	2	0	0
AT2G01034	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01037	0	3.999	2	2.221	2.192	4.999	2.175	0	0	4.43	2	3.097
AT2G01040	0	0	0	10.702	14.413	25.032	2.018	1.159	0	0	0	0
AT2G01050	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01060	991	1102	1050	1195	1109	1255	1007	1052	894	1090	1045	1111
AT2G01070	487	358	464	556	596	527	412	431	403	886	734	814
AT2G01080	190	201	267	301	294	333	178	212	203	350	424	449
AT2G01090	169	252	218	330	259	267	158	148	166	207	169	189
AT2G01100	1746.001	1632	2009	2047.999	2006	2167	1965	2218	1832.001	1922.001	1651	1865.001
AT2G01110	2244	2703	1949	1730	1682	1291	2063	2152	1916	1068	1124	992
AT2G01120	130	163	155	272	204	232	91	114	111	265	237	328
AT2G01130	587	591	791	871	773	1018	434	476	363	749	759	726
AT2G01140	4478	3900	4328	4826	5243	5120	3076	3013	2670	8132	7883	8376
AT2G01150	222	227	266	339	374	376	270	255	263	676	677	643
AT2G01170	662	690	614	693	636	691	476	446	385	752	816	624
AT2G01175	5	7	12	18	12	21	20	15	5	10	7	8
AT2G01180	219	210	226	286	227	301	373	417	424	630	444	475
AT2G01190	1480	1322	1734	815	901	1003	2046	2071	1889	1714	1417	1600
AT2G01200	6	4	3	27	22	20	4	1	2	28	17	12
AT2G01210	186	171	193	228	232	222	76	81	60	277	320	341
AT2G01220	786	899	991	1113	983	1079	919	905	851	1011	867	904
AT2G01240	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01250	7187	7211	7481	8578	9040	7924	3972	3783	3227	10590	10111	10536
AT2G01260	457	509	497	321	356	324	651	668	570.999	435.999	407	403
AT2G01270	1761	1797	1796	1442	1286	1300	2063	2087	1850	1442	1201	1285
AT2G01275	5	9	8	5	9	21	7	8	6	21	9	25
AT2G01280	18.779	21.052	20.307	4.98	9.422	7.017	20.882	18.223	13.865	12.667	7.906	15.802
AT2G01290	866.221	1052.948	897.693	419.02	361.578	337.983	549.118	672.777	484.135	389.333	488.094	470.198
AT2G01300	26	24	37	14	21	35	56	45	92	66	67	98
AT2G01310	0	0	0	0	0	2	0	0	0	0	0	0
AT2G01320	1543	1641	1474.001	1199	1160	1035.999	1051.001	1137	943	746.001	791	766
AT2G01330	195	212	271	242	199	237	249	258	253	263	219	291
AT2G01340	114	180	124	225	202	238.257	284	295	322.351	378	305.206	386
AT2G01350	735.001	830	1001	1773	1460.001	1901.743	880	971	715.649	1554	1376.795	1528
AT2G01360	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01370	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01372	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01390	80	122	149	89	86	90	54	36	50	89	105	89
AT2G01400	153.602	147.094	155.051	224.963	213.577	221.627	142.663	209.197	175.089	187.66	171.048	155.828
AT2G01410	424.398	450.906	361.949	466.037	425.423	419.373	573.337	487.803	458.911	547.34	508.952	571.172
AT2G01420	2206	2656	2964	2418	2371	2334	918	1049	926	1794	1563	1452
AT2G01422	3	18	7	2	1	2	11	3	10	27	12	6
AT2G01430	37	53	30	68	62	106	17	27	15	30	30	23
AT2G01440	1143	1125	1195	987	886	891	818	783	624	750	727	726
AT2G01450	3077	3077.999	3504	3147	2778	3312	3920	4312	3605.999	3102.999	2461	2566
AT2G01460	372	387	581	596	504	611	621	551	491	553	410	457
AT2G01470	849	778	972	1371	1224	1315	956	871	874	1755	1471	1503
AT2G01480	672	627	796	535	569	565	1490	1468	1412	1020	856	911
AT2G01490	1535	1576	1475	1611	1452	1539	2034	1940	1738	1687	1485	1522
AT2G01500	0	0	0	1	0	0	0	0	0	0	0	0
AT2G01505	62	64	71	63	79	65	42	43	44	167	146	128
AT2G01510	58	49	75	54	55	49	26	21	26	60	114	84
AT2G01520	1688	1847	1919	364	217	250	77	64	62	481	220	225
AT2G01530	1998	2200	2474	1213	1094	1305	1160	1015	814	477	510	303
AT2G01540	209	219	225	258	293	389	481	468	442	532	419	361
AT2G01550	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01554	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01560	0	0	0	0	0	0	0	0	0	0	0	1
AT2G01570	2707	3005	3205	1975	2166	2006	2757	2739	2472	2048	2002	1987
AT2G01580	22	14	23	35	41	32	15	26	19	45	37	32
AT2G01590	630	877	645	612	563	351	297	307	323	128	142	122
AT2G01600	1678	1601	1972	1463	1397	1558	2420	2318	2154	1972	1832	1865
AT2G01610	14	22	18	91	99	71	29	17	14	152	202	207
AT2G01620	540	596	554	499	465	442	426	504	438	341	289	259
AT2G01630	651	577	740	511	500	476	332	341	264	710	668	687
AT2G01640	97	116	151	191	166	176	103	109	111	237	183	184
AT2G01650	493	433	460	639	585	789	866	901	764	723	596	568
AT2G01660	194	177	249	295	304	367	163	217	144	516	552	515
AT2G01667	0	0	0	0	0	0	0	0	0	0	0	1
AT2G01670	1605	1724	1627	1525	1568	2050	2500	2449	2349	1097	1117	1184
AT2G01680	966	1100	966	961	996	1115	986	1121	930	1143	1110	1179
AT2G01690	1140	1163	1326	1437	1325	1469	1531	1661	1300	1974	1699	1740
AT2G01700	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01710	551	591	606	592	569	567	654	725	697	639	693	683
AT2G01720	1394	1287	1603	1805	1831	1855	1271	1366	1081	2591	2242	2565
AT2G01730	59	56	44	38	42	45	27	35	32	60	66	63
AT2G01735	177	175	200	283	266	375	256	267	266	360	297	272
AT2G01740	66	57	79	66	53	62	59	51	46	90	69	93
AT2G01750	284	230	282	412	337	329	181	206	140	452	499	459
AT2G01755	272	335	217	245	230	156	144	104	97	81	107	90
AT2G01760	153	146	207	243	195	192	71	44	48	137	170	120
AT2G01770	0	0	0	4	5	7	0	1	1	2	0	2
AT2G01780	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01790	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01800	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01810	1	6	0	2	2	2	2	0	2	1	0	2
AT2G01818	62	47	48	52	48	53	43	64	47	87	80	99
AT2G01820	2239	2339	2784	1921	1895	1785	3261	3061	2804	3921	3712	3077
AT2G01830	866	709	1360.001	837	811	906	994	886	757	2607	2141	2016
AT2G01840	4	1	3	0	0	0	0	2	1	0	0	0
AT2G01850	7495	8061	7272	1977	1600	1284	8263	8801	8131	3038	2672	2545
AT2G01860	323.772	409.975	410.258	182.323	177.451	167.361	531.156	498.614	483.881	135.578	131.66	97.419
AT2G01870	318.228	359.025	304.742	239.677	190.549	131.639	212.844	228.386	193.119	154.422	128.34	104.581
AT2G01880	92	82	98	113	109	111	21	34	26	186	171	156
AT2G01890	477	484	574	989	875	917	1964	2142	2218	1784	1482	1249
AT2G01900	183	178	134	70	75	70	244	210	223	79	82	64
AT2G01905	9	23	28	26	29	34	5	3	2	24	12	16
AT2G01910	1413	1307	1687	1406	1288	1365	1078	993	898	1531	1376	1358
AT2G01913	30	37	31	82	62	75	14	19	10	63	94	78
AT2G01918	88	111	57	87	70	56	40	36	34	20	25	30
AT2G01920	0	0	0	0	0	0	0	0	2	0	1	0
AT2G01930	699	681	747	712	718	680	747	802	733	517	424	455
AT2G01940	185	187	180	197	216	178	107	104	79	290	273	270
AT2G01950	785	748	1020	660	671	661	469	603	462	881	856	874
AT2G01960	0	0	0	1	0	1	0	0	0	0	1	1
AT2G01970	1764	1691	2210	1792	1873	1858	2015	2104	1875	3540	3179	3093
AT2G01973	0	0	0	0	0	0	0	0	0	0	0	0
AT2G01980	398	439	567	635	653	705	539	502	464	828	650	700
AT2G01990	76	80	53	182	148	180	48	74	32	211	216	187
AT2G02000	6	8	18	21	11	15	0	0	0	11	5	10
AT2G02010	9	16	32	131	119	192	115	82	114	139	104	126
AT2G02020	188	232	219	185	189	173	42	52	41	105	96	92
AT2G02023	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02026	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02030	5	0	1	0	0	0	4	3	2	0	0	0
AT2G02040	1269	1135	1498	1082	1139	1303	1334	1378	1225	1720	1562	1445
AT2G02050	946	1042	997	1878	1767	1684	1054	1115	1012	2384	2130	2221
AT2G02060	136	162	104	216	157	189	123	94	97	137	141	103
AT2G02061	2	5	10	17	8	11	4	19	5	11	12	15
AT2G02070	1400	1409	1596	1337	1442	1145	982	1172	1063	880	1008	898
AT2G02080	804	831	769	1110	1015	1109	604	579	526	631	664	634
AT2G02090	737	793	960	951	875	1053	822	848	735	1110	926	1003
AT2G02100	1991	2970	1987	5059	4891	4807	1274	1525	1179	4081	4692	4646
AT2G02103	2	0	0	1	0	0	0	0	0	5	1	1
AT2G02110	0	0	0	0	0	0	0	1	0	5	2	7
AT2G02120	5	10	2	267	211	315	39	47	37	624	366	516
AT2G02130	960	965	917	2436	2175	1964	397	423	304	2054	2119	2076
AT2G02135	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02140	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02147	0	0	0	0	0	0	0	0	1	0	0	0
AT2G02148	83	120	114	163	134	177	110	120	91	149	160	165
AT2G02150	98	87	112	86	114	85	82	65	65	149	178	149
AT2G02160	4305	4026	4675	3879	3740	3563	3334	3801	3211	3815	3597	3768
AT2G02170	313	349	337	611	519	554	206	188	162	543	544	527
AT2G02180	1066	1087	1152	955	898	860	2209	2434	2154	1471	1272	1311
AT2G02190	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02200	0	0	0	1	0	0	0	0	0	0	0	0
AT2G02205	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02210	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02220	890	809	960	700	672	741	2363	2261	2108	1056	967	890
AT2G02230	242	259	306	373	323	374	733	792	720	561	452	520
AT2G02240	3	3	8	15	10	5	12	12	11	12	7	8
AT2G02250	0	0	1	4	5	4	1	0	2	10	17	6
AT2G02260	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02270	0	0	0	0	0	0	0	1	3	0	0	0
AT2G02280	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02290	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02300	1	0	2	6	0	3	9	7	8	4	4	4
AT2G02310	0	0	0	2	0	0	10	10	11	4	2	5
AT2G02320	0	0	3	0	0	0	0	0	0	0	0	0
AT2G02330	0	0	0	0	0	1	0	0	0	0	0	0
AT2G02340	0	2	0	6	3	4	0	2	1	4	1	0
AT2G02350	61	70	69	120	95	158	44	55	63	88	71	74
AT2G02360	441	421	476	508	556	715	611	617	487	398	376	426
AT2G02370	258	198	232	282	342	381	285	298	264	257	280	273
AT2G02380	8	4	7	13	20	17	2	5	1	15	24	7
AT2G02390	561	509	623	1203	1171	1469	1178	1224	1045	1776	1500	1633
AT2G02400	165	173	191	296	224	241	216	247	199	310	325	231
AT2G02410	393	460	532.001	387	282	329	406	410.001	380.001	223.001	200	240
AT2G02430	3	3	1	7	1	4	1	2	0	2	0	0
AT2G02440	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02450	145	151	161	171	151	187	103	81	84	99	131	115
AT2G02470	596	671	637	724	603	658	544	542	559	609	561	629
AT2G02480	456	464	672	658	659	598	358	387	300	972	840	878
AT2G02490	0	0	0	0	0	0	0	0	0	1	0	0
AT2G02498	1	0	0	0	0	0	0	0	0	0	0	0
AT2G02500	281	247	246	434	358	331	106	122	114	242	247	266
AT2G02510	642	902	679	1296	1209	1299	732	802	671	1504	1430	1480
AT2G02515	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02520	0	0	0	0	0	0	0	0	0	2	0	0
AT2G02540	29	45	33	40	60	77	5	12	11	55	68	24
AT2G02550	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02560	1089	1028	1458	1732	1672	1804	962	951	848	2317	1978	2121
AT2G02570	954	919	1206	1511	1314	1524.999	1157.999	1225	1064	1360	1180	1198
AT2G02580	0	1	2	7	1	6	0	1	0	3	1	0
AT2G02590	67	103	107	140	170	160	86	77	69	142	132	135
AT2G02610	35.754	51	95	77	74.724	80	2056	1759.905	1818	1581.195	1135	1011.17
AT2G02620	20	8	7	6	17	19	10	9	16	75	40	60
AT2G02630	29	25	45	22	28.276	46	726	665	674	710	466	484
AT2G02640	1.246	0	0	0	0	0	0	4.095	0	5.805	0	6.83
AT2G02650	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02660	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02670	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02680	132	116	150	92	119	123	732	678	600	853	660	501
AT2G02690	15	18	30	7	12	10	10	8	6	35	38	48
AT2G02700	3	2	5	11	8	7	2	6	4	11	21	5
AT2G02710	2500	2622.999	2669.999	1340.999	1047	827	3686	3897	3599	452	310	372
AT2G02720	0	0	1.095	1.001	5	2	2.007	6	4	0	3	6
AT2G02730	269	275	309.905	318.999	280	363	320.993	337	311	338	294	316
AT2G02740	240	331	233	424	417	323	151	153	158	353	442	386
AT2G02741	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02750	37	76	95	47	67	59	33	51	41	47	66	50
AT2G02760	2493	2256	2443	2133	2178	2132	3077	3025	2664	1842	1797	1760
AT2G02770	111	119	128	132	113	146	54	76	52	80	50	69
AT2G02780	392	360	527	535	462	433	931	1039	946	1498	1131	1142
AT2G02790	402	446	521	531	543	622	330	322	261	770	697	799
AT2G02795	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02800	727	769	915	852	926	1125	1568	1669	1440	1177	980	981
AT2G02810	174	196	234	340	291	348	548	476	507	302	246	292
AT2G02820	177	211	222	255	232	264	526	586	554	409	390	414
AT2G02830	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02835	0	0	0	0	3	2	1	0	0	6	0	6
AT2G02840	0	0	0	7	5	6	0	0	0	36	28	33
AT2G02850	107	108	129	483	479	541	193	152	130	957	771	759
AT2G02860	414	391	484	398	458	481	727	655	657	849	675	687
AT2G02870	1134	983	1233	955	923	1050.999	1861	1969	1840	1482	1371	1438
AT2G02880	133	157	168	255	234	195	133	111	113	202	232	231
AT2G02890	0	0	0	0	0	0	0	0	0	0	0	0
AT2G02910	211	230	247	287	282	300	200	211	198	290	290	312
AT2G02930	14	7	3	52	34	89	66	69	58	79	43	90
AT2G02950	737	655	813	392	377	343	515	498	493	417	376	292
AT2G02955	195	190	261	231	204	248	148	146	114	286	262	266
AT2G02960	974	906	1251	1046.999	933.001	1125	1245	1151.999	1012.001	1067.001	760	882.999
AT2G02970	1047	893	1177	807	773	772	1609	1765	1539	980	875	889
AT2G02980	113	110	169	91	68	63	68	92	58	51	70	57
AT2G02990	10	8	16	115	144	132	93	83	88	264	194	139
AT2G03000	0	0	0	3	0	0	0	0	0	0	0	0
AT2G03010	11	17	10	16	16	23	23	12	11	13	15	17
AT2G03020	6	3	1	11	12	6	2	0	0	16	19	18
AT2G03030	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03040	0	0	0	0	0	0	1	0	0	0	0	0
AT2G03050	124	131	135	139	124	124	89	99	90	99	102	97
AT2G03060	204	210	229	219	208	221	199	216	207	193	221	255
AT2G03070	414	473	546	590	544	542	353	307	294	429	447	517
AT2G03080	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03090	386	336	379	1155	1169	1302	163	165	103	1666	1655	1723
AT2G03100	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03110	10	10	2	28	13	28	8	15	6	24	12	41
AT2G03120	1204	1252	1268	1931	1754	1965	1538	1471	1306	2346	2140	2401
AT2G03130	0	2	1	1	0	0	0	1	0	4	8	2
AT2G03140	1281	1419	1739	1074	1026	1163	1115	1298	1112	1328	1165	1156
AT2G03150	1468	1547	2004	2009	1748	1888	1480	1394	1241	1993	1661	1768
AT2G03160	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03170	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03180	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03190	0	0	0	0	1	0	0	0	0	0	0	0
AT2G03200	41	73	72	175	181	253	255	194	196	254	222	216
AT2G03210	0	0	1	6	6	7	3	1	0	5	8	6
AT2G03220	377	293	456	537	514	624	313	339	266	913	716	720
AT2G03230	0	0	0	6	5	7	0	0	0	6	4	9
AT2G03240	907	729	902	758	638	797	1063	1013	1016	792	749	790
AT2G03250	0	0	0	2	1	1	2	0	0	1	0	4
AT2G03260	27	21	44	40	41	39	19	27	12	52	36	54
AT2G03270	305	304	339	370	362	314	335	382	307	275	285	254
AT2G03280	145	126	111	167	201	188	115	152	132	217	149	235
AT2G03290	0	0	0	0	0	0	0	0	0	8	0	1
AT2G03291	0	0	0	3	3	2	0	0	0	0	0	0
AT2G03300	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03310	360	312	367	305	264	197	286	343	306	77	92	67
AT2G03320	0	0	0	0	0	0	0	0	0	0	0	0
AT2G03330	138.566	121	118	129.292	116	142	135	127.12	130.13	86	115	83
AT2G03340	751	840	932	767	724	797	977	980	893	856	746	768
AT2G03350	585	678	604	767	668	574	526	617	537	964	831	813
AT2G03360	23	28	10	23	43	41	65	47	73	42	36	29
AT2G03370	19	21	17	10	16	21	2	5	2	32	17	15
AT2G03380	50	45	71	51	44	46	36	50	38	43	53	57
AT2G03390	1619	1771	1523	1357	1169	1133	1302	1298	1197	670	720	654
AT2G03410	50.599	44.665	44.31	92.664	76.795	64.619	17.213	35.476	22.673	32.341	35.175	36.813
