gene	A_1	A_2	A_3
AT1G21550	6.717919226	7.725755667	2.255996276
AT1G21560	14.26263439	14.00043293	16.4283164
AT1G21580	20.95157475	17.45853861	18.24677156
AT1G21590	41.61774005	44.00109119	44.15085893
AT1G21600	88.9607084	84.87715813	94.27000756
AT1G21610	20.30269268	20.58834332	18.44282023
AT1G21620	0.155809346	0	0
AT1G21630	48.31427764	47.28530585	50.15972818
AT1G21640	32.21482806	31.04091598	30.08768896
AT1G21650	6.287097358	5.650262158	5.63977651
AT1G21651	6.867883666	5.166174682	6.016146044
AT1G21660	39.36243705	39.57235041	33.01437306
AT1G21670	57.57616907	57.97110163	61.40981121
AT1G21680	102.2585749	89.08957434	86.80366442
AT1G21690	28.17281236	30.869313	34.6980063
AT1G21695	2.866862505	1.274453301	2.71139925
AT1G21700	25.73421931	23.11989197	25.74571742
AT1G21710	13.60762912	13.81239032	14.15669111
AT1G21720	103.0498011	101.1672202	106.0944659
AT1G21722	0	0	0
AT1G21730	18.45417638	16.09366984	15.02141147
AT1G21740	4.64786272	4.497002786	4.309627437
AT1G21738	0	0	0
AT1G21750	160.7959444	192.1332331	210.4256885
AT1G21760	24.61529356	24.83737828	21.13660777
AT1G21770	92.67087701	94.55364116	86.65048432
AT1G21780	37.89015614	39.30250594	32.28098543
AT1G21790	23.90373222	23.32386578	21.56971554
AT1G21810	1.568243902	1.680923286	1.845762115
AT1G21830	21.88078205	20.86233357	20.11939842
AT1G21835	0	0	0
AT1G21840	3.97432296	5.424296371	3.69286077
AT1G21850	0	0	0
AT1G21860	0	0	0
AT1G21864	0	0	0
AT1G21866	0	0	0
AT1G21870	0	0	0
AT1G21880	34.56843976	33.53291001	37.52479757
AT1G21890	0.452208088	0.750502521	0
AT1G21900	38.56648393	46.80211653	44.64029429
AT1G21910	7.915669237	6.078068861	6.805837264
AT1G21920	48.53024849	43.44752908	36.33636515
AT1G21925	0	0	0
AT1G21928	0	0	0
AT1G21930	31.32886095	26.76193838	19.57175716
AT1G21940	0	0.814234053	0
AT1G21950	0	0	0
AT1G21960	0	0	0
AT1G21970	0	0	0
AT1G21980	36.31753732	39.21083449	35.72263191
AT1G21990	0	0	0
AT1G22000	0	0	0
AT1G22010	0	0	0
AT1G22015	0	0	0
AT1G22020	17.84200312	17.38097005	14.99953154
AT1G22030	4.716917384	3.880448776	4.127827162
AT1G22040	12.57215399	12.74099109	12.19790568
AT1G22050	10.6459435	16.97619777	13.67531547
AT1G22060	23.09438713	23.09811327	26.62790901
AT1G22065	23.82243954	21.40272368	19.24858715
AT1G22070	41.0599493	46.05186753	42.8241899
AT1G22080	0	0	0.085179061
AT1G22090	0	0.25479433	0
AT1G22100	0	0	0
AT1G22110	0.364428755	0.441014912	0.335092562
AT1G22120	0	0	0
AT1G22130	0	0	0
AT1G22140	29.08882487	32.44044963	37.47700182
AT1G22150	2.871476409	4.825186612	2.661447694
AT1G22160	7.994571772	11.05675762	7.841083523
AT1G22170	11.47592409	11.06670939	9.101205512
AT1G22180	12.51876605	13.47235369	11.30957365
AT1G22190	43.56968091	39.8660175	37.81495938
AT1G22200	40.40895402	45.50060516	45.31375572
AT1G22210	0	0	0
AT1G22220	2.201117947	1.956997956	1.503490779
AT1G22230	5.823163965	6.148082613	2.868430932
AT1G22240	0.073020861	0	0.241713887
AT1G22250	8.651990103	10.62286774	11.49490383
AT1G22260	0.327517604	0.339725773	0.671140361
AT1G22270	83.70237634	86.41854468	96.43819427
AT1G22275	0.870644037	0.475314295	0.758423331
AT1G22280	39.74832276	34.86729107	36.45837437
AT1G22290	0.644800283	0.167208779	0.177868329
AT1G22300	205.8818559	204.5685758	187.7005219
AT1G22310	10.72611823	9.678037311	8.511623791
AT1G22330	10.3235081	10.02687705	9.941209987
AT1G22340	0.766009057	1.147700563	0.845215205
AT1G22360	66.52505175	50.24843474	44.17365902
AT1G22370	14.19892304	17.57480986	16.12790398
AT1G22380	2.923790756	1.90631547	3.318288498
AT1G22400	102.0257001	104.7918824	51.52150014
AT1G22410	203.8966012	246.922709	232.5616251
AT1G22420	0	0	0
AT1G22430	38.95492626	37.27401958	42.47018833
AT1G22440	27.21831099	20.08230887	11.26226744
AT1G22450	114.3309985	106.6432176	103.488585
AT1G22460	0.385674936	0.666751517	0.496479821
AT1G22470	9.070813641	11.58021764	9.623793636
AT1G22480	0.38966348	0.269458751	0.573273463
AT1G22490	1.456140437	1.798116488	2.907374392
AT1G22500	10.74395643	9.567392973	10.96018401
AT1G22510	14.08104401	14.46129979	13.07572579
AT1G22520	33.13608127	33.71340119	38.13684405
AT1G22530	120.2707693	138.4309855	147.2559529
AT1G22540	13.38420754	11.44862426	11.26858746
AT1G22550	19.10440694	18.96834286	17.79891658
AT1G22570	17.25380522	21.76104983	27.69144284
AT1G22590	9.16392379	9.934788644	12.19901524
AT1G22600	2.451668677	2.653621829	5.292731378
AT1G22620	17.18744956	16.95131687	18.00804727
AT1G22610	23.96401123	21.66004528	25.19646285
AT1G22630	46.63645424	38.16916254	51.45871302
AT1G22640	38.96968562	37.0002832	37.53897749
AT1G22650	10.855644	13.1688096	14.48203178
AT1G22660	10.71685959	8.658447127	11.11192924
AT1G22670	0	0	0
AT1G22680	0.207820523	0.323350502	0.114654693
AT1G22690	81.85925266	49.61285817	50.27248095
AT1G22700	80.07326303	76.87639984	90.74407139
AT1G22710	144.7877164	138.7782269	151.592081
AT1G22720	0	0	0
AT1G22730	22.94613052	19.84395928	19.90621792
AT1G22740	20.86741765	17.5425535	18.20941713
AT1G22750	39.51301396	42.62528976	37.83025789
AT1G22760	0.057361105	0.059499232	0.063292304
AT1G22770	82.13643724	82.41267225	87.5553645
AT1G22780	363.5016011	318.3173724	340.2488529
AT1G22790	24.45292269	24.12436424	22.90419437
AT1G22800	21.16954695	23.25577335	16.6564835
AT1G22810	1.431824172	1.4851952	4.739628925
AT1G22830	3.585598517	3.242424084	4.057798157
AT1G22840	295.1674319	294.9435287	281.8287321
AT1G22850	105.6547807	115.6498052	122.9009099
AT1G22860	9.852447374	10.93172384	10.02467293
AT1G22870	11.27799749	10.14746112	10.88863508
AT1G22880	9.752863442	8.258285665	8.784750902
AT1G22882	22.19308325	22.69985845	19.88574257
AT1G22885	29.60828	28.34946843	29.73790172
AT1G22890	25.40421653	19.97587544	14.46763326
AT1G22900	8.282505041	9.94774481	11.86456909
AT1G22910	14.35381499	15.0749619	16.76189886
AT1G22920	32.11622502	31.31091047	32.04828523
AT1G22930	93.26391291	84.49423089	54.44317542
AT1G22940	14.16670565	14.86367282	15.54172148
AT1G22950	27.97290543	31.57579045	27.94018751
AT1G22960	8.357384197	9.025859307	7.64845922
AT1G22970	19.66134475	19.08689669	21.41621595
AT1G22980	1.144913673	1.370296333	0.971768431
AT1G22985	9.79794769	9.462256786	6.896714429
AT1G22990	17.04872472	13.11413573	6.129616254
AT1G23000	7.168811718	7.013526486	7.190976767
AT1G23010	6.364730191	7.386367554	7.857248061
AT1G23020	25.20486104	21.1414337	22.60364773
AT1G23030	25.45351112	17.18931089	19.07441459
AT1G23037	0	0	0
AT1G23040	25.1384868	28.83970946	16.66230249
AT1G23050	20.13340035	11.80392639	11.39737131
AT1G23060	5.146619708	3.490530998	1.747318658
AT1G23070	2.471513747	2.358547921	4.79964476
AT1G23080	113.3126421	112.3984008	108.2458606
AT1G23090	10.25544063	10.69340544	6.161517603
AT1G23100	36.93573529	33.16605273	41.05907071
AT1G23110	1.651737446	2.950693163	1.012516027
AT1G23120	19.60876092	17.85922638	15.12783879
AT1G23130	916.0101495	868.2413788	759.5066048
AT1G23140	6.339388783	6.042524598	4.159122773
AT1G23145	0	0	0
AT1G23147	0	0	0
AT1G23150	5.294979105	6.255174844	5.193320492
AT1G23160	0	0.236059452	0
AT1G23170	4.695554725	3.182112797	2.832323765
AT1G23180	17.04977216	17.20341154	17.63373682
AT1G23190	159.7706823	166.3916768	150.7324647
AT1G23200	19.07769866	28.20644807	24.27074272
AT1G23201	0.464920376	0	0.170997878
AT1G23205	8.392676971	7.30139777	10.3060277
AT1G23210	0.265668786	0.091857183	0.195426147
AT1G23220	28.98312934	29.73127802	32.15670079
AT1G23230	16.74283844	14.58000307	15.97757031
AT1G23240	0	0	0
AT1G23250	0	0	0
AT1G23260	34.74081665	35.63977776	31.31234805
AT1G23270	0	0	0
AT1G23280	76.50452306	70.34883073	68.28411167
AT1G23290	442.1668492	404.6033911	455.2311811
AT1G23300	0	0.06150208	0
AT1G23310	596.5405639	624.7556961	638.2751336
AT1G23320	0	0	0
AT1G23330	26.41207501	32.8886696	22.6215761
AT1G23340	2.472586972	2.251977607	3.393683154
AT1G23350	0.232024519	0.240673198	0.12800805
AT1G23360	12.44085252	9.547293407	12.94602425
AT1G23380	7.288488769	8.092572139	4.530775341
AT1G23390	38.32862009	24.33024787	21.5541424
AT1G23400	41.72785021	41.31582904	45.72862763
AT1G23410	0	0	0
AT1G23420	0	0	0
AT1G23440	43.12730382	38.06737769	28.67326767
AT1G23450	1.805440792	0.52436673	0.63748009
AT1G23460	11.58958984	11.04483584	6.793606781
AT1G23465	1.351968144	1.869816734	1.989017443
AT1G23480	12.44140162	9.814423057	12.34353414
AT1G23490	271.0956899	280.9565366	320.8182199
AT1G23500	0	0	0
AT1G23510	0	0	0
AT1G23520	0	0	0
AT1G23530	9.510662644	9.99670676	6.436366146
AT1G23540	0.445272488	0.346402464	0.245657068
AT1G23550	8.976202807	7.512114174	4.164329687
AT1G23560	3.796170877	3.281393806	1.994618556
AT1G23570	0	0	0
AT1G23580	0	0	0
AT1G23590	0	0	0
AT1G23600	0.124513158	0	0.137387951
AT1G23610	0	0	0
AT1G23640	0	0	0
AT1G23645	0	0	0
AT1G23650	0	0	0
AT1G23660	0	0	0
AT1G23670	0	0	0
AT1G23680	0	0	0
AT1G23690	0	0	0
AT1G23700	0.142863762	0.074094493	0.157636026
AT1G23710	24.88397796	25.47485238	18.38425729
AT1G23720	45.19299944	25.62279784	14.1789981
AT1G23730	6.831989413	7.904341251	4.445737441
AT1G23740	113.3095132	133.8288596	142.9021481
AT1G23750	21.21077294	17.96032757	20.2197731
AT1G23760	2.757567608	2.669665152	3.31316551
AT1G23770	0.274330985	0.142278315	0.151348549
AT1G23780	43.6089339	40.42227471	42.06071796
AT1G23790	1.696516708	3.03957528	4.08422909
AT1G23800	56.64272027	58.52545398	34.28968442
AT1G23810	0	0	0
AT1G23820	179.7530027	166.6538583	166.2403911
AT1G23830	2.94243672	3.84831967	4.234810167
AT1G23840	1.393266206	0.48173333	0.896776655
AT1G23850	7.546551458	6.737894493	5.797189976
AT1G23860	36.42500512	34.45925973	32.841575
AT1G23870	41.39214409	33.25953024	27.33895443
AT1G23880	3.709705711	3.97414785	3.757777375
AT1G23890	9.875915443	9.817203741	8.05931026
AT1G23900	24.07254389	24.17715083	24.5800855
AT1G23910	0	0	0
AT1G23915	0	0	0
AT1G23935	2.979772471	2.187900126	1.884068417
AT1G23950	48.96948997	50.69220445	51.08573327
AT1G23960	46.18063939	39.58430166	41.36158446
AT1G23965	0	0	0
AT1G23970	14.4326747	15.08321173	15.32634327
AT1G23980	3.666433608	5.877517196	4.903693003
AT1G23985	0.542989712	0	0
AT1G23995	0	0	0
AT1G24000	0	0	0
AT1G24010	0	0	0
AT1G24020	137.7495129	144.6776294	150.9754324
AT1G24030	4.669962326	4.065528921	3.036495812
AT1G24040	21.53364278	19.01999859	24.17527036
AT1G24050	75.55272657	68.92209243	66.94673241
AT1G24060	0	0	0
AT1G24062	0	0	0
AT1G24070	4.376826162	5.919203596	6.66334195
AT1G24090	7.025061447	6.801124906	8.061518653
AT1G24095	7.358839591	9.728510765	8.756594649
AT1G24100	120.0893313	134.7744734	124.6953733
AT1G24110	0	0	0
AT1G24120	22.37729432	22.88676953	21.84215369
AT1G24130	3.527461877	4.746742678	2.419478891
AT1G24140	1.215785045	1.177029697	0.894332338
AT1G24145	2.81550221	3.796584513	2.795965309
AT1G24147	1.702880918	0.802888884	2.733033614
AT1G24148	8.926378897	9.370663831	14.71473031
AT1G24150	8.943199914	10.34899059	9.126415038
AT1G24159	0	0	0
AT1G24160	54.64070714	53.00229886	52.65502472
AT1G24170	41.25607684	36.16043326	43.3706757
AT1G24180	116.2272915	103.4013444	90.87645653
AT1G24190	22.59463591	21.7347301	20.89185352
AT1G24200	0	0	0
AT1G24210	2.251388997	3.233505017	3.439640776
AT1G24220	0	0	0
AT1G24230	0	0	0
AT1G24240	16.59867716	14.30154196	19.64431233
AT1G24250	0	0	0
AT1G24256	0	0	0
AT1G24260	5.568314638	5.657997763	4.890189521
AT1G24265	6.188837476	5.696198639	5.28989212
AT1G24267	48.28528897	49.91060316	48.91555149
AT1G24270	1.740183896	1.969144348	1.920120754
AT1G24280	45.79818239	46.74020994	48.98001623
AT1G24290	6.089176364	5.052919588	5.554211018
AT1G24300	22.08733105	22.6055646	19.66569613
AT1G24310	32.77497198	28.93125002	30.77561555
AT1G24320	0.894335996	0.579795146	0.431729937
AT1G24330	2.765781639	3.878294965	3.447365737
AT1G24340	19.51827883	17.28449085	14.65767049
AT1G24350	21.187445	18.70400322	17.60829838
AT1G24360	190.4752768	202.118387	210.3954036
AT1G24380	0	0	0
AT1G24388	0	0	0
AT1G24390	0	0	0
AT1G24400	6.214807083	8.241680634	7.204636098
AT1G24405	1.206979917	1.460631561	1.331782919
AT1G24420	0.098928263	0.307847395	0.218315099
AT1G24430	5.444980166	5.647940972	2.31887599
AT1G24440	24.33375368	21.81831055	16.92908293
AT1G24450	15.65126147	15.85116396	17.54158099
AT1G24460	23.58176414	24.35979755	24.05990569
AT1G24470	3.217617253	3.213940355	3.94480254
AT1G24475	0	0	0
AT1G24480	0.166208588	0.344807976	0.366789465
AT1G24485	0	0	0
AT1G24490	48.36459426	53.73449776	51.4279151
AT1G24510	168.8579533	162.8941842	171.1054515
AT1G24520	0.613747578	0.636624925	0
AT1G24530	13.63646995	18.61913245	17.65660173
AT1G24540	0	0.082818721	0.088098409
AT1G24545	0	0	0
AT1G24560	31.09958191	32.1417222	29.27077398
AT1G24570	0	0.272068521	0
AT1G24580	30.22683679	48.97930997	64.18068784
AT1G24575	15.98259062	20.05774378	19.59467491
AT1G24577	3.668810165	4.206150242	3.408984441
AT1G24590	0	0	0
AT1G24600	30.07610811	30.83443242	17.75065627
AT1G24610	25.11568746	24.63691304	30.90007661
AT1G24620	0.665600292	0.414246265	0.44065444
AT1G24625	28.24511817	34.89119576	32.58231573
AT1G24650	0	0	0
AT1G24660	0	0	0
AT1G24706	19.91006049	19.47466695	19.70445564
AT1G24735	7.034553282	7.414454944	7.887126021
AT1G24764	28.34406296	25.85223729	28.09945135
AT1G24793	10.05964078	13.51007705	14.1376633
AT1G24800	0.636278693	0	0.468047056
AT1G24807	0	0	0
AT1G24822	0	0	0
AT1G24880	455.0921147	444.2679336	431.634564
AT1G24851	0	1.817824863	0
AT1G24881	39.0219098	44.22426457	24.21945935
AT1G24909	0	0	0
AT1G24996	21.50480588	19.97587544	27.62413725
AT1G25025	0	0	0
AT1G25054	5.061708496	5.12828098	2.987376137
AT1G25055	69.70166257	72.58975381	93.35998744
AT1G25083	0	0	0
AT1G25097	0	0	0
AT1G25112	0	0	0
AT1G25141	5.029082986	3.129924773	5.549095495
AT1G25145	48.61709845	48.96047901	34.63433498
AT1G25150	5.585459531	3.100830337	1.649254047
AT1G25155	0	0	0
AT1G25180	5.296750216	3.444116455	6.106131134
AT1G25210	0	0	0
AT1G25211	26.62524275	28.6337302	27.41321597
AT1G25220	50.86003634	57.35554461	44.93515675
AT1G25230	46.80239609	45.06509748	40.53035768
AT1G25240	0.364505396	0	0.10054891
AT1G25250	4.171662436	3.901538171	3.169290222
AT1G25260	107.5517947	97.46015352	99.48218712
AT1G25270	0	0	0
AT1G25275	182.657766	168.6378021	140.7120687
AT1G25277	1.910130645	2.895790692	2.107640177
AT1G25280	33.76245144	35.02094167	30.85926299
AT1G25290	13.40022324	12.90687777	14.68020752
AT1G25300	0	0	0
AT1G25310	0.329760875	0.342052662	0
AT1G25320	10.45217413	12.39060266	13.68744528
AT1G25330	0	0	0
AT1G25340	0	0	0
AT1G25350	59.85372482	59.93835834	58.5079775
AT1G25360	4.156789	3.110996994	3.019031394
AT1G25370	10.55143895	10.11872395	5.491730621
AT1G25375	7.991295309	8.058914911	8.81760371
AT1G25380	24.30739798	29.89073068	27.6759649
AT1G25390	9.565564393	10.81066735	10.39712174
AT1G25400	8.94879744	9.022109346	5.906011261
AT1G25410	0	0	0
AT1G25420	18.93002586	19.63563968	17.11479458
AT1G25422	2.616580858	2.985524862	5.774276181
AT1G25425	6.018135973	7.982163341	9.90619676
AT1G25440	108.014627	101.7769128	111.659941
AT1G25450	34.0817748	38.41697262	54.96825233
AT1G25460	0.229992458	0.954261565	0
AT1G25470	18.35074167	20.40089406	17.14802067
AT1G25480	6.239716826	3.824541689	4.537781694
AT1G25490	92.05043566	94.25747852	93.10450254
AT1G25500	5.037697927	4.431733955	4.151360412
AT1G25510	16.80601061	16.36078496	19.07576332
AT1G25520	39.83198343	41.56191759	44.21148745
AT1G25530	21.05162251	22.51079942	18.38539934
AT1G25540	21.70807513	21.86321259	19.38082595
AT1G25550	99.92578464	102.5690772	98.13512219
AT1G25560	64.5401461	67.54208025	55.35820569
AT1G25570	25.72522933	28.09474831	30.76110283
AT1G25580	13.89213738	12.85012314	12.1680632
AT1G25682	33.41103075	33.04199224	29.76738928
AT1G25988	0	0	0
AT1G26090	12.27743586	13.00796989	13.15988043
AT1G26100	10.28183231	10.1572248	10.44458905
AT1G26110	145.462866	140.7588614	136.3149126
AT1G26120	15.34213723	14.8341336	14.08695572
AT1G26130	6.370842737	5.904651765	7.257405563
AT1G26140	0	0	0
AT1G26150	35.91206577	35.7039414	40.76801267
AT1G26160	26.74334046	25.86883208	25.17601386
AT1G26170	18.83587489	20.08186305	21.62910667
AT1G26180	18.71608779	17.06054807	21.79864838
AT1G26190	10.13672939	8.771225306	8.75086306
AT1G26200	0.357071108	0.555571319	1.280476078
AT1G26210	56.67031302	65.6243811	81.54160523
AT1G26220	16.40400498	15.14791108	19.42460109
AT1G26230	14.47472186	13.84936504	17.96785136
AT1G26225	0	0	0
AT1G26240	0	0	0
AT1G26250	1.420383659	1.197079198	0.783626417
AT1G26255	0.088610591	0	0
AT1G26260	5.38669555	3.277990499	2.139726808
AT1G26270	64.82074794	57.42250838	33.3390782
AT1G26300	13.16169199	10.80311806	9.15556786
AT1G26290	0.695514912	0.480960083	0.127905315
AT1G26310	0	0	0.128731844
AT1G26320	0	0	0
AT1G26330	1.683735964	1.442758363	1.655897346
AT1G26340	30.10655885	29.4499219	31.9581048
AT1G26350	0	0	0
AT1G26355	0	0	0
AT1G26360	0.463527803	0.192322292	0.102291414
AT1G26370	17.05355161	18.01280345	19.10375001
AT1G26380	5.045773392	2.780484845	0.08699237
AT1G26390	0	0	0
AT1G26400	0	0	0.402449552
AT1G26410	0	0	0.781225601
AT1G26420	1.668394131	1.895400722	2.016232409
AT1G26440	22.8055679	21.54771347	18.85200372
AT1G26450	28.68574917	33.53963406	17.90830393
AT1G26460	41.20792612	39.36133091	42.59026466
AT1G26470	47.46524701	52.88863041	49.0998786
AT1G26480	0	0	0
AT1G26500	2.283561476	2.467375919	1.994749954
AT1G26510	0.241935114	0.250953209	0.133475731
AT1G26515	0	0	0
AT1G26520	11.60331252	8.712499629	9.363466556
AT1G26530	1.078680085	2.237775441	2.261411822
AT1G26540	4.892162146	4.772462176	5.462279001
AT1G26550	167.9360129	159.7832792	151.9882757
AT1G26560	19.0724155	19.35012512	27.57293403
AT1G26570	6.737284297	8.244759909	9.020944676
AT1G26580	57.06439688	49.69098496	45.50405692
AT1G26590	0.472525398	0.735208065	0.434487521
AT1G26600	2.522306989	2.203221556	2.050717203
AT1G26610	0.21895189	0.302817718	0.563714077
AT1G26620	11.5810423	9.882165307	10.70503631
AT1G26630	1037.334353	1026.919562	1114.945588
AT1G26640	23.89708803	25.44303377	20.79244464
AT1G26650	20.28479641	22.30726012	26.0090219
AT1G26660	12.78428885	13.82511153	13.65600005
AT1G26665	50.43264444	47.01504385	30.64130821
AT1G26670	69.55168137	67.1051763	56.21748131
AT1G26680	0.980052678	1.567233654	0.675869477
AT1G26690	30.19350229	30.26495701	21.94341015
AT1G26700	0.580579442	0.200740151	0.071179108
AT1G26710	0	0	0
AT1G26720	0	0.178143955	0
AT1G26730	4.755268065	3.836404411	2.702983423
AT1G26740	51.39082404	48.06928827	54.31712381
AT1G26750	37.49246638	38.70480191	39.99025289
AT1G26760	2.095600919	1.672087788	1.867617452
AT1G26761	18.91307957	25.91064757	29.43275896
AT1G26762	0.761521599	0.789907201	1.400439566
AT1G26770	43.55109086	33.35666223	28.79203971
AT1G26773	0	0	0
AT1G26780	1.320434897	1.158937921	1.344894706
AT1G26790	0.104587446	0.216971855	0
AT1G26795	0	0	0
AT1G26796	0	0	0
AT1G26797	0	0	0
AT1G26798	0	0	0
AT1G26799	0	0	0
AT1G26800	4.424712663	5.245306461	3.371065394
AT1G26810	5.31947327	4.917999757	4.848727669
AT1G26815	0	0	0
AT1G26820	15.94832828	19.2109933	10.50167558
AT1G26830	52.90687676	53.76763364	50.27108096
AT1G26840	2.399256866	3.110861	4.235748109
AT1G26850	203.9973071	226.57201	235.5491311
AT1G26870	0.38800608	0.201234474	0.42812632
AT1G26880	149.5017102	141.7207379	153.5047659
AT1G26890	0.52268491	0.180722637	0.096121847
AT1G26900	7.028667896	6.569606093	7.755439603
AT1G26910	33.93607907	31.19441866	37.74953735
AT1G26920	96.2042022	99.79019917	96.76037087
AT1G26921	0	0	0.617713266
AT1G26930	35.78107966	30.23577515	21.61237893
AT1G26940	11.93374834	10.84720664	12.62471218
AT1G26945	9.583382403	10.65064449	10.27219103
AT1G26960	9.991010698	7.09669259	6.470662572
AT1G26970	1.423708855	0.886066431	0.78546093
AT1G26976	0	0	0
AT1G27000	120.6188104	125.6129268	99.60626413
AT1G27008	0	0	0
AT1G27020	3.117307842	2.645595014	0.938083848
AT1G27030	44.43465809	37.36089485	25.86267911
AT1G27040	0	0	0
AT1G27045	0.091414724	0	0
AT1G27050	34.37529761	25.09737159	30.60425358
AT1G27060	4.297995307	3.636954612	2.995207943
AT1G27070	10.15925962	10.0526444	11.13598955
AT1G27080	0.054095604	0.05611201	0.059689147
AT1G27090	117.1653783	102.0447095	99.97801089
AT1G27100	29.80607326	31.36796433	28.43446233
AT1G27110	0.979222124	1.305928903	0.926121197
AT1G27120	7.289046675	7.79338308	10.33182988
AT1G27130	110.5165623	112.0730492	89.84701897
AT1G27135	0	0	0
AT1G27140	5.284216952	5.633440482	3.239228102
AT1G27150	39.96201181	36.58947481	29.01621424
AT1G27160	0	0	0
AT1G27170	4.056113961	4.20730499	4.030932318
AT1G27180	3.408651865	3.192692314	3.901450007
AT1G27190	44.27382971	44.88456909	50.80326027
AT1G27200	31.13289922	38.20971649	39.79333761
AT1G27210	26.44267573	24.58478145	23.06422628
AT1G27220	0	0	0
AT1G27240	0	0	0
AT1G27250	0	0	0
AT1G27260	0	0	0
AT1G27270	0	0	0
AT1G27280	0	0	0
AT1G27290	63.04340485	55.99914592	43.60612996
AT1G27300	73.28865588	72.68763996	53.51726395
AT1G27310	130.319999	121.2172441	123.1495629
AT1G27320	45.41405688	43.91992555	44.07130251
AT1G27330	72.85531496	75.0748961	81.79587253
AT1G27340	32.17582013	28.94483676	33.4606356
AT1G27350	99.19451961	111.0607692	109.8211061
AT1G27360	2.533026175	1.587414288	2.387347799
AT1G27370	4.350732752	4.371877351	4.45055915
AT1G27380	2.0596829	2.670571583	1.278369165
AT1G27385	33.05908477	37.07515733	34.72758939
AT1G27390	63.33524917	65.23824866	62.57921438
AT1G27400	377.8321657	321.688115	348.6219245
AT1G27410	8.339853404	10.17172591	8.696587528
AT1G27420	3.842565692	3.282420846	2.61875624
AT1G27430	20.99118243	19.97390853	20.05463656
AT1G27435	79.29779165	76.57418918	81.03913568
AT1G27440	13.78229485	15.86611176	13.80093411
AT1G27450	138.283221	143.9139278	149.3397415
AT1G27460	18.56563557	20.31823396	23.6323655
AT1G27461	9.725903957	12.40761613	12.58184389
AT1G27470	40.06716682	37.49437318	34.82883822
AT1G27480	21.75931122	21.45579925	24.60206797
AT1G27490	0	0	0
AT1G27500	5.576868593	6.135336157	5.531954763
AT1G27510	36.30780465	34.73973251	37.76508802
AT1G27520	22.64424657	20.50360536	21.32756041
AT1G27530	115.0274473	100.2500854	94.30378856
AT1G27535	0	0	0
AT1G27540	27.81501561	28.02533176	28.21344934
AT1G27550	0	0	0
AT1G27555	0	0	0
AT1G27565	0	0	0
AT1G27570	0	0	0
AT1G27580	0.709755594	0	0
AT1G27595	16.03530984	15.41448704	14.97131973
AT1G27600	33.82009571	34.4528915	30.30451451
AT1G27610	0.159245053	0.165180888	0.175711161
AT1G27620	4.364349463	3.331210699	1.908078948
AT1G27630	43.73178807	47.6805122	46.04022875
AT1G27640	0	0.337430328	0
AT1G27650	83.52668127	78.69657463	82.43615843
AT1G27660	5.313204267	5.221187191	7.713941075
AT1G27670	5.578025783	3.200735999	3.928595463
AT1G27680	25.66690081	26.83326551	26.23956063
AT1G27690	10.23900057	9.340152919	12.98036383
AT1G27695	30.2775785	20.93744708	24.00449098
AT1G27700	11.52554983	10.24728252	9.588443412
AT1G27710	0	0	0
AT1G27720	1.19879335	0.681907394	0.597370901
AT1G27730	20.17438061	25.52558143	14.55489846
AT1G27740	2.80666431	1.231696355	1.548438187
AT1G27750	15.78548662	13.96004721	13.2237747
AT1G27752	24.45514352	21.33330194	18.66123197
AT1G27760	113.0334896	134.8371592	104.6577247
AT1G27770	25.6920638	28.70591357	32.12275213
AT1G27820	0	0	0
AT1G27840	23.03335332	22.59840657	16.59261282
AT1G27850	16.54238191	19.8040594	18.86612083
AT1G27860	0	0	0
AT1G27870	0	0	0
AT1G27880	2.741357312	1.732782789	2.69397725
AT1G27890	0	0	0
AT1G27900	18.35141778	15.83666709	17.23672978
AT1G27910	12.06871473	13.32622418	15.24969219
AT1G27920	8.688840461	7.418158278	6.416099938
AT1G27930	57.50532278	56.27386065	59.6271779
AT1G27940	1.096618458	1.908055699	2.498085096
AT1G27950	348.7332071	458.4585465	610.0528666
AT1G27960	4.445790444	3.678225506	4.263104306
AT1G27970	127.8892771	130.4625973	124.3662709
AT1G27980	29.41176969	28.35963195	22.39712555
AT1G27990	4.623203794	5.622349047	17.06279491
AT1G28000	0	0	0
AT1G28005	0	0	0
AT1G28010	8.288121955	6.834483193	10.3695741
AT1G28020	0	0	0
AT1G28030	0	0	0.3146496
AT1G28040	0	0	0
AT1G28050	45.92951756	44.31049929	37.65879024
AT1G28060	36.6953788	38.7446317	38.26330302
AT1G28070	7.418125308	9.052511527	6.740726032
AT1G28080	0.79311615	1.279723564	0.486180667
AT1G28090	15.65245585	15.64190246	16.84969402
AT1G28100	12.01200527	12.98834643	14.05733566
AT1G28110	14.92130202	17.07861106	16.54528479
AT1G28120	36.59026672	34.69494155	33.55158371
AT1G28130	17.0451553	15.32675865	14.90636675
AT1G28135	0	0	0
AT1G28140	40.95517864	43.96863887	50.91405259
AT1G28150	39.30533396	42.98087953	43.8920718
AT1G28160	0.178535554	0	0
AT1G28170	0.123766293	0	0
AT1G28180	0	0	0
AT1G28190	19.46290783	19.24389891	12.18194814
AT1G28200	47.03905198	45.95801072	38.11958649
AT1G28210	7.521148698	9.164867017	8.70169992
AT1G28220	0.120162449	0.124641486	0
AT1G28230	32.26217223	33.97958193	32.75026581
AT1G28240	27.26288103	27.79775437	25.08957786
AT1G28250	28.24259087	30.86823271	31.37205169
AT1G28260	19.52709318	23.04583428	21.0963987
