gene	A_1	A_2	A_3
AT1G01010	7.786498202	6.834163546	6.231292353
AT1G01020	17.46830047	15.16310086	18.46298161
AT1G01030	6.596256122	7.392646815	4.852210662
AT1G01040	14.83687607	14.53094618	13.7567371
AT1G01050	58.64195671	47.32482078	43.09146534
AT1G01060	1.055504702	0.875878783	0.745372804
AT1G01070	8.677159459	9.246070144	4.526073826
AT1G01080	38.91773161	37.66589816	47.61336639
AT1G01090	175.0591958	183.718	169.5407888
AT1G01100	473.1267272	441.4061728	475.5035488
AT1G01110	4.59566747	2.723983014	3.622045968
AT1G01120	120.0811692	160.4787069	159.2146912
AT1G01130	3.851607023	3.995175087	4.24986727
AT1G01140	70.81685865	76.8468484	85.60986667
AT1G01150	0	0.093461675	0.099419852
AT1G01160	56.91781956	55.25149505	55.02225715
AT1G01170	83.29567615	85.23686655	88.50451741
AT1G01180	8.828803873	6.688351151	7.005275719
AT1G01190	1.979695214	1.540116039	2.366430947
AT1G01200	1.555640782	1.241251581	0.528152519
AT1G01210	25.78723943	25.22393152	27.71652567
AT1G01220	11.22534976	12.059622	11.13941364
AT1G01225	5.230246305	8.485573828	6.806890473
AT1G01230	56.88375098	50.45276759	48.93896813
AT1G01240	18.0969289	18.84205867	17.04050642
AT1G01250	14.91362989	19.33691646	17.70778029
AT1G01260	18.82798095	16.80976446	15.9717234
AT1G01280	0	0	0
AT1G01290	12.29236284	12.45403417	12.77483605
AT1G01300	93.02135293	90.38550816	95.91571196
AT1G01305	0	0	0
AT1G01310	0	0	0
AT1G01320	89.43153994	87.83601751	108.1954406
AT1G01335	0	0	0
AT1G01340	3.280175378	3.681332219	1.424006159
AT1G01350	25.88553883	28.62651606	26.33939704
AT1G01355	0	0.341273498	0.181514832
AT1G01360	15.55833626	14.74046788	8.11043372
AT1G01370	2.273292509	2.442244467	3.493777899
AT1G01380	1.014767658	0.877160807	2.239391418
AT1G01390	0.629347553	0.48960479	0.868028446
AT1G01400	0	0	0
AT1G01410	0	0	0
AT1G01420	9.724670049	12.31955894	9.147065315
AT1G01430	51.64203652	47.7399085	53.17312844
AT1G01440	12.70826169	11.69965143	13.34653546
AT1G01450	7.155320902	5.513511267	6.316150931
AT1G01453	0.86661158	0.199758754	0
AT1G01460	0.157251239	0.570894644	0.173511184
AT1G01470	308.0499868	321.6441961	240.4737581
AT1G01480	2.793718827	2.825407914	2.157814619
AT1G01490	64.831371	64.03610806	51.67603234
AT1G01500	32.25965273	33.29312573	36.94364314
AT1G01510	35.65694215	35.84976508	34.26727449
AT1G01520	4.820572392	6.98149299	6.724050072
AT1G01530	0	0.395300965	0
AT1G01540	46.63177115	46.41901903	49.02041558
AT1G01550	176.1633866	197.0235417	185.4624056
AT1G01560	1.797625031	3.242836922	0.517435138
AT1G01570	3.907797576	4.053460135	2.959125088
AT1G01580	1.266975994	1.103929958	1.006547511
AT1G01590	0	0	0
AT1G01600	10.13471714	9.738561745	9.193105049
AT1G01610	107.1956913	122.4512824	114.6199849
AT1G01620	316.5640536	274.6844072	286.7425778
AT1G01630	74.4149227	75.36537183	87.2817568
AT1G01640	7.824645706	8.382416647	6.369139447
AT1G01650	36.40659381	37.87107973	36.39967888
AT1G01660	0.855490207	0.443689237	0.1573248
AT1G01670	1.109071721	1.415891939	1.976828396
AT1G01680	0.243361859	0.126216568	0.134262867
AT1G01690	5.363849931	4.434902378	4.717627149
AT1G01695	0.348456606	0.180722637	0
AT1G01700	1.096282834	1.563576588	1.663254505
AT1G01710	30.5683097	32.94081752	26.04636466
AT1G01715	5.555202437	3.898007368	3.966222282
AT1G01720	116.7365468	111.2087076	112.9955635
AT1G01725	13.17938157	14.78661171	10.68402386
AT1G01730	24.25354046	25.78339812	24.49798175
AT1G01740	5.780230159	5.191387833	4.511206106
AT1G01750	10.33649308	5.289413582	4.410048336
AT1G01760	2.007312567	3.123202256	4.731769465
AT1G01770	13.97564601	14.74870063	12.00136056
AT1G01780	19.22727148	16.59337896	16.29342084
AT1G01790	26.41500676	25.91762997	29.32965679
AT1G01800	69.3056304	61.13584458	64.13358168
AT1G01810	1.548310633	3.212047352	2.440582276
AT1G01820	78.05455595	75.74054197	70.71886899
AT1G01830	13.9724254	14.1045377	14.35393458
AT1G01840	2.811391987	1.822616372	2.520450479
AT1G01860	10.50604382	8.718124005	13.50764265
AT1G01880	2.552987421	2.846760861	3.028241702
AT1G01900	14.84796723	18.33229075	18.70626272
AT1G01910	54.98522917	55.88423737	53.50216886
AT1G01920	21.86936295	18.70368767	19.82883031
AT1G01930	14.91787346	14.40430809	13.42622275
AT1G01940	31.95033192	35.53291412	31.619594
AT1G01950	11.50806954	10.95782149	13.98765838
AT1G01960	40.78901429	38.65717697	40.41021861
AT1G01970	23.81914869	22.77950708	28.98484037
AT1G01980	0	0	0
AT1G01990	38.08104381	35.2574875	33.31403035
AT1G02000	10.92948832	11.62389303	12.82287538
AT1G02010	4.136122088	4.339048765	3.630296643
AT1G02020	11.66747253	11.20811157	12.49339214
AT1G02030	0.608860595	0.842074374	0.970402948
AT1G02040	0	0.127722989	0
AT1G02050	10.78575019	9.92308098	8.382449241
AT1G02060	9.477549865	7.070113217	9.239879962
AT1G02065	0.872112598	1.252551409	2.072624539
AT1G02067	0	0	0
AT1G02070	0.549183511	0.379769495	0.605969668
AT1G02080	40.91923332	34.49227021	35.89940501
AT1G02090	34.68033521	33.33885804	36.86526347
AT1G02100	46.50110918	38.4204991	35.205782
AT1G02110	23.59400585	21.94842839	21.90132549
AT1G02120	52.55107983	53.04566656	51.47134893
AT1G02130	61.41751739	57.09321155	58.29209836
AT1G02140	179.9250709	181.8375404	188.6941068
AT1G02145	21.69880117	18.33632418	20.52212588
AT1G02150	87.65373991	85.31889193	97.03935182
AT1G02160	40.27980117	46.47852206	42.60386743
AT1G02170	40.21491826	39.54562522	34.15856446
AT1G02180	8.14602353	6.824729678	8.296920917
AT1G02190	0.263207769	0.0682547	0.072605933
AT1G02205	158.8265309	197.062317	257.7509606
AT1G02210	0	0	0
AT1G02220	9.538177769	6.784259582	4.209774182
AT1G02230	0.201163319	0.417323303	0.11098191
AT1G02250	0	0	0.135059341
AT1G02260	10.08078612	7.551949807	8.713134233
AT1G02270	28.60260686	30.73421754	30.513954
AT1G02280	74.12122658	66.02405288	79.6850113
AT1G02290	10.62625028	9.496171685	13.43867197
AT1G02300	35.3195521	37.14776016	31.56919847
AT1G02305	109.3273315	109.1432427	85.74492332
AT1G02310	10.98655118	13.65563944	7.524355166
AT1G02320	0	0	0
AT1G02330	46.97475455	48.85131315	39.2747583
AT1G02335	27.86579323	25.12117669	20.44443724
AT1G02340	22.20621	24.11673529	20.83747339
AT1G02350	2.04872714	2.833457509	1.130283848
AT1G02360	3.795053288	2.431375874	3.325340503
AT1G02370	15.78169796	19.236587	20.06168462
AT1G02380	6.141514615	5.801649472	3.751306531
AT1G02390	11.28182867	12.06354098	13.13995847
AT1G02400	14.95488699	22.01749798	15.86248054
AT1G02405	0	0.198699026	0.211366078
AT1G02410	19.27702726	21.17757998	19.4890363
AT1G02420	5.511345575	8.180909513	6.710316741
AT1G02430	1.1887676	0.770674207	1.311687429
AT1G02440	0	0.157372968	0
AT1G02450	0.231838304	0.240480041	0
AT1G02460	1.528415485	1.657449982	0.689913518
AT1G02470	7.714643147	6.964882385	3.940900658
AT1G02475	46.33578568	45.31649102	45.57602846
AT1G02490	0	0.502748543	0.534798734
AT1G02500	398.0837127	429.5212508	364.5213824
AT1G02510	0	0	0
AT1G02520	3.353759985	2.219787131	1.304000627
AT1G02530	0.034218257	0.2839499	0.188782306
AT1G02540	0	0	0
AT1G02550	0	0	0
AT1G02560	233.8894224	246.7608142	275.4224326
AT1G02570	1.001036479	0.890014252	0
AT1G02575	0	0	0.152215876
AT1G02580	0	0	0
AT1G02590	0	0	0
AT1G02610	5.58914461	3.864986083	2.596660246
AT1G02620	0.313308597	0.324987128	0.115235013
AT1G02630	0	0	0
AT1G02640	8.698409297	7.023612893	7.413895751
AT1G02650	0.829221241	0.469162001	0.748606578
AT1G02660	21.5992213	28.30852861	21.47738165
AT1G02670	2.192746572	2.966714174	2.892855196
AT1G02680	18.47242618	19.9868875	20.55820578
AT1G02690	13.75257567	10.26818804	12.75546639
AT1G02700	9.479895604	10.05422934	19.03978146
AT1G02705	14.91819622	19.34283713	22.82059009
AT1G02710	0	0	6.024296387
AT1G02720	9.002739992	7.076239266	8.761340771
AT1G02730	11.11323555	11.87101387	14.25194342
AT1G02740	10.23774855	11.00203867	11.60164916
AT1G02750	14.66613735	14.66950055	11.99248584
AT1G02770	1.757119992	3.159201711	4.653139346
AT1G02780	1210.443046	1193.824242	1244.063378
AT1G02790	0	0	0
AT1G02800	2.456112542	2.794211869	4.371092227
AT1G02810	3.590557673	2.318963026	2.616299621
AT1G02813	0	0	0
AT1G02816	40.66186253	34.41536592	33.12747661
AT1G02820	26.37359588	28.09107483	31.44433044
AT1G02830	1.298294502	0.336672058	0
AT1G02840	120.2202784	110.6651679	94.69471264
AT1G02850	112.6016261	114.8203496	94.56244966
AT1G02860	16.1521012	17.52892754	12.77432631
AT1G02870	59.17241604	53.77213223	55.31852024
AT1G02880	17.37567078	19.07470812	16.37636824
AT1G02890	47.769754	47.56834973	40.13428871
AT1G02900	32.97994889	25.61309555	18.1017473
AT1G02910	39.81228413	39.46283085	40.39974349
AT1G02920	24.52898949	21.86147951	13.5326565
AT1G02930	59.18679426	56.97166835	25.53145387
AT1G02940	0	0.460981741	0.163456433
AT1G02950	11.03120647	9.459044886	5.680194288
AT1G02960	14.63870912	14.4056794	14.24721616
AT1G02965	0	0	0
AT1G02970	2.055747027	1.342606283	2.184301839
AT1G02980	0.232211034	0.120433333	0.064055475
AT1G02990	11.11957755	11.99789423	10.95360527
AT1G03000	16.74484692	16.82338523	18.33118014
AT1G03010	1.179501037	1.223466758	0.473259161
AT1G03020	4.936123413	3.339206518	8.051383014
AT1G03030	16.46366218	15.87731319	15.90754385
AT1G03040	43.00113483	40.73711693	38.5510919
AT1G03050	0.130004737	0.134850644	0.071723683
AT1G03055	3.976459293	4.656898137	4.104556533
AT1G03060	10.74928662	8.977407142	9.496588563
AT1G03070	5.555202437	7.562981686	3.575609482
AT1G03080	40.09618467	39.38003983	35.11980878
AT1G03090	15.80831047	11.91556233	10.00059974
AT1G03100	5.229817842	4.786551622	4.525950234
AT1G03103	0	0	0
AT1G03106	0.463924829	2.085276076	3.071370885
AT1G03110	22.62239065	18.62050532	20.21179741
AT1G03120	1.696743182	1.759989025	4.914494089
AT1G03130	891.3891776	832.467445	920.5452561
AT1G03140	51.80324642	47.46360616	41.35616169
AT1G03150	29.636902	35.55656444	26.79149947
AT1G03160	25.42637415	24.62915757	27.84334838
AT1G03165	0.633487997	0	0
AT1G03170	0.125106335	0.519078617	0.276084924
AT1G03180	3.205601913	2.945079923	2.526474677
AT1G03190	10.63327092	8.866953009	7.764328059
AT1G03200	5.962923716	7.559677631	6.945023921
AT1G03210	11.87139151	9.44065346	9.751407776
AT1G03220	628.7631348	456.1123013	211.7910454
AT1G03230	30.8952435	20.99069264	19.09031287
AT1G03240	0	0.273892259	0
AT1G03250	29.91731792	35.03998726	33.22941486
AT1G03260	14.71377943	13.80868728	11.70701483
AT1G03270	5.319145676	3.565099582	4.87591004
AT1G03280	28.70108452	29.3851129	30.50602149
AT1G03290	13.31145813	12.7597394	9.966773683
AT1G03300	0	0	0
AT1G03310	36.95401569	39.69523362	51.34450338
AT1G03320	0.206041745	0.641165759	0
AT1G03325	0	0	0
AT1G03330	41.18734607	42.72259811	44.00669011
AT1G03340	5.942260337	6.263172624	5.499164682
AT1G03350	40.59033645	47.91916538	44.78742024
AT1G03360	35.64553292	29.62460018	35.96349944
AT1G03365	14.08384656	15.41792366	13.48405232
AT1G03370	12.29749321	11.50530388	11.70664607
AT1G03380	18.47307337	16.94105143	14.97308604
AT1G03390	0.104210147	0	0
AT1G03395	0	0	0
AT1G03400	8.455706364	10.60665952	11.17434468
AT1G03410	15.46742639	14.46217226	14.18224937
AT1G03430	14.94157897	14.48775074	15.88921515
AT1G03440	10.62914374	10.25775625	8.016750089
AT1G03445	0.204872714	0.31876397	0.282570962
AT1G03457	5.462128198	3.442467763	4.806276412
AT1G03470	6.316410934	8.299015306	8.595759237
AT1G03475	129.4365355	133.4017155	147.4835608
AT1G03490	0	0	0
AT1G03495	29.63622108	25.36981892	32.94376516
AT1G03510	4.617998216	3.465202882	4.661844199
AT1G03520	10.13817946	11.28725765	9.396641483
AT1G03530	29.81665998	27.33774805	30.11716963
AT1G03540	3.818661706	3.106668031	3.883043578
AT1G03550	14.50438389	14.41377248	9.065289207
AT1G03560	9.575477254	10.4450418	9.338619802
AT1G03590	21.41469204	20.86259185	20.32524398
AT1G03600	192.6535756	190.3784478	222.0272862
AT1G03610	47.99875013	38.32757255	26.80387412
AT1G03620	0.756510243	1.026157985	0.38526194
AT1G03630	122.0465852	120.0564646	144.1197295
AT1G03650	6.153071757	7.72609532	6.074642117
AT1G03660	1.081462038	0.8724904	1.325873732
AT1G03670	0	0	0
AT1G03680	214.1626319	215.8834814	245.4664716
AT1G03687	17.47050081	16.18356015	15.46280944
AT1G03700	11.04403447	14.49861927	7.616249587
AT1G03710	0.555520244	0.144056794	0.306480813
AT1G03720	0	0	0
AT1G03730	16.47766576	17.09186824	15.67368436
AT1G03740	25.56337539	26.88010561	20.75584083
AT1G03750	3.744810573	3.776497877	3.041631688
AT1G03760	17.13992995	18.53767022	13.72288907
AT1G03770	7.910363123	6.847522313	5.274657959
AT1G03780	4.423516324	5.103953032	6.855214324
AT1G03790	21.80154919	19.94895377	18.9869407
AT1G03800	1.241240544	1.755692177	0.37352349
AT1G03810	0	0	0
AT1G03820	7.305066558	7.045617113	11.878511
AT1G03830	11.26547621	11.4393868	12.34310794
AT1G03840	1.72751485	1.480271581	1.077384448
AT1G03850	7.818147496	5.926222588	3.317904704
AT1G03860	85.98146266	81.16668211	77.43508157
AT1G03870	84.3779889	58.43458408	49.42661354
AT1G03880	0.088447804	0.366978728	0.585560401
AT1G03890	0	0	0.104848699
AT1G03900	104.8000821	99.03294179	84.76581509
AT1G03905	4.349470999	5.107468152	3.622045968
AT1G03910	47.44888518	44.55131285	40.8913814
AT1G03920	1.571314875	1.76027623	1.109625919
AT1G03930	18.03201717	15.05003431	18.18359911
AT1G03940	22.59154276	25.15210593	19.36038335
AT1G03950	16.660177	15.23087277	12.46295387
AT1G03960	9.809909505	10.17557239	11.28487154
AT1G03970	30.82903941	29.71201641	25.17778508
AT1G03980	0.851121175	1.412554539	0.845215205
AT1G03982	0	0	0
AT1G03990	1.878143106	4.147675479	3.008242876
AT1G04000	11.96977321	10.05100283	12.32696307
AT1G04010	3.733995194	3.704780195	3.702113676
AT1G04020	6.522882861	5.557804053	6.297686377
AT1G04030	3.505710276	4.525279225	4.55588522
AT1G04040	140.5783364	103.1902958	111.6764155
AT1G04050	2.73724441	3.312487241	2.416222705
AT1G04070	18.42072924	13.46200301	16.16797331
AT1G04080	64.83983682	61.50214517	59.59903219
AT1G04090	0.410716389	0.497030076	0.528715715
AT1G04100	4.637829557	4.810703947	4.386330897
AT1G04105	0	0	1.982214212
AT1G04110	4.540543496	3.517439268	5.580804612
AT1G04120	53.55926848	52.99649515	41.51560731
AT1G04130	11.33012283	12.44377211	8.089315584
AT1G04140	66.51381873	68.75454579	67.90990135
AT1G04150	0.042381239	0.219804967	0.187054017
AT1G04160	4.675961763	4.424796339	4.133603388
AT1G04170	126.7551324	124.3808828	139.389773
AT1G04180	17.86828	18.62517191	16.91313157
AT1G04190	50.1143509	51.87670049	51.25016242
AT1G04200	16.48294108	17.04904262	17.82765888
AT1G04210	34.49039282	33.76151756	34.60424794
AT1G04220	129.0307196	148.5730168	105.5709445
AT1G04230	13.29469157	14.23993121	11.48038182
AT1G04240	20.46610374	25.31997495	29.75691197
AT1G04250	45.29367029	45.27561745	46.10476736
AT1G04260	20.98632032	21.65217268	20.55588481
AT1G04270	556.146182	530.453637	515.4057611
AT1G04280	13.4077356	11.22150772	10.0320572
AT1G04290	20.01441866	24.0662577	24.33452243
AT1G04300	39.84544064	34.74440671	30.07130088
AT1G04310	16.58001097	17.42887437	12.46229376
AT1G04330	1.456839832	1.079388082	1.607478614
AT1G04340	27.66959068	25.256854	27.32493683
AT1G04350	20.48380066	22.40759503	18.82201622
AT1G04360	11.40931101	17.66612911	11.03822137
AT1G04370	0	0	0
AT1G04380	0	0	0
AT1G04390	7.542637815	6.959281474	6.713220802
AT1G04400	93.28993183	79.90716302	74.48562274
AT1G04410	741.3388378	723.4598285	715.4360407
AT1G04420	68.69825392	67.17034138	80.46166833
AT1G04430	91.22742889	98.79520484	121.203389
AT1G04440	49.74525688	48.05164885	36.08502797
AT1G04445	0.244805531	0.12696531	0.135059341
AT1G04450	0	0	0
AT1G04455	0	0	0
AT1G04470	0	0	0
AT1G04480	355.8167984	300.0026548	321.4543765
AT1G04490	0.404257035	0.419325654	0.19116756
AT1G04500	0.149906864	0	0.165407392
AT1G04510	61.28153739	56.20769862	59.356093
AT1G04520	10.95461844	12.8907418	12.69678319
AT1G04530	30.51716194	31.55637803	30.53546365
AT1G04540	2.00768559	1.531266003	0.39093219
AT1G04550	20.77034602	22.04097588	20.38330972
AT1G04555	10.20228904	8.466062244	7.075964677
AT1G04560	51.18583017	52.56809326	77.5414379
AT1G04570	1.869712147	2.493521206	3.020883461
AT1G04580	0.156858453	0.065082131	0.10384667
AT1G04590	31.37239853	27.89297134	31.35700727
AT1G04600	0.125247367	0.285815075	0.165837693
AT1G04610	2.442535457	2.111317161	0.628855783
AT1G04620	19.82572247	18.60938891	18.21781537
AT1G04625	0	0	0
AT1G04630	69.79422122	77.02107677	72.30478878
AT1G04635	8.168063169	7.645938529	6.594621625
AT1G04640	18.15937541	19.48954417	26.9863483
AT1G04645	0	0	0
AT1G04650	1.895475897	2.359355367	2.416809908
AT1G04660	1.746372317	1.278683349	0.793449615
AT1G04670	0	0	0
AT1G04680	45.68444203	51.50481866	85.98604402
AT1G04690	147.1282763	158.1992497	168.6806392
AT1G04700	1.406038095	1.385525554	1.473852728
AT1G04710	25.22434025	26.70220192	24.49646879
AT1G04730	3.858111118	4.231917117	4.746359286
AT1G04750	78.05339989	86.51168276	81.11594304
AT1G04760	2.398924789	3.214111446	2.646976154
AT1G04770	26.0973373	23.80302914	18.36975338
AT1G04778	0.681298412	0.883367133	0.375872695
AT1G04780	42.81424921	43.65180626	37.86361499
AT1G04790	20.52860341	16.93701543	17.03191081
AT1G04800	67.36561942	50.76634361	50.74391177
AT1G04810	44.10846907	44.44414208	45.14324076
AT1G04820	433.3790703	489.8194114	608.9374126
AT1G04830	18.66657212	20.31944086	18.79548178
AT1G04840	2.030536444	1.939943508	1.591931413
AT1G04850	90.83978827	91.90642255	86.66275056
AT1G04860	25.71098929	26.40789816	24.33660904
AT1G04870	60.13694544	55.92876564	49.49683974
AT1G04880	0.408701934	0.423936236	0.180384859
AT1G04890	0	0	0
AT1G04895	0	0	0
AT1G04900	20.90729591	19.69939273	22.88531467
AT1G04910	23.96922825	24.57689968	24.62369448
AT1G04920	1.951827883	1.817991973	2.285505013
AT1G04930	8.462632283	6.805474351	10.38685467
AT1G04945	12.71892618	14.64649076	13.0826138
AT1G04940	68.72128557	69.15688095	71.83623724
AT1G04950	17.23687866	17.49896833	18.00753112
AT1G04960	28.91982301	24.04923177	20.79132456
AT1G04970	32.46671626	33.10123451	29.24080146
AT1G04980	25.21335431	38.10634906	38.91037745
AT1G04985	29.5404827	28.66472229	26.51160131
AT1G04990	18.91707587	19.68612298	17.33760911
AT1G05000	7.844885394	6.283233422	6.190722776
AT1G05005	0	0	0
AT1G05010	459.3778193	498.2537276	420.1573323
AT1G05020	3.100181965	3.043468948	2.01579561
AT1G05030	8.922410547	9.627676283	8.655668724
AT1G05035	1.59157315	1.238174097	0
AT1G05040	0	0	0
AT1G05055	14.28977559	15.10386324	15.06879988
AT1G05060	24.14272624	27.08099731	23.8512959
AT1G05065	2.417326583	2.925337407	3.334100891
AT1G05070	28.42066231	29.02649912	30.39448463
AT1G05080	0	0.113499292	0
AT1G05085	0	0	0
AT1G05087	6.097173406	7.448790325	7.624644609
AT1G05090	10.49397554	10.09349056	8.947458337
AT1G05100	29.18863264	37.87372356	23.41230011
AT1G05120	23.01414775	20.45463609	17.12239912
AT1G05136	0	0	0
AT1G05140	47.31828971	41.66038751	42.73727158
AT1G05150	23.51158289	23.98319391	24.48948338
AT1G05160	8.587677175	8.767501509	8.953372057
AT1G05170	12.8019381	16.07473437	12.30082448
AT1G05180	35.09330742	31.22093948	31.66827097
AT1G05190	270.8676537	278.8259683	311.4614904
AT1G05200	17.18103846	16.39574233	19.5473673
AT1G05205	43.30716973	38.8509733	42.87751013
AT1G05210	10.50438279	6.420817105	9.31383249
AT1G05220	1.812994938	1.253716032	0.444546786
AT1G05230	8.633956933	9.137077584	10.87665692
AT1G05240	0.058287031	0.302298357	0
AT1G05250	17.13474639	10.64398189	3.738572916
AT1G05260	70.95065568	51.73178268	34.56829836
AT1G05270	30.82611473	28.79482905	28.80181131
AT1G05280	1.507806142	0.847171751	0.554571632
AT1G05290	0	0	0
AT1G05291	0	0	0
AT1G05300	4.177879519	2.682710544	3.585459645
AT1G05310	4.292132912	3.416744417	2.643317583
AT1G05320	16.38231152	16.64168404	14.9467782
AT1G05330	0	0.87104108	0
AT1G05340	109.9241827	86.93672717	48.15352137
AT1G05350	33.14536362	30.46503742	31.9073281
AT1G05360	10.86025557	10.43769192	10.29067266
AT1G05370	0.926947431	0.961499255	1.487701495
AT1G05380	30.07391626	29.28218509	29.52118803
AT1G05385	14.98088414	14.01914595	13.47548105
AT1G05400	1.88519922	1.955469734	1.920120754
AT1G05410	20.86834863	22.0723197	20.21587886
AT1G05420	5.138562254	3.457363056	3.524529346
AT1G05430	32.669881	37.70956077	31.03378842
AT1G05440	1.159764314	1.665684487	2.657807665
AT1G05450	9.815988772	13.73745479	6.704887683
AT1G05460	9.395552318	10.72034711	11.59226066
AT1G05470	5.302976317	5.206716412	4.689981046
AT1G05490	0.427052521	0.411330064	0.538525948
AT1G05500	40.30303076	43.13882312	40.99504809
AT1G05510	15.18044094	15.44053637	30.73564722
AT1G05520	36.50130297	35.72451908	37.51475057
AT1G05530	0.866958363	0.629491873	0.382641111
AT1G05540	3.139897029	2.951598443	2.923227317
AT1G05550	0.233210867	0	0
AT1G05560	113.9388665	106.3322583	68.1948505
AT1G05570	7.434782209	6.02222387	4.908301737
AT1G05575	4.272028916	4.220255374	1.122324103
AT1G05577	0.285069599	0.19713035	0.314546097
AT1G05580	0	0	0
AT1G05590	12.40512544	14.01533196	15.2943812
AT1G05600	6.874149905	6.725247409	5.861093314
AT1G05610	0.266485726	0.368558587	0.686094808
AT1G05615	0	0	0
AT1G05620	19.04369055	17.61571207	15.91880934
AT1G05630	8.285818001	7.56624848	9.650501492
AT1G05640	2.532868177	1.794240309	2.181283457
AT1G05650	0	0	0
AT1G05660	0.847403762	0.292996869	1.246701611
AT1G05670	5.407345338	6.22237711	4.940983444
AT1G05675	8.610005652	6.020859978	3.202344728
AT1G05680	197.5183089	205.9905446	67.74361075
AT1G05690	1.186326598	1.307455913	1.063557646
AT1G05700	0	0.149619573	0
AT1G05710	3.67264886	3.740281809	4.715525403
AT1G05720	36.79660281	37.81147851	40.22195809
AT1G05730	5.824798727	3.584188177	4.684149673
AT1G05740	0	0	0
AT1G05750	6.044253116	4.458347897	5.335388234
AT1G05760	4.870983955	5.052549139	3.972566546
AT1G05770	1.471951728	2.671932383	0.203019137
AT1G05780	10.6989084	9.190289915	10.14508246
AT1G05783	1.313047849	1.089593206	0.289763677
AT1G05785	5.213474173	4.112978928	4.132115482
AT1G05790	15.75657418	13.79016401	13.82414211
AT1G05800	0	0	0
AT1G05805	23.89820235	21.78427642	21.57488328
AT1G05810	8.095191751	6.776476918	7.051770912
AT1G05820	1.273024723	0.660238263	1.112019989
AT1G05830	21.67546578	19.28155191	21.07217537
AT1G05835	14.46763907	15.25703341	16.76178869
AT1G05840	23.53445173	20.18150945	19.21814979
AT1G05850	450.8199874	490.0381096	544.7024762
AT1G05860	9.431932402	8.469303913	8.543227333
AT1G05870	36.91302109	44.46189424	46.14276824
AT1G05880	0	0	0
AT1G05890	49.24544386	46.30975244	39.9470008
AT1G05894	0.272348077	0.56499962	0.100169719
AT1G05900	9.787570094	11.95516294	11.50613209
AT1G05910	20.45387378	19.91124468	22.09285779
AT1G05920	0	0	0
AT1G05930	0	0	0
AT1G05940	27.14219714	25.31486781	27.18035917
AT1G05950	5.023835247	5.707392982	7.787023879
AT1G05960	35.68400624	36.2094673	31.30337017
AT1G05970	7.462067021	8.658544957	9.629187005
AT1G05990	0.546413354	0	0
AT1G06000	43.68552389	46.8243583	42.77985484
AT1G06010	17.51695586	18.83062128	18.09824954
AT1G06020	0.413262556	0.321500141	0.227997171
AT1G06030	0.118778999	0.123206469	0.131060874
AT1G06040	131.9012202	135.4973788	142.4065694
AT1G06045	0	0	0
AT1G06050	5.158402263	5.245765609	3.794524348
AT1G06060	19.62050222	23.2942901	21.64928294
AT1G06070	21.27229291	19.52210493	21.08490064
AT1G06080	49.14188049	57.48750902	63.35205868
AT1G06090	7.181173924	6.153398724	3.996308392
AT1G06100	3.166117464	3.596908677	9.482349988
AT1G06110	35.18477134	31.33518846	28.07798627
AT1G06120	1.000417409	0.778280861	0
AT1G06130	25.46694332	27.17914306	29.92626141
AT1G06135	0	0	0
AT1G06137	0	0	0
AT1G06140	2.076338018	1.682604063	2.505817966
AT1G06143	5.641398729	5.370720924	6.736346595
AT1G06150	19.00973158	17.81171077	17.50615118
AT1G06148	0.197046744	0.068130544	0.144947724
AT1G06160	6.649874003	4.552513049	4.402486812
AT1G06170	0.338652435	0.087818913	0.186834728
AT1G06180	24.29626642	28.9613064	29.17834057
AT1G06190	59.93622181	58.12735648	69.78524412
AT1G06200	75.01273353	74.57240628	74.44918248
AT1G06210	31.68732818	33.6328515	30.89826969
AT1G06220	62.9823363	61.21860289	65.20875513
AT1G06225	0	0	0
AT1G06230	40.26222393	42.79366821	40.25913064
AT1G06240	11.16450301	12.85726614	12.70692207
AT1G06250	1.657933475	1.112768213	1.506536338
AT1G06260	1.786544647	1.710588762	1.819638698
AT1G06270	9.110944256	7.226893711	6.307780734
AT1G06280	0	0	0
AT1G06290	48.62290723	46.33150149	40.23792552
AT1G06310	0.492113333	0.638070979	0.135749593
AT1G06320	0.433089245	0.224616291	0
AT1G06330	0.297497968	0.617174318	0.164129786
AT1G06340	0	0.182706178	0.388707372
AT1G06350	4.5500608	4.598646607	3.604491626
AT1G06360	49.82456759	49.70741097	75.4845611
AT1G06380	22.3648806	22.05574347	26.62245229
AT1G06390	56.28190498	50.0518496	48.41054589
AT1G06400	65.52481678	70.09471986	59.55531488
AT1G06410	87.07674265	91.37986993	98.07053237
AT1G06420	2.386321742	3.256936213	3.187400452
AT1G06430	65.89236325	76.25273831	64.95702301
AT1G06440	3.026406775	3.453137189	3.673274487
AT1G06450	9.838344026	9.227985936	9.23884189
AT1G06460	246.6661273	273.2128156	286.6488824
AT1G06470	21.41138917	24.76168684	23.22100366
AT1G06475	0	0	0
AT1G06490	1.896691502	1.647117535	1.241085838
AT1G06500	12.34767156	15.1672845	18.28542442
AT1G06515	33.34755345	39.43766584	45.46732998
AT1G06510	20.41936231	20.34284439	20.2394837
AT1G06520	1.061564841	0.7124988	0.482313082
AT1G06530	85.58373803	85.61089473	84.67583889
AT1G06540	1.718577888	1.550119667	0.659575882
AT1G06550	62.73450833	64.78917933	57.047224
AT1G06560	23.94190848	19.95616564	21.54286443
