"","gene","Control_1","Control_2","Control_3","A_1","A_2","A_3","wtavg","abaavg","log2FoldChange"
"15685","AT3G51640",18.93271591,14.86476122,17.03618274,17.12111411,19.36164397,18.46533239,16.94455329,18.3160301566667,0.112285241979377
"15686","AT3G51642",5.512610807,0.481696571,2.804124789,9.077262392,7.754036676,4.713346325,2.93281072233333,7.18154846433333,1.29201098176372
"15687","AT3G51644",0,0.379880241,0,0.421094062,0,0,0.126626747,0.140364687333333,0.148597857725132
"15688","AT3G51650",15.40510529,14.54687071,14.71810662,13.52557444,13.90334412,13.57961666,14.89002754,13.66951174,-0.123384709897344
"15689","AT3G51660",65.92885558,68.25181656,83.16815,55.37566873,54.69584941,53.51252285,72.44960738,54.5280136633333,-0.409980269349647
"15690","AT3G51670",79.79798753,74.27531874,78.51807226,76.8654944,84.59226862,101.7072075,77.53045951,87.72165684,0.178169845567465
"15691","AT3G51680",0.279793831,0.116130947,0,0,0,0,0.131974926,0,-Inf
"15692","AT3G51690",0,0,0,0,0,0,0,0,NA
"15693","AT3G51700",0,0,0,0,0,0,0,0,NA
"15694","AT3G51710",2.025914593,2.193584554,1.276962551,3.161041117,2.101838745,2.235830845,1.83215389933333,2.49957023566667,0.448139372366011
"15695","AT3G51720",16.91469468,12.53677895,10.21733859,11.30282369,11.82023418,12.16487023,13.2229374066667,11.7626427,-0.168830474337645
"15696","AT3G51730",97.86218002,56.59217651,77.97701375,182.8838799,184.1908655,148.3453013,77.4771234266667,171.806682233333,1.14894385399965
"15697","AT3G51740",8.153991652,9.911420823,7.739956689,8.262375919,7.875461095,10.94005721,8.60178972133333,9.02596474133333,0.0694442791698312
"15698","AT3G51750",3.459269186,1.794750999,2.507490101,40.98300861,40.65338286,19.53709644,2.58717009533333,33.72449597,3.70435006825019
"15699","AT3G51760",6.433740249,5.733466754,7.13251705,5.920191626,7.043934377,8.357559956,6.433241351,7.107228653,0.143741300089163
"15700","AT3G51770",14.2508714,12.27182652,13.25868918,15.7887752,16.53364592,14.55244141,13.2604623666667,15.6249541766667,0.23672087847409
"15701","AT3G51780",35.95614002,41.17817993,39.67317969,30.83660068,30.81936655,31.43964106,38.9358332133333,31.03186943,-0.327347889075043
"15702","AT3G51790",29.27649475,35.91760561,36.02239618,23.26110983,25.25040434,23.27876735,33.73883218,23.93009384,-0.495583983421246
"15703","AT3G51800",299.5781626,347.3158105,334.3327254,195.6970689,197.8020034,202.8098925,327.075566166667,198.769654933333,-0.718526463025378
"15704","AT3G51810",0.169691178,0.1408637,0.328006813,30.13622252,47.29423482,59.61300305,0.212853897,45.6811534633333,7.74559176573145
"15705","AT3G51820",107.4874365,118.4672679,113.6238176,95.23204177,99.21505513,113.9279051,113.192840666667,102.791667333333,-0.13905939288397
"15706","AT3G51830",15.24269781,11.24078329,12.05950975,25.50776331,23.6164652,19.21942007,12.8476636166667,22.7812161933333,0.826338743354412
"15707","AT3G51840",69.12265432,42.78271282,50.12391157,122.8855519,104.0302754,85.15641373,54.00975957,104.024080343333,0.94562550274126
"15708","AT3G51850",41.56395883,43.34727375,44.72070003,37.8472829,45.11126566,47.54685757,43.2106442033333,43.5018020433333,0.00968842579561057
"15709","AT3G51860",9.375669844,11.22036516,15.93298401,46.22791157,73.45534086,63.85906829,12.1763396713333,61.1807735733333,2.3289978385777
"15710","AT3G51870",74.06849883,92.39684422,85.41269852,35.94542753,28.08502203,34.20222851,83.95934719,32.7442260233333,-1.35845041886299
"15711","AT3G51880",105.9053406,93.2702743,109.134081,95.25757315,108.5820039,106.6739472,102.769898633333,103.504508083333,0.0102758447639433
"15712","AT3G51890",17.51255025,12.38378189,17.67780521,18.14393391,18.69642887,18.70292827,15.8580457833333,18.51443035,0.223435165521721
"15713","AT3G51895",4.378004542,4.435935427,6.4091159,17.53602869,19.91032704,14.38121615,5.07435195633333,17.2758572933333,1.76746181126185
"15714","AT3G51910",14.22023781,6.295720157,7.068136462,5.857167712,5.558429533,3.025142793,9.194698143,4.81358001266667,-0.933691941092888
"15715","AT3G51920",50.43644788,48.84623678,49.1890451,43.73842931,52.95454808,62.53760381,49.4905765866667,53.0768604,0.100929184676081
"15716","AT3G51930",2.284114367,2.047771192,2.913972053,2.017721956,2.528959783,3.432299672,2.41528587066667,2.65966047033333,0.13904812941895
"15717","AT3G51940",5.629178488,3.521592501,5.440497623,4.579288495,6.151614447,4.638628517,4.863756204,5.123177153,0.0749678637891204
"15718","AT3G51950",106.5488055,91.33719213,100.5748164,86.28600148,90.21414129,93.08784342,99.48693801,89.8626620633333,-0.146785321143644
"15719","AT3G51960",4.839825458,3.287148711,3.082965229,3.137696681,1.889799008,1.675227988,3.736646466,2.23424122566667,-0.741959114429761
"15720","AT3G51970",3.532959405,4.189675966,4.268175473,2.322110343,3.372133313,3.074662816,3.996936948,2.922968824,-0.451460372677241
"15721","AT3G51980",26.85203579,21.65607961,24.47505637,33.44710897,43.02870248,40.4520572,24.3277239233333,38.9759562166667,0.679983068182156
"15722","AT3G51990",8.271405135,6.227522033,6.78574144,11.77076595,12.02591766,8.886441212,7.094889536,10.8943749406667,0.618731297410219
"15723","AT3G52000",0,0,0,0,0,0,0,0,NA
"15724","AT3G52010",0.266342205,0.221095457,0.08580495,0,0.084739291,0.360565662,0.191080870666667,0.148434984333333,-0.364352197792764
"15725","AT3G52020",0,0,0,0,0,0,0,0,NA
"15726","AT3G52030",19.66017987,17.10995952,20.12492981,21.30055399,20.0767637,19.74685802,18.9650230666667,20.3747252366667,0.103439477666759
"15727","AT3G52040",162.2952037,182.1726445,176.0329018,105.1924748,93.28356926,103.4401656,173.50025,100.638736553333,-0.785752026164281
"15728","AT3G52050",15.90422786,14.13119679,15.68011185,15.44368906,15.18024139,18.33891299,15.2385121666667,16.3209478133333,0.0990027918139591
"15729","AT3G52060",83.00998713,45.10347318,46.67789265,122.4748537,111.7340509,85.33575129,58.26378432,106.514885296667,0.870383744188029
"15730","AT3G52070",7.914168368,6.752185061,8.073837174,12.94657823,13.21932933,13.39243887,7.58006353433333,13.1861154766667,0.798737774953929
"15731","AT3G52075",0,0.748844382,0,0,0,0.91591967,0.249614794,0.305306556666667,0.29055513133452
"15732","AT3G52080",0.056401128,0,0,0,0,0.057265549,0.018800376,0.0190885163333333,0.0219434572253362
"15733","AT3G52090",62.92557032,62.68277788,58.62025995,73.66520113,72.0733145,66.37459739,61.40953605,70.7043710066667,0.203336702933186
"15734","AT3G52100",14.80795654,16.10548869,15.30466908,13.68158444,16.96064896,16.20088023,15.4060381033333,15.61437121,0.0193785746558804
"15735","AT3G52105",21.01725899,16.12173109,16.71305902,32.06952458,32.75704998,25.12103746,17.9506830333333,29.98253734,0.740083739351126
"15736","AT3G52110",4.315515722,5.331925219,5.819813981,6.372143972,7.950756048,7.540525366,5.15575164066667,7.287808462,0.499302273906225
"15737","AT3G52115",1.784496809,2.725670958,1.58670872,1.904785192,1.567002507,2.609059033,2.03229216233333,2.02694891066667,-0.0037980927938774
"15738","AT3G52120",35.33833468,32.62308501,39.48335353,43.59500774,40.77213566,36.66851089,35.8149244066667,40.3452180966667,0.171836791687494
"15739","AT3G52130",0,0,0,0.320967252,0,0,0,0.106989084,Inf
"15740","AT3G52140",140.4518828,141.0309847,155.4145432,97.1146786,84.88219853,92.66530163,145.632470233333,91.5540595866667,-0.669636291956359
"15741","AT3G52150",301.219546,315.414754,286.1845755,205.4404748,188.2117646,222.9583956,300.939625166667,205.536878333333,-0.550076809133702
"15742","AT3G52155",11.91639664,12.8109706,14.16021946,15.99842992,14.26404298,18.14854645,12.9625289,16.13700645,0.31602576587467
"15743","AT3G52160",0.097372419,0.242491791,0.094108655,0.089600039,0.092939867,0.197729557,0.144657621666667,0.126756487666667,-0.190582748127436
"15744","AT3G52170",54.73305619,63.38690069,57.6107157,30.46455204,29.64856262,30.50067567,58.57689086,30.2045967766667,-0.95556349287787
"15745","AT3G52180",42.24140922,52.04091775,46.24351588,62.99063045,70.46319241,74.07339079,46.8419476166667,69.1757378833333,0.562465065704459
"15746","AT3G52190",28.45960768,27.46567944,35.18365629,22.8140238,19.16484156,16.2206419,30.3696478033333,19.3998357533333,-0.64658573963614
"15747","AT3G52200",41.84139767,37.08809692,41.12434819,43.34145516,38.69573762,40.14252452,40.0179475933333,40.7265724333333,0.0253232241690078
"15748","AT3G52210",15.10187204,14.0170053,16.43450804,16.52251876,15.32240445,16.41994172,15.1844617933333,16.08828831,0.0834150670775438
"15749","AT3G52220",79.55307645,72.00729929,75.26014027,75.73700944,81.77258951,77.66570303,75.60683867,78.3917673266667,0.0521854183013185
"15750","AT3G52230",102.0781161,98.9306634,100.8049261,125.5548368,109.5082714,106.073076,100.604568533333,113.7120614,0.176689467964591
"15751","AT3G52240",22.41440606,17.92137284,20.98805731,28.62996725,32.18200806,28.68918287,20.4412787366667,29.8337193933333,0.545458401635918
"15752","AT3G52250",24.45806229,19.39364525,22.10297176,23.53909195,22.82185385,21.63494636,21.9848931,22.6652973866667,0.0439725730863134
"15753","AT3G52260",8.821286739,8.37959467,12.30500646,10.96235197,9.461343088,11.08018697,9.83529595633333,10.5012940093333,0.0945267424434162
"15754","AT3G52270",0.137929999,0,0.133306811,0.634601333,0,0.280087913,0.09041227,0.304896415333333,1.75372870709335
"15755","AT3G52280",21.00074609,18.33171048,18.309001,22.11353687,22.42119812,19.67395452,19.21381919,21.4028965033333,0.155661736641794
"15756","AT3G52290",14.07493551,11.41055064,12.88721053,10.90649078,8.563334122,10.2792411,12.7908988933333,9.916355334,-0.367235780897564
"15757","AT3G52300",281.1386713,256.8107737,258.0744796,292.0189793,257.5908188,239.70641,265.3413082,263.1054027,-0.0122084174602746
"15758","AT3G52310",0.578255855,0.586691833,0.931456106,3.902057872,5.519327024,5.675477678,0.698801264666667,5.03228752466667,2.84826023005361
"15759","AT3G52320",0,0,0.258658399,0,0,0,0.0862194663333333,0,-Inf
"15760","AT3G52330",0,0,0,0,0,0,0,0,NA
"15761","AT3G52340",34.06111256,41.4531235,45.30925073,56.92367929,60.46828391,57.89082018,40.2744955966667,58.42759446,0.536783372342338
"15762","AT3G52350",0,0,0,0.26599496,0,0,0,0.0886649866666667,Inf
"15763","AT3G52360",23.18038766,9.621228457,11.04168505,24.68197538,23.54751139,15.46628911,14.6144337223333,21.2319252933333,0.538841270644382
"15764","AT3G52370",20.25619713,17.23716848,14.99010618,17.31351429,19.90037267,17.98506195,17.4944905966667,18.3996496366667,0.0727776380663046
"15765","AT3G52380",298.491333,301.1930389,292.3467878,192.6134633,179.494369,206.1726358,297.3437199,192.760156033333,-0.625324731335512
"15766","AT3G52390",16.73566472,15.79720385,13.69632921,9.190205923,8.502199778,8.222013204,15.4097325933333,8.638139635,-0.835049283911878
"15767","AT3G52400",33.65878614,26.38849938,41.99211261,18.92739611,14.06850372,9.269594868,34.01313271,14.0884982326667,-1.27157405327066
"15768","AT3G52420",35.54941482,30.19121376,34.09356532,24.91130849,24.53482959,29.98599729,33.2780646333333,26.4773784566667,-0.329811245490628
"15769","AT3G52430",8.283262251,5.836004956,6.458315967,4.035220218,3.587684945,3.604377451,6.85919439133333,3.742427538,-0.874064759934836
"15770","AT3G52440",0.133246468,0.221220582,0.515121056,0,0,0,0.289862702,0,-Inf
"15771","AT3G52450",13.43427531,13.38244041,17.0885935,5.822073012,3.888181166,3.256041323,14.6351030733333,4.32209850033333,-1.75962904990887
"15772","AT3G52460",6.779572488,3.529326599,3.442750867,3.595021196,3.070961817,1.866705975,4.583883318,2.84422966266667,-0.688532358214124
"15773","AT3G52470",80.52707793,73.8711771,77.28273736,105.3741544,121.2821009,105.9603025,77.2269974633333,110.872185933333,0.52172030117832
"15774","AT3G52480",9.452686043,6.607869288,5.529591879,5.722474776,5.698347985,6.061617342,7.19671573666667,5.82748003433333,-0.304466517903538
"15775","AT3G52490",4.888660338,3.859235263,4.86376515,3.792803862,4.757613081,3.260394356,4.53722025033333,3.93693709966667,-0.204735031367024
"15776","AT3G52500",125.0988598,137.610404,131.9097655,131.1909714,125.965574,137.9946637,131.539676433333,131.7170697,0.00194429528284637
"15777","AT3G52510",0,0,0.156718131,0,0,0,0.052239377,0,-Inf
"15778","AT3G52520",8.665223778,10.68697787,11.48541207,2.961606346,1.77230756,1.63391979,10.2792045726667,2.122611232,-2.27581656698681
"15779","AT3G52525",2.284040507,2.949369305,1.103741601,1.751438117,1.090033623,1.159523204,2.11238380433333,1.33366498133333,-0.663475680557374
"15780","AT3G52526",1.696911776,0.469545667,1.640034066,0.780731153,1.889609839,1.435765969,1.268830503,1.36870232033333,0.109309349018227
"15781","AT3G52530",1.003608308,1.666226631,1.357956596,2.678147466,2.011637072,1.732282854,1.34259717833333,2.14068913066667,0.673048788307381
"15782","AT3G52540",2.095962988,2.416523044,2.588406881,2.250104251,2.778543505,1.655178276,2.36696430433333,2.22794201066667,-0.0873262668677551
"15783","AT3G52550",2.295316548,2.051951536,1.023868286,2.599509802,0.842626917,1.613419801,1.79037879,1.68518550666667,-0.0873574371606102
"15784","AT3G52560",124.43605,111.4482475,114.1851675,114.6446079,113.9386444,115.905471,116.689821666667,114.829574433333,-0.0231844697328079
"15785","AT3G52561",5.596783573,9.291981509,11.80186589,0.468185619,0,0,8.89687699066667,0.156061873,-5.83310898060402
"15786","AT3G52570",16.38432546,11.83591806,12.4505375,13.69545525,14.08657352,14.8576037,13.5569270066667,14.2132108233333,0.0682023071063745
"15787","AT3G52580",232.8187577,273.8313294,244.6551935,156.0416684,142.2946707,145.8520296,250.435093533333,148.062789566667,-0.758227626709912
"15788","AT3G52590",927.9013801,989.5409003,946.7127607,618.563102,580.3670606,609.9728589,954.718347033333,602.967673833333,-0.662994525416705
"15789","AT3G52600",0,0,0,0,0,0,0,0,NA
"15790","AT3G52610",16.0553175,17.09095374,15.60844696,16.85947117,20.55279603,17.45207227,16.2515727333333,18.2881131566667,0.170326894697099
"15791","AT3G52620",0,0,0,0,0,0,0,0,NA
"15792","AT3G52630",14.95961697,12.97428816,18.34248626,11.0946006,10.65569458,10.20149505,15.4254637966667,10.6505967433333,-0.534379601850006
"15793","AT3G52640",20.19360415,22.10913567,20.62445483,22.09718911,19.84737972,25.10244097,20.97573155,22.3490032666667,0.091489363722567
"15794","AT3G52660",28.66357145,27.850529,29.89139538,22.48233029,22.01214064,24.08096773,28.8018319433333,22.8584795533333,-0.333431132402224
"15795","AT3G52680",6.047202352,5.31089969,6.09861914,4.435477099,4.935413111,4.093255745,5.81890706066667,4.48804865166667,-0.374659888372444
"15796","AT3G52690",0,0,0,0,0,0,0,0,NA
"15797","AT3G52700",0,0,0,0,0,0,0,0,NA
"15798","AT3G52710",23.3147868,24.80586182,27.39966258,19.84222237,24.65641529,23.78325303,25.1734370666667,22.76063023,-0.145361703298215
"15799","AT3G52720",15.96338009,12.67533736,12.28073128,9.530762276,7.032323496,6.396483901,13.6398162433333,7.653189891,-0.833691107015551
"15800","AT3G52730",120.4641139,116.3145407,120.3029248,109.3721883,101.4532856,102.490943,119.027193133333,104.438805633333,-0.188633347354511
"15801","AT3G52740",9.965989797,6.480475512,8.026621752,17.11825343,17.12217895,10.45602265,8.157695687,14.8988183433333,0.868964316793943
"15802","AT3G52750",23.04563132,22.94666959,22.39009899,24.54564591,23.7285688,26.40813477,22.7941333,24.8941164933333,0.127142259490614
"15803","AT3G52760",25.53996029,23.85132819,21.08416676,22.27730333,26.40878448,22.82502866,23.4918184133333,23.8370388233333,0.0210466356267309
"15804","AT3G52770",2.657762717,2.206256656,2.870876366,4.315794722,6.864220145,5.873198044,2.57829857966667,5.68440430366667,1.14058982545774
"15805","AT3G52780",1.286592945,2.746347313,2.842213604,9.386600839,16.315191,6.438250328,2.291717954,10.713347389,2.22490791611104
"15806","AT3G52790",6.028502363,2.780204606,2.805321429,27.94195706,47.09817004,20.85638987,3.87134279933333,31.9655056566667,3.04560994972233
"15807","AT3G52800",68.82194629,68.13883931,85.18800401,95.30833838,98.97006021,77.76978525,74.0495965366667,90.6827279466667,0.292335916411009
"15808","AT3G52810",0,0,0,0,0.097601997,0,0,0.032533999,Inf
"15809","AT3G52820",0.429333532,0.855353977,0.746897352,14.93340524,15.08025607,5.754059897,0.677194953666667,11.9225737356667,4.13798067237052
"15810","AT3G52830",0,0,0,0,0,0,0,0,NA
"15811","AT3G52840",44.95754028,40.92849312,40.97596494,51.67012646,49.27660472,57.13379035,42.28733278,52.6935071766667,0.317399638791915
"15812","AT3G52850",83.24668585,68.61018307,76.29926613,120.565692,125.2492443,103.7383284,76.0520450166667,116.5177549,0.615490861345494
"15813","AT3G52860",26.88740997,23.72727293,28.09317613,24.29543782,20.11459679,25.08602208,26.23595301,23.16535223,-0.179576577458323
"15814","AT3G52870",65.61126717,69.57430043,70.86740245,57.34343145,66.84362515,63.80080971,68.68432335,62.6626221033333,-0.132375712736549
"15815","AT3G52880",150.2557707,164.2491052,158.9680291,219.7766237,239.9265163,234.7876595,157.824301666667,231.496933166667,0.552673713477443
"15816","AT3G52890",19.86562578,20.94364015,18.37742627,17.87143843,16.38370175,17.76620804,19.7288974,17.3404494066667,-0.186169040711836
"15817","AT3G52900",24.2148843,20.99858669,19.43304828,19.89466437,18.57261146,16.46384531,21.5488397566667,18.3103737133333,-0.234948956370848
"15818","AT3G52905",18.81063986,18.04405851,16.56412569,15.0012657,16.95688494,18.67451663,17.8062746866667,16.8775557566667,-0.0772797316821816
"15819","AT3G52910",7.838295072,10.87197078,9.972899946,8.947317199,8.523208546,8.059166756,9.561055266,8.50989750033333,-0.16802810400477
"15820","AT3G52920",48.41432543,52.45800777,57.87376706,65.30068319,78.43611804,77.35655318,52.9153667533333,73.6977848033333,0.477934510274966
"15821","AT3G52930",442.1444073,448.0062366,440.3254538,378.4175607,369.1183741,351.1291536,443.492032566667,366.221696133333,-0.276190922929548
"15822","AT3G52940",40.74105231,42.57609676,42.08780394,19.32333671,18.10390684,22.402198,41.8016510033333,19.9431471833333,-1.06766682812758
"15823","AT3G52941",0,0,0,0,0,0,0,0,NA
"15824","AT3G52950",28.55764812,35.75829942,34.48400599,21.04772162,22.15910266,22.45921348,32.9333178433333,21.8886792533333,-0.589362956528854
"15825","AT3G52960",321.7633874,379.9077018,356.5415711,291.4808026,293.8361884,360.5712474,352.737553433333,315.296079466667,-0.161887946304334
"15826","AT3G52970",0,0,0,0.249312883,0.258605982,0.091697366,0,0.199872077,Inf
"15827","AT3G52980",0,0,0,0,0,0,0,0,NA
"15828","AT3G52990",107.4747237,107.2951179,106.0879424,122.5342118,117.7701419,128.3585878,106.952594666667,122.887647166667,0.200368418667461
"15829","AT3G53000",12.6158254,16.0742596,16.16276563,14.03856765,14.84188876,13.30565921,14.95095021,14.06203854,-0.0884314244368982
"15830","AT3G53010",1.0420869,0.432527544,0.377684194,1.078769602,0.74598705,0.925800961,0.617432879333333,0.916852537666667,0.570407405139815
"15831","AT3G53020",1079.718902,1219.934947,1127.788553,670.4731625,622.1124256,666.7408683,1142.48080066667,653.1088188,-0.806774627149284
"15832","AT3G53030",14.61229585,14.28201403,13.97066056,18.65079977,18.44619128,17.38872119,14.28832348,18.16190408,0.346078813806556
"15833","AT3G53040",1.754307322,1.456282075,0.713897182,25.40361397,32.07890585,53.62332525,1.308162193,37.03528169,4.82328698022231
"15834","AT3G53050",0,0,0,0,0,0,0,0,NA
"15835","AT3G53060",0,0,0,0,0,0,0,0,NA
"15836","AT3G53065",0,0,0,0,0,0,0,0,NA
"15837","AT3G53070",0,0,0,0,0,0,0,0,NA
"15838","AT3G53075",0,0,0,0,0,0,0,0,NA
"15839","AT3G53080",0,0,0,0,0,0,0,0,NA
"15840","AT3G53090",9.15001448,8.009896669,9.285486992,9.873952821,9.011374651,8.065626475,8.81513271366667,8.98365131566667,0.0273196434169346
"15841","AT3G53100",15.51341055,11.7203917,12.80337533,17.24241067,15.97182711,14.60080718,13.34572586,15.93834832,0.256124357305846
"15842","AT3G53110",88.10256464,83.78360825,87.92257898,84.17625026,85.21966215,76.51474741,86.60291729,81.97021994,-0.0793157552339372
"15843","AT3G53120",25.81191357,23.8881358,25.11529946,28.08463454,31.12907256,26.38459263,24.93844961,28.5327665766667,0.194247861878609
"15844","AT3G53130",18.05908643,18.95257055,20.34766557,14.59420396,12.19094037,14.10816594,19.1197741833333,13.6311034233333,-0.488163132775041
"15845","AT3G53140",0,0,0,0,0,0,0,0,NA
"15846","AT3G53150",0.439429841,0.145911447,0.254820523,0.242612424,0.335541021,0.178465871,0.280053937,0.252206438666667,-0.151099602639562
"15847","AT3G53160",2.099219127,1.346554215,2.674402056,3.59990626,2.823338018,1.646985036,2.040058466,2.690076438,0.399036668302703
"15848","AT3G53170",7.547095479,6.707958129,5.304821214,3.226819871,2.7649949,4.257091425,6.519958274,3.41630206533333,-0.932427189656856
"15849","AT3G53180",33.28928664,31.06184123,36.60780814,49.48983528,39.70521522,32.76428201,33.65297867,40.6531108366667,0.272631548352133
"15850","AT3G53190",33.37524925,39.27609357,32.10688299,16.81634048,16.03884424,18.24067353,34.9194086033333,17.03195275,-1.035785273039
"15851","AT3G53200",1.582591872,0.836015085,1.390496344,0.132387959,0.2746454,0,1.26970110033333,0.135677786333333,-3.22623247102746
"15852","AT3G53210",5.475500208,3.921445001,4.876913887,7.607055594,3.586639742,4.360328936,4.757953032,5.18467475733333,0.123912459076052
"15853","AT3G53220",13.09886283,9.767811731,13.51810257,5.72020845,5.085795727,6.987935928,12.1282590436667,5.93131336833333,-1.03194897237974
"15854","AT3G53230",13.04302471,16.32352502,21.50691676,31.2416269,33.97419348,19.20729736,16.9578221633333,28.1410392466667,0.730724706913456
"15855","AT3G53232",2.945711461,2.44528809,4.067108609,4.259484978,4.619086478,7.049880357,3.15270272,5.30948393766667,0.75198250380246
"15856","AT3G53240",10.02427965,9.557176739,9.400511419,7.580225646,7.91014353,7.910557556,9.660655936,7.80030891066667,-0.308589888774929
"15857","AT3G53235",5.004660094,1.888390182,2.198596393,3.767876435,6.079614264,1.847768378,3.03054888966667,3.89841969233333,0.363310298541663
"15858","AT3G53250",17.14883529,15.68816459,17.58877114,18.19530073,17.87139358,14.03593287,16.80859034,16.7008757266667,-0.00927498357708947
"15859","AT3G53260",88.83953253,82.32256138,84.28536695,76.14495006,78.41240332,66.62958687,85.14915362,73.7289800833333,-0.207760389786414
"15860","AT3G53270",17.9474729,17.36056381,16.9049054,13.99566505,13.79148377,16.29218739,17.4043140366667,14.69311207,-0.244304955823014
"15861","AT3G53280",21.09438597,24.16341521,23.94844346,22.71634424,22.06841873,25.43934633,23.0687482133333,23.4080364333333,0.0210641993323614
"15862","AT3G53290",0,0,0,0,0,0,0,0,NA
"15863","AT3G53294",0,0,0,0,0,0,0,0,NA
"15864","AT3G53300",0,0,0,0,0,0,0,0,NA
"15865","AT3G53305",0,0,0,0,0,0,0,0,NA
"15866","AT3G53310",6.274525491,6.636760077,7.433552214,3.352462592,4.733161975,4.110123085,6.781612594,4.06524921733333,-0.738284572957821
"15867","AT3G53320",8.81229736,9.128427394,9.172071516,6.029687098,7.189014673,9.023830455,9.03759875666667,7.41417740866667,-0.285652870118685
"15868","AT3G53330",0,0,0,0,0,0,0,0,NA
"15869","AT3G53340",20.6415833,17.50147272,17.92273515,20.61909878,16.96263684,15.69043823,18.6885970566667,17.7573912833333,-0.0737386180877869
"15870","AT3G53342",0,0,0,0,0,0,0,0,NA
"15871","AT3G53350",5.410368548,3.962862607,3.875627948,6.501343971,5.2248336,5.364035635,4.41628636766667,5.69673773533333,0.367302264774081
"15872","AT3G53360",5.952060537,4.987968865,5.533412157,3.39049914,3.354561964,3.107974439,5.49114718633333,3.284345181,-0.741501821507972
"15873","AT3G53370",12.63695952,13.43477591,17.35586898,22.0324978,12.90813985,20.93419788,14.4758681366667,18.6249451766667,0.363586307836005
"15874","AT3G53380",10.68869278,11.96122539,12.556318,7.661915776,7.271128475,9.353545345,11.7354120566667,8.09552986533333,-0.535671083591808
"15875","AT3G53390",17.27865565,15.82711501,16.95543443,17.6660592,17.50311313,17.87955547,16.6870683633333,17.6829092666667,0.0836251327594959
"15876","AT3G53400",10.12922584,9.692185863,8.818212725,14.58582709,17.04837645,16.64356886,9.546541476,16.0925908,0.753346536151251
"15877","AT3G53410",14.52386501,11.9459114,11.97656456,15.08110135,15.00734275,13.66415304,12.81544699,14.5841990466667,0.186522357405997
"15878","AT3G53420",469.3962187,272.2775323,276.016795,703.9038327,638.6121017,647.5103716,339.230182,663.342102,0.967488560805652
"15879","AT3G53430",610.44575,713.4081735,628.5383041,364.5555612,373.0593956,396.4461241,650.7974092,378.0203603,-0.783744567142361
"15880","AT3G53440",7.394628903,7.657197487,6.557348445,6.664084516,7.203539345,5.572919683,7.20305827833333,6.48018118133333,-0.152575426441507
"15881","AT3G53450",1.598053228,2.063557597,2.230928693,2.777601218,3.050614462,0.721131324,1.96417983933333,2.183115668,0.152461542509982
"15882","AT3G53460",1485.912416,1493.181389,1397.939706,889.5341617,821.3011207,935.4952654,1459.01117033333,882.1101826,-0.725960152441084
"15883","AT3G53470",20.71610569,20.66924533,19.25166892,31.89306577,30.99049203,37.82004344,20.21233998,33.56786708,0.731844518337272
"15884","AT3G53480",25.31250864,11.45118517,13.65587239,17.46902609,12.27186887,9.892635789,16.8065220666667,13.2111769163333,-0.347262210216465
"15885","AT3G53490",7.607965425,6.426307404,5.159971126,8.842975307,7.516432722,7.724567422,6.39808131833333,8.027991817,0.327399817214607
"15886","AT3G53500",86.61882904,88.84342332,95.03291199,77.96176585,80.04595177,73.60919311,90.1650547833333,77.20563691,-0.223862212480552
"15887","AT3G53510",8.578798516,5.007962819,6.633000965,25.4646092,29.16083368,17.70153636,6.73992076666667,24.10899308,1.8387678610192
"15888","AT3G53520",53.0506652,54.22095532,55.72768816,52.91406363,57.42194159,57.43349745,54.3331028933333,55.9231675566667,0.0416146392283895
"15889","AT3G53530",24.13724186,31.79485679,25.28385852,25.93450861,27.72894311,29.05641296,27.0719857233333,27.5732882266667,0.0264706121018037
"15890","AT3G53540",14.0089058,14.04198779,13.85149656,34.39996241,26.89652981,19.42937004,13.9674633833333,26.9086207533333,0.945998406937282
"15891","AT3G53550",0,0,0,0,0,0,0,0,NA
"15892","AT3G53560",88.0339519,108.3917009,92.31622119,73.03313818,75.47346915,87.08361963,96.24729133,78.5300756533333,-0.293500652814742
"15893","AT3G53570",16.19179949,16.57122425,18.36444175,20.54613732,20.04174031,19.59282897,17.0424884966667,20.0602355333333,0.235202535917612
"15894","AT3G53580",139.9750065,158.7713215,140.343487,95.47082418,89.85064462,97.8568825,146.363271666667,94.3927837666667,-0.632805093464364
"15895","AT3G53590",0.091551087,0,0.044241222,0.042121687,0,0,0.045264103,0.0140405623333333,-1.68876664711058
"15896","AT3G53600",0.195472403,0.324530318,0.755681948,0.899347842,0.373148358,0.396936544,0.425228223,0.556477581333333,0.388086213498501
"15897","AT3G53610",37.91357857,23.97923337,33.05034821,37.03718864,36.28905653,35.69112144,31.64772005,36.3391222033333,0.199422001247896
"15898","AT3G53611",0,0,0,0,0,0,0,0,NA
"15899","AT3G53620",25.37609289,23.35276958,25.08040391,35.60693764,35.6190171,32.876625,24.6030887933333,34.7008599133333,0.49613196431267
"15900","AT3G53630",64.38820068,61.38313325,69.88047982,50.01048787,47.17549919,42.53787811,65.21727125,46.5746217233333,-0.485710026955245
"15901","AT3G53640",0,0,0,0,0,0,0,0,NA
"15902","AT3G53650",7.724946541,9.004951714,7.942573356,9.074466808,4.86323669,7.008943403,8.22415720366667,6.98221563366667,-0.236182928995926
"15903","AT3G53670",28.47211242,22.32699074,23.35456811,26.77949662,23.76647831,19.84124779,24.7178904233333,23.4624075733333,-0.0752045582510242
