gene	Control_1	Control_2	Control_3
AT1G52827	21.56553531	24.70014358	30.34063022
AT1G52830	2.197867061	2.128570496	3.540330248
AT1G52857	0	0	0
AT1G52855	1.187624257	2.13604791	3.443451097
AT1G52870	20.13276997	20.33609744	19.63014668
AT1G52880	4.988860696	3.757885347	5.357380263
AT1G52890	5.074526766	6.414421609	13.71013048
AT1G52900	0	0.173963849	0
AT1G52905	43.68657835	46.65248135	48.37527056
AT1G52910	12.16188585	11.98876285	10.2849594
AT1G52920	1.04565437	1.639586738	1.908921961
AT1G52930	159.9780546	182.9396872	174.27658
AT1G52940	0	0	0
AT1G52950	0.272349924	0	0
AT1G52970	0	0	0
AT1G52980	144.03035	152.8328155	153.4779082
AT1G52990	0	0.104910566	0.122144244
AT1G53000	31.32668472	30.30846336	29.5304096
AT1G53010	0	0	0
AT1G53023	0	0	0
AT1G53025	4.421530685	3.35578714	3.540757652
AT1G53030	13.12593778	12.4850884	13.2145602
AT1G53035	16.13072262	16.60925001	14.54071705
AT1G53040	17.89322604	15.09859599	15.86662002
AT1G53050	28.44946262	29.46674214	30.85148269
AT1G53060	5.383253514	6.115111888	5.613564256
AT1G53070	7.519964544	7.629670749	6.344998716
AT1G53080	1.768612274	2.446928123	1.851775553
AT1G53090	8.398279731	8.480030002	7.214918326
AT1G53100	0.855132599	0.394367199	0.550979968
AT1G53110	6.968210944	7.334905021	5.970924941
AT1G53120	26.27129263	28.52698304	26.67308151
AT1G53130	0.190954184	1.585145043	0.553661135
AT1G53140	4.021821758	3.761787731	3.284802983
AT1G53160	2.874804749	1.145485033	2.333894632
AT1G53163	1.694797683	1.731547143	2.393986604
AT1G53165	16.453535	12.52017752	17.97621844
AT1G53170	22.0015866	20.59286828	18.83802065
AT1G53180	12.00660058	10.77721188	10.8494169
AT1G53190	15.27142723	12.2585035	13.99372803
AT1G53200	15.62789055	15.70414961	18.21762732
AT1G53210	130.1876883	110.9774384	125.886671
AT1G53230	37.6237733	40.70074804	41.62787118
AT1G53240	341.1078611	378.1772911	361.6723004
AT1G53250	12.88686513	11.85411795	12.23050553
AT1G53260	0.445921418	0.370167394	0.754206007
AT1G53265	0	0	0
AT1G53270	1.372365808	0.356007985	0.497387381
AT1G53280	36.22950705	31.57850402	30.98841056
AT1G53282	0	0	0
AT1G53285	0	0	0
AT1G53290	11.29497816	9.673820633	9.270266801
AT1G53300	30.63499856	28.13322537	29.14392396
AT1G53310	68.31221596	61.11978566	59.10181538
AT1G53320	46.25119292	44.06285251	53.00110091
AT1G53325	0	0	0
AT1G53330	4.982994898	4.626319305	3.611979788
AT1G53340	2.729206078	1.858923549	2.50245947
AT1G53345	13.63884896	14.54272618	14.31805022
AT1G53350	4.344128097	3.736481273	4.147935442
AT1G53360	0	0	0.13134472
AT1G53366	0	0	0
AT1G53370	0	0	0
AT1G53380	17.38163389	15.54793892	15.44952336
AT1G53390	22.85180366	20.85320908	22.98651257
AT1G53400	32.07163257	24.93287491	27.2245655
AT1G53420	0.109688567	0	0.053005993
AT1G53430	55.54414422	56.71465179	68.74278055
AT1G53440	53.59757927	56.91919787	68.11936366
AT1G53450	7.370919705	7.372571829	8.70045016
AT1G53460	22.01014106	24.2755728	23.36967568
AT1G53470	6.476929539	3.570408902	4.40144539
AT1G53480	67.30630869	58.16543902	64.07941103
AT1G53490	8.0154969	6.885245018	8.016285516
AT1G53500	48.46879836	54.26542617	53.99094729
AT1G53510	46.04673422	40.82058495	46.9104209
AT1G53520	43.82398524	41.61005738	42.63190743
AT1G53530	20.16340327	18.7980659	19.33765464
AT1G53540	31.53223686	130.0096907	116.513408
AT1G53541	0	0	0
AT1G53542	6.751154378	6.304786574	6.524866714
AT1G53550	0	0	0
AT1G53560	15.21593085	13.02989225	13.62232377
AT1G53570	36.44025608	34.6550102	42.00045919
AT1G53580	37.72189016	26.45953284	31.91417642
AT1G53590	16.11988157	11.54395727	13.48679148
AT1G53600	4.118922379	3.881244501	3.227726619
AT1G53610	0.550752068	0	0
AT1G53620	0.288537388	0	0
AT1G53625	3.091721835	3.553606978	3.907505407
AT1G53633	3.82839852	4.333667046	2.01822374
AT1G53635	1.71545726	0.237338657	0.828978968
AT1G53640	0.329410995	0	0
AT1G53645	53.07270389	61.2567885	58.95272987
AT1G53650	8.41555795	8.555772624	9.504293804
AT1G53655	0	0	0.362926199
AT1G53660	0.453392083	0.301095142	0.438195122
AT1G53670	43.47838506	48.17389741	45.22605679
AT1G53680	6.402492787	2.57168926	3.19375055
AT1G53690	2.516920893	3.228982045	3.759407535
AT1G53700	6.072774008	6.511445349	7.255013675
AT1G53705	0	0	0
AT1G53708	1.993197959	0.206823687	0.722395958
AT1G53710	12.49031995	10.83072645	11.68721691
AT1G53720	26.04479682	22.71089049	20.91426997
AT1G53730	41.92144805	42.05165805	40.24218031
AT1G53750	153.4832753	167.9306174	173.3422599
AT1G53760	30.00424179	36.74306109	39.66330412
AT1G53770	7.378047285	5.824421883	7.550202912
AT1G53780	43.27438202	36.55177043	46.17426973
AT1G53790	4.597619394	3.213950813	3.819863517
AT1G53800	56.11973656	61.54318437	58.2997137
AT1G53815	0	0	0
AT1G53820	0	0	0
AT1G53830	7.320379103	4.413660115	4.021585744
AT1G53840	59.48715867	42.24329684	51.56680978
AT1G53850	65.45892752	76.14995254	79.8263306
AT1G53860	0.907833079	0.678247717	0.789663597
AT1G53870	1.834767262	3.198453972	1.861932305
AT1G53875	0.559255366	0.309498628	0
AT1G53880	36.6250125	39.45931909	42.17562783
AT1G53885	7.167321429	2.974861245	6.927084525
AT1G53887	3.104362706	3.06017247	2.250232155
AT1G53890	0.825645268	1.370765988	4.167181825
AT1G53900	2.605853289	1.908675623	1.185180868
AT1G53903	5.913040179	2.974861245	8.139324317
AT1G53910	115.8095571	120.3232316	118.92827
AT1G53920	11.78609425	14.53861662	10.96521022
AT1G53930	0	0	0
AT1G53935	0.619596076	0.171445951	0
AT1G53940	5.883669643	2.897371213	3.758845548
AT1G53945	0	0	0
AT1G53950	1.94125508	0.460420221	1.340133844
AT1G53970	0	0	0
AT1G53980	0.945568309	0.470959961	0.913874404
AT1G53990	4.691868838	1.416292636	3.160482315
AT1G54000	148.4109202	76.81971259	82.22750509
AT1G54010	202.9448198	291.842564	261.7198887
AT1G54020	0.398134025	0.247873664	0.480986529
AT1G54030	76.5443383	73.91648753	70.51387209
AT1G54040	2.789350133	6.595637436	4.002937213
AT1G54050	5.07701367	9.716810934	10.08628318
AT1G54060	28.99171366	28.20067332	28.79351593
AT1G54070	0	0.176796367	0
AT1G54080	88.37827442	83.0881961	89.39789399
AT1G54090	27.07618698	24.19300702	24.41989793
AT1G54095	0.374914823	0.311223541	0.241565527
AT1G54100	54.05876087	51.11339973	63.49274741
AT1G54110	4.472525272	4.950298278	2.984661725
AT1G54115	17.88201334	14.79420064	16.0024421
AT1G54120	13.28931307	10.82355267	8.239468271
AT1G54130	39.61426266	43.65538151	44.11265733
AT1G54140	24.36889286	25.58380671	25.80338986
AT1G54150	11.97634729	14.51676044	13.72601097
AT1G54160	3.006156977	1.33685625	2.490339006
AT1G54170	23.43043568	23.18833216	30.02523906
AT1G54180	4.595978173	4.979164782	5.872380043
AT1G54200	7.127208648	7.911497408	6.888316259
AT1G54210	12.92200372	8.360584618	8.632019494
AT1G54215	1.656130192	1.680290912	1.778466015
AT1G54217	5.212400701	5.113618092	5.610154267
AT1G54220	24.35777059	24.32325847	21.87959642
AT1G54230	0	0	0
AT1G54240	0	0.120535544	0
AT1G54250	22.99588545	20.24622548	26.43440036
AT1G54260	11.58512675	9.617022185	10.10444031
AT1G54270	218.7937797	262.7193086	256.8755038
AT1G54280	0.068438779	0.056812262	0.132289646
AT1G54290	25.33459512	22.85946009	28.74375495
AT1G54300	0	0	0
AT1G54310	23.19262005	23.63601827	28.1191197
AT1G54320	82.63582208	61.61070223	66.23807503
AT1G54330	0.933517736	0.332112802	1.160007103
AT1G54340	23.4159916	18.01400404	19.97839312
AT1G54350	20.61080075	16.55208725	19.85507452
AT1G54360	26.86472546	30.92670874	26.37250689
AT1G54370	31.6440108	21.40376967	26.29521286
AT1G54380	31.98799332	29.45620192	30.34063022
AT1G54385	5.828022594	7.024326063	6.390921753
AT1G54390	23.50718924	17.64788509	20.00381646
AT1G54400	0	0.539167955	0.836982903
AT1G54410	945.0296834	679.4743453	725.2582813
AT1G54420	0	0	0
AT1G54440	16.33493294	14.13412041	14.34751836
AT1G54445	0	0	0
AT1G54450	2.913326352	3.539128724	3.571101792
AT1G54460	37.66316381	31.43665501	35.1007291
AT1G54470	0.072267191	0	0.139689826
AT1G54475	0	0.20487252	0
AT1G54490	33.58431096	30.54112089	31.38240555
AT1G54500	112.2142469	124.5297478	106.8147457
AT1G54510	9.559338569	9.046332015	10.80954244
AT1G54520	76.86043415	84.60863035	86.15827054
AT1G54530	1.754880812	0.647448062	1.884511194
AT1G54540	5.073925462	0.951087026	1.740077854
AT1G54550	0	0	0
AT1G54560	0.093098659	0.077282872	0.029992715
AT1G54570	22.26888849	24.39558927	24.05452723
AT1G54575	29.23504324	22.53506864	27.4142058
AT1G54580	238.4680337	244.3908715	242.3057241
AT1G54590	0	0.115105055	0
AT1G54610	50.15043206	46.87517254	45.95157689
AT1G54620	0	0	0
AT1G54630	191.8164047	202.6272391	208.3875928
AT1G54640	0	0	0
AT1G54650	7.635031034	6.173353879	7.666615343
AT1G54680	9.224000019	10.64194387	9.519221633
AT1G54690	141.2875014	156.8141839	151.3243667
AT1G54700	0	0	0
AT1G54710	16.77755442	12.21436027	12.92013119
AT1G54720	0	0	0
AT1G54730	17.20400103	13.14031507	14.87033713
AT1G54740	23.32557095	15.29782095	18.05989894
AT1G54760	0	0	0
AT1G54770	37.73748203	41.40980032	39.89188797
AT1G54773	1.635045201	0.678640222	3.160482315
AT1G54775	0	0	0
AT1G54780	177.9101572	186.2179824	176.1955874
AT1G54790	2.464118356	2.045508988	2.69906182
AT1G54820	17.89010109	13.61332026	12.69338894
AT1G54830	25.78205951	25.7481823	27.40012861
AT1G54840	2.700209277	2.631317059	2.269306673
AT1G54850	16.25577233	17.55698177	12.83901947
AT1G54860	0	0	0.142444273
AT1G54870	0.847147552	0.602770652	0.11696465
AT1G54890	5.64695158	2.34381806	3.739518049
AT1G54920	25.63070554	19.70047211	22.15682552
AT1G54930	0.308579959	0.341543703	0.099412288
AT1G54940	1.749349273	0.462052917	0.307402535
AT1G54950	0.224555564	0	0
AT1G54953	0	0	0
AT1G54957	0	0	0
AT1G54960	2.751566107	2.647507988	2.71977761
AT1G54970	30.98130805	16.89235849	8.507751373
AT1G54980	0	0	0
AT1G54990	39.90298264	36.97035693	38.56549986
AT1G55000	31.10170298	24.06025635	27.11725804
AT1G55010	2.35593755	1.955706154	2.276970373
AT1G55020	70.63137866	68.24774657	73.88625103
AT1G55030	0	0	0
AT1G55040	11.85879583	12.35082477	14.43275869
AT1G55050	0.544499443	0.698543577	0.76545267
AT1G55060	0	0	0
AT1G55070	0	0	0
AT1G55080	13.77612552	15.94082563	17.34903058
AT1G55090	31.76794557	30.14518881	29.76940909
AT1G55110	14.31572909	13.99506946	14.32751983
AT1G55120	6.012746868	5.674307917	6.728768799
AT1G55130	12.17216698	12.74791082	14.08965245
AT1G55140	51.47560319	56.57320424	53.25376205
AT1G55150	30.16207294	32.85853758	32.60222609
AT1G55160	20.03642767	18.96484553	17.2211302
AT1G55152	0	0	0
AT1G55170	12.61895427	12.07857116	16.05390196
AT1G55175	0	0.142403194	0
AT1G55180	4.117506516	3.987685626	3.858903685
AT1G55190	27.17066396	25.15109962	30.22727793
AT1G55200	4.216502879	4.125229719	4.17220051
AT1G55205	13.1324746	14.92467738	18.43404824
AT1G55207	0.296159131	0	0
AT1G55210	63.08904845	84.2222021	75.19199664
AT1G55220	0	0	0
AT1G55230	0.258377513	0.214483823	0
AT1G55240	2.076571026	0.811199518	1.298626196
AT1G55250	13.86061761	12.01506084	12.60570597
AT1G55260	61.50913111	75.86720998	64.77528264
AT1G55265	9.286490492	9.965141261	11.6021169
AT1G55270	18.09573443	16.76517274	19.05073025
AT1G55280	2.937573412	3.495229987	4.164029101
AT1G55290	0.795619388	0.094351139	0.109850218
AT1G55300	10.87605773	10.1430299	10.25196658
AT1G55310	37.64761383	37.08697985	38.34318734
AT1G55320	5.763898216	3.528123644	4.22022861
AT1G55325	15.52439577	14.29819857	14.68733535
AT1G55330	421.26729	353.9736537	386.8963268
AT1G55335	0	0	0
AT1G55340	34.22898365	30.34219458	28.71017579
AT1G55350	29.46093728	26.58991574	27.34771493
AT1G55360	112.4775551	118.9568402	107.2140405
AT1G55365	0.149632354	0	0
AT1G55370	16.58286335	18.32093955	15.73563227
AT1G55380	1.04443952	0.619291457	0.648920323
AT1G55390	0.207624787	0.229804096	0.468219602
AT1G55420	0.640932378	0.37243465	0.247779749
AT1G55430	0.410185556	0.227001607	0.594655209
AT1G55440	0.224448531	0	0
AT1G55450	113.6189573	127.2242668	116.9700955
AT1G55460	40.1303366	39.14267458	35.87634079
AT1G55475	3.989899376	2.536917908	2.379335523
AT1G55480	46.07312788	52.57819501	46.05444499
AT1G55490	452.8837499	505.4267046	489.9207069
AT1G55500	53.33151297	68.19083661	69.16896921
AT1G55510	11.27137543	11.08927	10.59097797
AT1G55520	26.3692391	25.48458387	27.90370652
AT1G55530	14.24765548	9.634545521	9.747372279
AT1G55535	13.42959456	13.59915939	13.89998533
AT1G55540	11.09795227	10.22643776	11.95765704
AT1G55546	0	0.329037683	0
AT1G55550	2.605005306	3.858510234	4.146783174
AT1G55560	0	0	0
AT1G55570	0	0	0.06653647
AT1G55580	1.664773296	0.78969044	0.383088765
AT1G55590	14.04106613	11.59439565	12.64192926
AT1G55600	0	0	0
AT1G55610	4.836237006	4.103205762	4.571028341
AT1G55620	14.96739477	14.07521788	14.99950227
AT1G55630	7.981237592	8.699979419	8.181217702
AT1G55640	0.548826361	0.303727092	0.176810199
AT1G55650	0	0	0
AT1G55660	0	0.077374657	0
AT1G55670	2123.043307	2242.644917	2033.60019
AT1G55673	73.07525608	70.72592872	56.05732306
AT1G55675	6.869336512	4.13421089	6.639087576
AT1G55680	59.02179493	52.91731752	56.50168383
AT1G55690	19.96050231	20.35920665	23.32811451
AT1G55700	0.153135941	0.1271209	0.148003074
AT1G55710	0	0	0
AT1G55720	0	0	0
AT1G55730	10.95630871	7.958150382	7.647662489
AT1G55740	10.37530036	5.84254929	7.330071082
AT1G55750	11.51288026	9.91599927	11.49266296
AT1G55755	0	0	0
AT1G55760	9.248740531	9.359294099	9.960307901
AT1G55770	0	0	0
AT1G55775	0.220765597	0	0
AT1G55790	0	0	0
AT1G55800	0.45452994	0.503084643	0
AT1G55803	0.192122814	0.159484605	0.185683171
AT1G55805	44.35948719	38.16535946	36.97113408
AT1G55810	25.38120226	19.56813378	23.02368046
AT1G55820	13.78691003	16.89173444	16.10376334
AT1G55830	11.23980997	8.612647859	12.15448381
AT1G55840	56.07134694	48.2370729	43.40490836
AT1G55850	53.4411661	54.09686784	65.46256598
AT1G55860	23.57768443	16.49874116	22.82730685
AT1G55865	3.219781319	3.173948113	4.278806826
AT1G55870	14.74948271	18.53246101	17.41674203
AT1G55880	18.0746815	16.05703894	16.85590568
AT1G55890	52.69085331	62.22233528	56.86433905
AT1G55900	56.91598205	65.61648249	64.7955514
AT1G55910	6.09247612	8.275866639	8.671810332
AT1G55915	4.490527262	3.614707864	5.326378517
AT1G55917	0	0	0
AT1G55920	70.68807832	62.81306679	67.48174653
AT1G55928	0	0	0
AT1G55930	16.70525795	16.88393087	18.71389943
AT1G55940	2.916875062	1.286342441	2.026232564
AT1G55945	0	0	0
AT1G55947	0	0	0
AT1G55950	1.136050707	0.785880112	0.182995357
AT1G55960	20.65535953	18.50720988	20.75520919
AT1G55970	5.271449309	4.606236766	4.960686338
AT1G55980	0.688871709	4.166297836	1.236452015
AT1G55990	3.363521556	0.62047106	3.250781809
AT1G56000	22.97273551	18.35196092	21.18084412
AT1G56010	9.806511041	3.595830748	5.93090127
AT1G56020	6.76570428	7.188906071	6.538928927
AT1G56030	0	0	0
AT1G56040	0	0	0
AT1G56045	630.5177697	651.4946126	654.3805416
AT1G56050	66.8608699	68.42180863	71.64584566
AT1G56060	8.815026301	18.1757555	48.91876974
AT1G56070	1014.884204	1096.298692	1082.656156
AT1G56080	3.737246174	2.632301465	2.517440459
AT1G56085	0	0	0
AT1G56090	11.59279107	8.77175753	9.22117193
AT1G56100	0	0	0
AT1G56105	0	0	0
AT1G56110	463.7845749	563.1877599	523.6514774
AT1G56120	1.545685271	1.571798918	2.24081464
AT1G56130	2.860297744	2.118681667	2.721895618
AT1G56140	24.37201673	20.30263789	27.64625663
AT1G56145	16.39143059	11.64743919	13.56076622
AT1G56150	1.933058366	6.900066095	4.297010438
AT1G56160	0.151803036	0.126014432	0.586859385
AT1G56170	2.245724734	1.962333171	3.198560415
AT1G56180	16.99208003	16.70612031	16.37121286
AT1G56190	72.43258699	76.30542178	66.00225043
AT1G56200	187.7136176	178.8271089	178.1388938
AT1G56210	14.78802658	17.27381409	13.98609132
AT1G56220	144.3099799	80.83681152	92.49599496
AT1G56225	0	0	0
AT1G56230	17.45907541	13.38180121	16.44259456
AT1G56233	0	0	0
AT1G56240	9.725633572	13.08098987	12.13625209
AT1G56250	2.091217687	2.34864829	2.25890272
AT1G56260	4.967225927	6.71522476	5.760879156
AT1G56270	0	0	0
AT1G56280	237.1978544	136.1142161	173.4959329
AT1G56290	15.70281719	15.84358594	16.34865191
AT1G56300	44.43816147	46.53033909	42.86732474
AT1G56310	10.01732216	7.922698305	9.605325146
AT1G56320	10.89412553	4.429425128	4.082662707
AT1G56330	241.5558994	236.0205034	235.5789452
AT1G56340	248.039272	251.8690139	252.592713
AT1G56345	7.582818324	6.924097333	8.899080638
AT1G56350	6.928816336	7.963940936	9.701446562
AT1G56360	0	0	0
AT1G56380	0	0	0
AT1G56385	0	0	0
AT1G56400	0	0	0
AT1G56410	0	0	0
AT1G56415	0	0	0
AT1G56418	0	0	0
AT1G56420	7.467235559	6.704701839	6.775092185
AT1G56423	16.54082573	20.35620603	17.32792072
AT1G56430	12.40050913	16.88558456	16.19007988
AT1G56440	7.920609634	6.99923675	7.572810582
AT1G56450	106.0381314	118.041172	118.7779487
AT1G56460	15.8347285	11.82448372	14.30153054
AT1G56500	34.76508069	34.30627778	34.69180587
AT1G56510	10.10609846	12.63697782	12.94071976
AT1G56520	2.46000734	3.096081577	2.070771021
AT1G56530	0	0	0
AT1G56540	1.406032355	1.273279373	1.029473067
AT1G56550	7.18251999	2.254055021	3.978821486
AT1G56553	0	0	0
AT1G56555	0.881822131	0.244005473	0.568176596
AT1G56560	21.3844486	20.43499934	20.06687227
AT1G56570	6.592041269	5.58697289	5.301813504
AT1G56580	234.258444	290.3008942	260.5835962
AT1G56590	23.05327628	20.28058127	19.52878481
AT1G56600	0.656296889	0.817205786	0.63429889
AT1G56610	9.780986815	7.098374138	9.170115851
AT1G56620	0	0	0
AT1G56630	1.875728118	0.566209332	0.906428388
AT1G56650	1.698441904	1.174922656	2.325476618
AT1G56660	14.03636396	13.16433654	21.91412673
AT1G56670	2.72717964	3.018507858	2.928632261
AT1G56680	5.165188496	3.453993376	3.744044863
AT1G56690	6.376883865	6.837522807	7.061932553
AT1G56700	49.10678129	37.91183339	41.56837756
AT1G56710	0.427695747	0.355037936	0.496032102
AT1G56720	11.61829502	9.303586618	9.924505213
AT1G57540	10.97835512	8.245393932	8.084097977
AT1G57550	0	0	0
AT1G57560	3.26253823	1.905834895	1.98533762
AT1G57565	0	0	0
AT1G57570	0.741351538	0.167838887	0.195409813
AT1G57580	0	0	0
AT1G57590	3.571643649	5.617678097	6.722175558
AT1G57600	8.098119883	7.247582148	8.254705925
AT1G57610	31.85654807	32.28961264	30.12485988
AT1G57613	0	0	0
AT1G57620	38.8836979	29.54866276	30.53405865
AT1G57630	4.402926769	10.23385647	18.93629796
AT1G57650	0.061943307	0.051420254	0.119734137
AT1G57660	665.8208253	709.5230863	671.5510422
AT1G57670	0.134849089	0.111940655	0
AT1G57680	71.41877438	74.80342689	84.95376462
AT1G57690	0	0	0
AT1G57700	7.122479473	6.27083161	7.665989417
AT1G57720	423.3977078	437.0005835	446.9653115
AT1G57730	0	0.1869425	0
AT1G57750	0.082699863	0	0
AT1G57760	0	0	0
AT1G57765	25.32160568	18.31560326	17.03082545
AT1G57770	25.9052474	29.32998207	28.29619322
AT1G57775	0	0	0
AT1G57777	0	0	0
AT1G57780	0	0	0.167627791
AT1G57790	7.258466557	7.531729626	7.453623031
AT1G57800	0	0.245963044	0
AT1G57820	16.25950633	19.11681088	19.07754258
AT1G57830	0	0	0
AT1G57850	0	0	0
AT1G57860	339.0909009	372.4957747	346.2537571
AT1G57870	11.30602371	7.527323495	10.70519494
AT1G57906	0	0	0
AT1G57943	0.116269881	0.09651772	0.112372705
AT1G57980	4.796699575	4.405425209	6.016834992
AT1G57990	49.1675164	46.56538459	64.42076761
AT1G58007	0.39013506	0.107952711	0.251372247
AT1G58025	22.19106124	21.06823374	23.8372696
AT1G58030	47.67727896	30.98313142	34.09614797
AT1G58037	0.306421355	0.190774411	0
AT1G58050	0	0	0
AT1G58055	0	0	0
AT1G58060	13.4846789	10.5827946	13.61479996
AT1G58070	9.492732615	8.546011103	9.82064692
AT1G58080	123.7429365	135.7092584	128.0815532
AT1G58090	0	0	0
AT1G58100	44.35214108	47.61731345	43.43707018
AT1G58110	30.33764541	23.29807999	25.49632792
AT1G58120	1.144611128	0.316720765	0.66374738
AT1G58150	2.274845497	1.416292636	2.198596393
AT1G58160	3.567371348	0.987113049	1.915443827
AT1G58170	3.799439378	5.519470243	3.78684114
AT1G58180	15.40267164	11.92923873	10.81949636
AT1G58190	2.164167594	0.846633253	0.985709857
AT1G58200	16.9583153	15.73635587	18.76284881
AT1G58210	12.25888962	8.602666383	10.01582801
AT1G58215	0.200401327	0.041589187	0.04842105
AT1G58220	14.00801535	12.82208603	14.87689538
AT1G58223	0.887430894	0	0
AT1G58225	0	0.329037683	0
AT1G58230	10.51793951	9.103990533	11.37728414
AT1G58235	24.85860577	16.31193148	18.07624274
AT1G58242	0	0	0
AT1G58245	0	0	0
AT1G58248	0	0	0
AT1G58250	14.24299296	10.61381337	13.41352995
AT1G58260	0	0	0
AT1G58265	0	0	0
AT1G58270	78.39787086	59.20133644	51.49108029
AT1G58280	18.33310525	12.99569306	9.755189507
AT1G58290	159.9528425	180.0278925	165.1601593
AT1G58300	0	0	0
AT1G58310	0	0	0
AT1G58320	0.208451978	0	0
AT1G58330	0	0.411037611	0.159519612
AT1G58340	6.518328171	6.779275683	7.09637652
AT1G58350	10.62612393	8.440723899	11.99636824
AT1G58360	38.18721683	32.86634223	32.59341003
AT1G58370	14.00264339	15.73812859	17.43981657
AT1G58380	148.4832016	179.371178	174.4586238
AT1G58390	0	0.043245577	0
AT1G58400	6.241224512	4.446644507	4.464651285
AT1G58410	3.931573495	1.982989309	2.789721866
AT1G58420	2.640830104	2.6032382	3.190392242
AT1G58430	0	0	0
AT1G58440	48.86326809	49.70029537	51.81787755
AT1G58450	0	0	0
AT1G58460	0.747449235	0.744565272	1.733750298
AT1G58470	6.253559335	6.971029435	6.993713853
AT1G58525	0	0	0
AT1G58520	2.548472008	2.651864648	2.567123984
AT1G58602	25.73901061	27.83669774	27.68716024
AT1G58643	0	0	0
AT1G58684	0	0	0
AT1G58725	0	0	0
AT1G58766	0	0	0
AT1G58807	22.45088961	20.64393687	22.84820075
AT1G58848	28.5057473	24.93730252	23.8769104
AT1G58936	0.21487247	0.178369504	0.103835148
AT1G58983	1402.539902	1637.313035	1523.977853
AT1G59030	0.124377448	0.309743873	0.240417038
AT1G59077	0	0	0
AT1G59124	21.64496024	20.51650516	21.06782147
AT1G59171	0	0	0
AT1G59218	11.16096072	12.83515202	14.80617258
AT1G59312	0	0	0
AT1G59359	0	0	0
AT1G59406	0	0	0
AT1G59453	0	0	0
AT1G59460	0	0	0
AT1G59470	0	0	0
AT1G59500	0	0	0
AT1G59510	2.057082509	2.45006521	2.074573007
AT1G59520	12.6301892	11.17930649	11.03028244
AT1G59530	0	0	0.584597885
AT1G59540	4.539821816	5.982633102	5.868487769
AT1G59550	0	0	0
AT1G59560	6.018717819	5.31346793	7.848306661
AT1G59580	24.40604056	14.77780463	16.46534201
AT1G59590	5.73147795	2.37890149	4.909894517
AT1G59600	19.38381479	23.11904232	23.04079087
AT1G59610	57.71024211	57.03503735	64.13318843
AT1G59620	3.169422276	3.277960315	3.464918049
AT1G59630	0	0	0
AT1G59640	2.367996498	2.176328986	2.288625124
AT1G59650	13.41698856	10.47900342	11.08492694
AT1G59660	7.367183236	6.943040323	7.413433944
AT1G59670	0	0	0.175379365
AT1G59675	0	0	0
AT1G59680	0	0	0
AT1G59690	0	0	0
AT1G59700	11.87007904	16.6931004	20.24508244
AT1G59710	21.49956986	23.21584366	23.73529257
AT1G59720	7.025949275	6.986021916	6.268108555
AT1G59722	0	0	0
AT1G59723	0	0	0
AT1G59724	0	0	0
AT1G59725	1.453373512	0.258529608	0.100332772
AT1G59730	7.112446625	2.646696864	3.555542604
AT1G59740	8.388492771	10.79923135	10.512039
AT1G59750	48.01333195	43.41626276	45.87867517
AT1G59760	45.57029205	43.14218737	45.98184373
AT1G59780	2.031900832	0.927694594	1.472846127
AT1G59790	0	0.101085277	0
AT1G59800	0	0	0
AT1G59810	0.165399725	0.549205153	0
AT1G59820	17.19706997	15.76074429	18.34976473
AT1G59830	39.9747995	34.52795433	36.58090169
AT1G59833	0	0	0
AT1G59835	0	0	0
AT1G59840	19.51964201	20.46771294	21.20581682
AT1G59850	4.958899178	2.604298258	1.858388054
AT1G59860	2.420155011	8.036056896	5.012218649
AT1G59865	0	0.350737342	0.612529547
AT1G59870	389.6090507	391.0553464	465.9409968
AT1G59885	0	0	0
AT1G59890	18.53125329	18.1585854	20.07583056
AT1G59900	107.8186537	97.95910582	100.9227093
AT1G59910	17.40359895	18.26546829	19.75349188
AT1G59920	0	0.310975949	0
AT1G59930	0	0	0
AT1G59940	7.423180043	1.689612268	2.198596393
AT1G59950	0	0.811831293	1.102722801
AT1G59960	29.47365323	19.06119609	20.64664429
AT1G59970	9.338384743	7.504558196	9.505450607
AT1G59980	2.528769563	2.524010582	2.41491399
AT1G59990	73.82806861	76.52812428	77.14555044
AT1G60000	59.72470095	62.37917626	58.27892315
AT1G60010	48.55314281	40.18452458	35.29934818
AT1G60030	1.359587175	1.297910445	1.576819241
AT1G60040	0	0	0
AT1G60050	0.742900862	0.264298017	0.410285737
AT1G60060	6.010121479	6.485842985	8.325763239
AT1G60070	52.88180464	56.61703488	55.70495145
AT1G60080	26.14322441	34.33964915	31.65978806
AT1G60090	2.023643388	1.533787765	1.700707972
AT1G60095	5.813494048	2.41294301	1.800844624
AT1G60110	0.618883546	0.96327444	1.046744266
AT1G60130	0.163419406	0.203486084	0.078970927
AT1G60140	46.17868547	29.75870829	32.03820274
AT1G60160	15.95340147	14.3986531	15.31518852
AT1G60170	66.6713306	64.43899822	62.69955755
AT1G60190	1.620193428	0.591778756	1.127438778
AT1G60200	51.30648142	47.99322583	55.03101699
AT1G60220	17.78790211	16.43877509	21.69106587
AT1G60230	29.41243085	28.64785805	30.32167917
AT1G60240	0	0	0
AT1G60250	0	0	0
AT1G60260	8.357342423	7.256549541	11.14099029
AT1G60270	7.677603553	7.081463181	11.62507843
AT1G60280	0	0	0
AT1G60300	0	0	0
AT1G60320	0	0	0
AT1G60340	0	0	0
AT1G60350	0	0	0
AT1G60360	0.382839852	0.847472667	0.24667179
AT1G60370	0	0	0
AT1G60380	0	0	0
