gene	Control_1	Control_2	Control_3
AT5G20910	18.31455486	24.59047794	23.99689626
AT5G20920	135.306542	138.4709804	133.9427822
AT5G20930	13.33722672	10.92385227	12.20270815
AT5G20935	11.09169849	8.09136778	10.07023059
AT5G20940	0.354962323	1.178642447	0.686129132
AT5G20950	108.5763668	100.4452314	92.98908348
AT5G20960	53.71783076	27.49893089	36.62551954
AT5G20970	7.833710094	6.984600283	9.954643002
AT5G20980	13.63213865	14.14535449	14.53978713
AT5G20990	49.32404832	45.67087657	48.44215876
AT5G20995	0	0	0
AT5G21010	19.06867796	17.15485515	18.88345627
AT5G21020	135.8613559	70.36141817	92.53892218
AT5G21030	0	0	0
AT5G21040	25.86625312	24.34671448	26.57025024
AT5G21050	0.29394071	0.610013682	0.568176596
AT5G21060	28.28091579	29.93471562	30.38127407
AT5G21070	16.61301401	13.88587058	17.49569188
AT5G21080	0.262189876	0.326472801	0.2534017
AT5G21090	278.2440055	276.2096975	293.8520331
AT5G21100	18.51745201	25.81960216	23.27979231
AT5G21105	132.6813544	168.4351925	179.6651605
AT5G21120	0.168507074	0.209821131	0.081429496
AT5G21125	0	0	0
AT5G21130	0.920611961	0	0
AT5G21140	5.363495555	7.541708905	5.395300353
AT5G21150	0.408362509	0.3813627	0.24667179
AT5G21160	80.62675457	77.1312013	84.16567211
AT5G21170	25.80892865	15.61038436	17.43288045
AT5G21222	15.92527215	12.56080062	13.04439472
AT5G21274	99.0141798	86.97214144	89.01896398
AT5G21326	45.91248362	45.68029808	43.89299198
AT5G21430	37.26156423	29.64268267	27.45962082
AT5G21482	9.586770117	11.7477458	13.08926849
AT5G21900	2.687204197	3.805305895	3.666541417
AT5G21910	2.164030413	2.63472086	2.928093909
AT5G21920	82.92744879	84.49070758	85.77746532
AT5G21930	24.25260259	22.42119	23.7558373
AT5G21940	27.30644832	9.510870258	11.7191607
AT5G21950	2.210765342	1.345810467	1.780553417
AT5G21960	0.102457141	0	0.099022945
AT5G21970	12.41151866	13.2565588	13.75484554
AT5G21280	9.983597553	9.471501688	10.8742289
AT5G21990	44.22906272	41.46401268	44.16247288
AT5G22000	57.1976297	48.87727523	52.80626928
AT5G22010	20.69616956	20.14742969	20.17306451
AT5G22020	29.27096007	34.99277038	34.88165394
AT5G22030	15.92608913	16.4945837	13.65521367
AT5G22040	15.89609503	13.83310479	15.06640884
AT5G22050	16.77481489	12.93042743	12.90386672
AT5G22060	79.82451007	80.30395397	87.87366108
AT5G22070	30.84270077	27.67900638	29.48664541
AT5G22080	42.63641273	37.79592859	39.48585564
AT5G22090	83.95444803	99.36299123	100.4213269
AT5G22100	66.27383215	84.49687703	81.52128928
AT5G22110	8.090127645	6.781601324	9.198776217
AT5G22120	20.61703231	16.8103105	20.72302239
AT5G22130	10.58541594	11.41017238	10.00156658
AT5G22140	57.96050006	81.06779258	121.8827521
AT5G22145	0	0	0
AT5G22150	0	0	0
AT5G22160	0	0	0
AT5G22170	0	0	0
AT5G22180	0	0	0
AT5G22190	0	0	0
AT5G22200	0	0.910271914	0.15140035
AT5G22210	26.91535946	23.17817372	24.31140242
AT5G22220	4.21905143	2.983449695	5.059288763
AT5G22240	1.27613284	0.706227222	1.438918777
AT5G22250	9.254133383	8.469922402	14.33325313
AT5G22260	0	0	0
AT5G22270	14.73128103	17.14829401	22.58364062
AT5G22280	32.39670956	29.16574719	35.27980258
AT5G22290	11.54423373	14.76102859	11.69715874
AT5G22300	11.03755779	15.34181917	24.18815574
AT5G22310	10.87426144	13.57150746	14.35127755
AT5G22320	35.26272599	43.3078792	43.95546371
AT5G22330	60.6767435	65.93871685	58.30881028
AT5G22340	50.11721698	47.7425653	45.74640477
AT5G22350	41.1639692	47.47279256	53.20623222
AT5G22355	1.246848238	0.747522503	0.468632859
AT5G22360	31.26927389	26.16238208	30.34063022
AT5G22370	17.89862018	17.58063074	16.48356627
AT5G22380	0	0.139059683	0
AT5G22390	4.553357143	7.034671885	7.09007475
AT5G22400	12.1997036	10.5787244	10.2136775
AT5G22410	14.52689572	7.664642502	4.878297408
AT5G22420	0	0	0
AT5G22430	0.992398352	0.549205153	0.639423187
AT5G22440	278.2192914	310.7629302	297.2117569
AT5G22450	28.60137378	28.3643913	32.80267359
AT5G22460	1.97191381	3.764918616	3.621055114
AT5G22470	0.331965469	0.275570509	0
AT5G22480	31.12292413	31.10829106	36.2184559
AT5G22490	0	0	0
AT5G22500	23.94605882	20.91217275	21.80565576
AT5G22505	0	0	0
AT5G22510	33.66771336	30.54471119	29.46119166
AT5G22520	0.688440085	1.333468505	4.21397642
AT5G22530	0.39537617	0.656417746	0.382123806
AT5G22540	0.201624071	0.167371769	0.974329808
AT5G22545	0.446555731	0	0
AT5G22550	2.616072322	1.367334372	1.123727045
AT5G22555	0.791416837	1.094948929	0.509926558
AT5G22560	0.24602561	0	0.079259745
AT5G22570	0.841309629	0.099769466	0.69695169
AT5G22580	77.81706652	94.27347891	97.70711427
AT5G22590	0	0	0
AT5G22600	0.094728026	0.078635439	0.091552897
AT5G22608	7.360377961	1.989296527	4.466723097
AT5G22610	0.100041007	0	0.096687795
AT5G22620	19.40625077	20.66339401	20.47893128
AT5G22630	29.23775107	14.72944342	20.13451433
AT5G22640	114.0497245	107.2764843	107.9697566
AT5G22650	592.3182615	694.3059047	639.1864714
AT5G22660	0.090888442	0.301792525	0.35136804
AT5G22670	0	0	0
AT5G22680	0.15449246	0.128246971	0.29862825
AT5G22690	7.048556203	6.809213651	8.40582061
AT5G22700	13.88706134	12.1589889	15.13602638
AT5G22720	0.111559587	0	0
AT5G22730	10.71403366	11.69269567	10.8618008
AT5G22740	48.12614145	39.10460218	37.12933175
AT5G22750	8.094477525	7.608177195	8.940758701
AT5G22760	16.7222528	14.39470639	15.75431113
AT5G22765	0	0	0
AT5G22770	37.80721968	36.43705887	41.36673049
AT5G22780	40.29427497	42.25648457	45.61650419
AT5G22785	0	0	0
AT5G22790	21.47933064	20.11632488	22.0605362
AT5G22791	0	0	0
AT5G22794	1.485893057	1.569866537	1.174981377
AT5G22796	2.8873039	2.396802923	1.522105195
AT5G22799	2.616072322	1.085824354	1.896289389
AT5G22800	53.24209993	53.01550638	47.1043623
AT5G22810	0.145337351	0	0.140465881
AT5G22820	7.362537003	4.879147671	7.295145619
AT5G22830	42.52944389	46.51453156	48.30770734
AT5G22840	28.01951145	30.86027113	29.54219258
AT5G22850	18.94911701	14.98685326	19.4676097
AT5G22860	9.096197714	10.39619063	10.82987221
AT5G22870	2.222146374	1.67694881	2.538147959
AT5G22875	12.73759643	10.68385079	10.38711347
AT5G22880	170.6778707	213.9855977	179.8228615
AT5G22890	16.00459698	6.684111922	7.589961328
AT5G22900	0	0	0
AT5G22910	0	0	0
AT5G22920	57.74119786	43.77905365	47.94867193
AT5G22930	8.232006455	8.865128677	7.633539142
AT5G22940	13.21451916	10.35709384	11.66947316
AT5G22950	39.05685438	35.23576497	35.32617979
AT5G22960	0	0	0
AT5G22970	0	0	0
AT5G22980	0	0	0
AT5G22990	0	0	0
AT5G23000	1.570765368	0.465685928	0.650621091
AT5G23010	156.1225023	151.4542327	197.7836305
AT5G23020	194.810853	107.7869162	129.2255382
AT5G23030	1.397901241	0.580211487	0.579019661
AT5G23035	0	0	0
AT5G23040	170.630071	174.8274396	183.7965761
AT5G23050	19.06826048	15.82890614	18.37293719
AT5G23060	215.7283519	261.8943518	220.6677055
AT5G23070	84.10220707	99.78240992	94.44703342
AT5G23080	18.04356424	15.87130178	14.88675782
AT5G23090	14.95528697	13.51329466	14.58192178
AT5G23100	11.93007855	10.47629528	9.910256103
AT5G23110	9.465077449	6.445724262	8.310494134
AT5G23115	0	0	0
AT5G23120	87.28022659	95.70757444	87.73907847
AT5G23130	7.2147286	4.601363296	5.782407105
AT5G23140	44.36594575	45.04972211	44.60168354
AT5G23150	18.50267261	16.56953614	19.56236383
AT5G23160	0.468550267	0.518602677	0.603793636
AT5G23170	1.93385223	0.981032271	2.595878698
AT5G23180	0	0	0
AT5G23190	4.656293814	1.120369067	1.434853536
AT5G23200	19.15138168	21.0906901	22.13694051
AT5G23210	30.78504611	28.73210375	28.39334703
AT5G23212	0	0	0
AT5G23220	16.744678	6.554499139	8.289070702
AT5G23230	6.661616522	4.665876536	2.615571571
AT5G23240	28.77221398	20.30928915	24.53109916
AT5G23250	53.045426	57.90292726	59.2603049
AT5G23260	0	0	0
AT5G23270	0.077820694	0.064600358	0.075212271
AT5G23280	33.26752761	33.41979217	31.18713826
AT5G23290	71.85288557	74.20292863	79.36513627
AT5G23300	53.6676243	58.92878658	60.36900696
AT5G23310	73.95315907	87.34662949	83.58663741
AT5G23320	1.654190929	2.13604791	3.019851954
AT5G23330	15.4753574	12.64246197	15.19405582
AT5G23340	15.87665542	13.03701631	14.10034756
AT5G23350	3.822571429	3.173185328	2.539930993
AT5G23360	5.439358293	4.902335699	4.806436471
AT5G23370	1.458776388	1.332052182	1.268892528
AT5G23380	9.720462585	4.701145832	7.025563272
AT5G23390	22.29181626	20.41748254	21.04359307
AT5G23395	32.36231155	35.38544763	38.44248788
AT5G23400	6.376883865	6.065544426	6.227340524
AT5G23405	16.5353603	14.33187219	17.15620454
AT5G23411	3.203353863	0.886387228	2.06398845
AT5G23420	31.36715708	35.42935486	32.80068132
AT5G23430	18.86631474	14.28561549	16.67338369
AT5G23440	38.42112186	42.39576882	39.39753477
AT5G23450	43.46232474	38.44528142	42.21747374
AT5G23460	4.062224102	2.562815246	4.554235385
AT5G23470	0	0.143343149	0
AT5G23480	0.434288686	0.463513954	0.599617198
AT5G23490	6.141675164	5.721010039	5.392077354
AT5G23510	31.94473707	31.01096736	39.07971641
AT5G23520	16.13206783	15.4256747	16.77550023
AT5G23530	19.24847144	14.16650738	12.75380474
AT5G23535	58.7693387	69.25577726	69.21545464
AT5G23540	125.9009318	145.9269792	148.291536
AT5G23550	19.71460062	19.11384003	17.89020862
AT5G23570	10.95469259	11.20236859	12.88914163
AT5G23575	86.8416261	83.84552145	90.00697522
AT5G23580	14.46283885	14.47765806	12.90915703
AT5G23590	17.80542615	18.32029638	16.87446945
AT5G23600	0	0	0
AT5G23610	34.79276969	35.08681479	38.9326671
AT5G23630	43.28129119	42.18909492	47.00104729
AT5G23650	0	0	0
AT5G23660	27.17139009	29.71899645	40.68710071
AT5G23670	46.96095192	37.91767587	38.89263085
AT5G23680	19.07043375	18.17922217	17.62106028
AT5G23690	18.16382011	22.08343234	19.18621522
AT5G23700	1.024853074	0.358210096	0.990501674
AT5G23710	29.33482271	28.81365606	28.05469233
AT5G23720	8.541955927	8.109403777	8.392477391
AT5G23730	4.706883708	3.992209491	3.659072093
AT5G23740	452.3863054	511.6650921	467.0337185
AT5G23750	17.09512606	13.65343495	11.01475025
AT5G23760	19.03218195	16.98812549	17.20752822
AT5G23770	1.147819666	1.131480589	1.802688267
AT5G23780	1.129239851	1.673932715	1.40321517
AT5G23790	0	0	0
AT5G23800	3.849475789	2.999875093	3.416737638
AT5G23810	3.257750438	3.503320087	3.935694958
AT5G23820	134.0737065	166.3285488	150.6975431
AT5G23830	57.22111366	25.71115863	31.1185951
AT5G23840	7.629229813	3.401141992	4.506034191
AT5G23850	7.713592937	7.671749263	10.19794015
AT5G23860	90.05460753	85.65494854	89.88310025
AT5G23870	14.7662267	15.22764035	15.46579991
AT5G23880	29.62709311	28.82414821	32.18466248
AT5G23890	46.56515134	36.40133882	38.98870491
AT5G23900	464.4219722	506.8710728	493.4361479
AT5G23903	0	0	0
AT5G23908	0	0	0
AT5G23910	3.88438185	5.765006696	4.948696718
AT5G23920	42.42279441	38.08537075	42.51940171
AT5G23930	4.029318465	4.236759033	3.807723131
AT5G23940	30.8610585	40.53446974	29.67089352
AT5G23950	0.978406389	0.348082607	0.270174802
AT5G23960	0	0	0
AT5G23970	0	0	0
AT5G23980	12.96282306	4.237363334	7.400153713
AT5G23990	2.899425243	0.711119225	1.846931731
AT5G24000	11.79669879	9.630789926	8.103398134
AT5G24010	11.13377094	10.69212299	13.13424361
AT5G24020	50.96101529	54.93981273	55.54275596
AT5G24030	22.31148887	32.0366156	36.1336741
AT5G24040	0.241669499	0.300921299	0
AT5G24050	0	0	0
AT5G24060	40.65384822	44.17980662	41.16608883
AT5G24070	0.478914841	0.695722698	1.272871596
AT5G24080	0.205585251	0	0
AT5G24090	7.551123578	2.568985066	3.349911854
AT5G24100	2.48837918	1.1415425	1.202486388
AT5G24105	4.068652724	1.066566897	1.448734049
AT5G24110	0.730066694	2.020138334	0.352798026
AT5G24120	5.837762904	4.598785501	6.50567593
AT5G24130	0.415524393	0.689868551	1.003991735
AT5G24140	9.654222354	5.319733316	4.424004937
AT5G24150	19.23309879	24.1465345	27.42178478
AT5G24155	2.129603965	2.70372864	2.784654809
AT5G24160	11.08388536	12.57270305	12.30924691
AT5G24165	110.1839645	92.56474534	89.57168247
AT5G24170	7.673213842	7.263662062	7.676231488
AT5G24180	0	0	0
AT5G24190	0.30898492	0	0
AT5G24200	0	0.548792092	0.547664805
AT5G24210	8.163828907	11.94697896	12.282668
AT5G24215	0	0	0
AT5G24220	0	0.095667344	0.111382637
AT5G24230	4.762508398	4.365260995	5.753596123
AT5G24240	0.580394024	0.481795523	0.872573589
AT5G24260	21.46342774	21.49305161	21.65030036
AT5G24270	4.584197367	3.569429392	4.018399067
AT5G24275	0.160495234	0.088819988	0.051705232
AT5G24280	3.416246794	3.494219065	3.567058159
AT5G24290	13.81415441	6.571947714	9.134981307
AT5G24300	67.90822464	74.56102266	72.72894333
AT5G24310	8.461940093	6.792834824	6.021392846
AT5G24313	7.570627297	3.142256974	1.707270189
AT5G24314	119.5918776	118.3435046	116.2881298
AT5G24316	0	0	0
AT5G24318	2.481072774	3.452830583	3.385286496
AT5G24320	13.45106012	12.17705855	13.10256636
AT5G24330	4.078509187	3.675841912	3.829181245
AT5G24340	9.196312822	8.675028131	9.02273513
AT5G24350	14.83988954	12.14752611	13.80388962
AT5G24352	3.859778835	2.13604791	3.233017974
AT5G24355	0.206532025	0	0
AT5G24360	17.80059375	13.82459979	13.54148204
AT5G24370	0	0	0
AT5G24380	30.56118129	26.24608238	26.53848228
AT5G24390	2.517022813	2.03138632	2.567803894
AT5G24400	56.44637375	42.89231475	44.1680682
AT5G24410	6.14265108	1.41039633	2.526280618
AT5G24420	4.158782646	5.622285075	6.890377794
AT5G24430	16.52886595	12.97520747	17.65336173
AT5G24440	0	0	0
AT5G24450	26.26692372	20.68796605	22.44412881
AT5G24460	35.80102076	37.40155263	41.78015411
AT5G24470	75.53382338	84.53501951	87.02351304
AT5G24480	0	0	0
AT5G24490	141.3646476	106.507825	114.1864242
AT5G24500	26.25462387	26.47135325	30.71090353
AT5G24510	0.422515045	0.175368671	0.612529547
AT5G24520	28.22018441	21.76269238	21.70646151
AT5G24530	14.65566903	6.259285182	9.135034133
AT5G24540	0	0	0
AT5G24550	0	0	0.094519097
AT5G24560	0	0	0
AT5G24570	62.50792273	81.58096256	80.88597216
AT5G24575	0	0	0
AT5G24580	9.172632827	8.080553335	8.322414968
AT5G24590	27.01959346	22.7762979	29.54644336
AT5G24600	1.756055431	1.457733212	1.044427891
AT5G24610	85.43876646	60.83869791	68.37058371
AT5G24620	73.19340564	59.73369198	70.96394329
AT5G24630	8.389736309	9.686946136	11.64679197
AT5G24640	3.173911273	4.311361407	10.59691129
AT5G24650	120.3765663	127.8645121	135.7770196
AT5G24655	3.903563412	3.752063214	2.978465009
AT5G24660	8.010330803	9.97427961	8.294826002
AT5G24670	29.6366235	26.42425702	30.65888858
AT5G24680	4.976126539	4.040972787	4.077479596
AT5G24690	136.599411	152.8189705	139.9079647
AT5G24710	38.97322759	34.21458482	36.50195274
AT5G24740	10.55257592	7.521696238	10.68388977
AT5G24750	5.620206522	3.932294849	5.121436303
AT5G24760	12.5111292	11.2213456	14.10707269
AT5G24770	16.66969566	22.86247585	39.02653623
AT5G24780	14.54676986	17.52900303	21.99582311
AT5G24790	0	0	0
AT5G24800	25.21268525	20.16379017	22.2874365
AT5G24810	21.91527849	22.20258641	32.98079139
AT5G24820	0.120834749	0	0
AT5G24830	9.356682052	8.414412651	8.405409595
AT5G24840	55.06342598	55.88221169	54.67803414
AT5G24850	11.95450889	11.82681926	9.733692012
AT5G24860	0.342716898	0.284495464	0.331229588
AT5G24870	5.629292113	4.990557618	5.282143144
AT5G24879	0	0	0
AT5G24880	2.890687648	1.519754161	0.465632754
AT5G24890	25.45111951	18.61413179	17.09975242
AT5G24900	0.810233567	0.122288993	0.569509718
AT5G24910	1.407751922	0.843989035	0.680283189
AT5G24920	19.95483737	17.58950068	22.06952788
AT5G24930	215.3395068	197.66191	180.8178973
AT5G24940	0	0	0
AT5G24950	0	0	0
AT5G24960	1.591930419	1.321490087	1.307785785
AT5G24970	7.7783335	9.836736312	10.27799127
AT5G24980	22.34746526	17.66765051	20.3985028
AT5G24990	5.852582333	4.539754636	5.285500986
AT5G25000	0	0	0
AT5G25010	2.959523157	2.911707766	2.966262731
AT5G25020	2.742439638	1.606975406	0.46773839
AT5G25030	0	0	0
AT5G25040	7.875610392	5.571245379	5.55980135
AT5G25050	8.056576707	5.419512707	5.034396608
AT5G25060	31.09989781	30.18170783	34.01432223
AT5G25070	18.00857603	16.17536389	17.56967367
AT5G25080	40.74590519	43.17673244	44.30269015
AT5G25090	11.30491086	13.17426779	10.08552805
AT5G25100	120.5814582	126.3663595	120.6299503
AT5G25110	22.79527855	6.108926042	9.020656212
AT5G25120	11.2061799	6.137034031	4.888797631
AT5G25130	0.892349854	0.296302268	0.344975898
AT5G25140	5.081874171	1.156700618	0.950620268
AT5G25150	12.68640485	14.15752685	14.97945716
AT5G25160	6.135413914	3.925944734	4.32378688
AT5G25170	11.22856454	12.51495404	13.4324451
AT5G25180	0.300890107	0	0
AT5G25190	14.06327895	13.68264215	13.73805029
AT5G25195	0	0	0
AT5G25200	0	0	0
AT5G25210	19.16068595	17.94155086	15.40735128
AT5G25220	34.75310152	34.45342966	34.47798889
AT5G25230	2.096669985	1.70092704	1.704012323
AT5G25240	4.053598432	2.804137501	4.135380016
AT5G25250	4.67319399	9.888417939	20.45734262
AT5G25260	0.092386309	0.383457688	0.535738026
AT5G25265	54.81156508	42.03888867	48.27300049
AT5G25270	41.50977865	36.45064972	43.62668016
AT5G25280	50.5292403	42.26403359	41.88937063
AT5G25290	0	0	0
AT5G25300	0	0	0
AT5G25310	0	0.316451542	0
AT5G25320	0	0	0
AT5G25330	0	0	0
AT5G25340	0.710245879	0.294793942	0.572032998
AT5G25350	130.0087017	156.2786326	162.6833724
AT5G25360	29.41592702	28.57085631	31.88298396
AT5G25370	1.328954895	0.817177313	1.902830368
AT5G25380	0.563750834	0.935959423	1.167546058
AT5G25390	0	0	0
AT5G25400	0	0	0
AT5G25410	0	0	0
AT5G25415	0	0	0
AT5G25420	0	0	0
AT5G25425	0	0	0
AT5G25430	0	0	0
AT5G25440	6.969459081	7.210879883	11.90977119
AT5G25450	3.825654148	6.725105679	6.742362271
AT5G25460	561.5966136	509.0540144	524.5570497
AT5G25470	0.109154617	0.181222424	0
AT5G25475	9.943926127	8.964707885	8.370541716
AT5G25480	9.512990261	8.080553335	9.407947356
AT5G25490	7.003024369	7.617475471	6.884989166
AT5G25500	7.941648119	9.539742542	7.765756545
AT5G25510	32.8919246	31.41188675	29.89051424
AT5G25520	18.25426115	16.69628543	17.2830923
AT5G25530	0.097372419	0	0
AT5G25540	33.42759078	30.44020412	34.4681661
AT5G25550	0	0.135305216	0
AT5G25560	56.02500124	41.7217585	54.95756893
AT5G25570	5.001314733	5.26944172	3.904125212
AT5G25580	5.580954286	3.640096883	4.430695207
AT5G25590	13.0512294	14.36480326	11.09336331
AT5G25600	0	0	0
AT5G25610	229.4024276	314.9959476	250.5254123
AT5G25620	5.084667281	3.617891833	4.403667407
AT5G25630	30.78220866	23.12172226	26.01657851
AT5G25640	5.11377033	2.240433962	3.432197989
AT5G25750	0	0	0
AT5G25754	27.01267265	28.38628969	29.76993336
AT5G25755	0.986163388	0.545754649	1.11196027
AT5G25756	0.570779416	0	0.551647822
AT5G25757	166.4046767	180.8636118	187.0402097
AT5G25760	33.18584729	33.55393095	36.32971254
AT5G25770	22.28876473	11.81300991	13.75353527
AT5G25780	64.74064945	74.76513185	73.12177765
AT5G25790	4.310233573	3.503460732	4.252548286
AT5G25800	17.38985665	18.15485713	18.78858572
AT5G25810	12.37670177	4.224872949	5.81323792
AT5G25820	9.500825311	5.665170545	7.436428976
AT5G25830	8.550969016	4.813798641	6.174517735
AT5G25840	44.86992896	47.12655702	46.94093405
AT5G25850	0	0	0
AT5G25860	0	0	0
AT5G25870	0	0	0
AT5G25880	1.269613643	1.220338993	1.162476254
AT5G25890	43.58865825	21.3727729	23.57401485
AT5G25900	26.58070376	25.70890186	30.24635587
AT5G25910	1.67531725	0.855822151	1.245510272
AT5G25920	0.16886965	0.070090867	0.163209415
AT5G25930	11.48519556	9.534067502	15.95936765
AT5G25940	78.75186783	73.88083236	89.66646732
AT5G25950	0	0	0
AT5G25960	0.145337351	0.12064715	0.280931761
AT5G25970	1.11059674	2.028237945	1.717394163
AT5G25980	159.5140138	196.9696403	194.3648494
AT5G25990	0	0	0
AT5G25995	1.59085479	2.641194376	6.150127748
AT5G26000	848.4200315	1067.996874	1084.681537
AT5G26010	9.477494028	5.480687379	6.689759038
AT5G26030	57.50782888	57.29860296	77.1047114
AT5G26040	12.18495224	8.367820713	12.9541858
AT5G26050	0	0	0
AT5G26060	0	0	0
AT5G26070	0	0.291496471	0.339380651
AT5G26080	3.027502093	1.546574748	1.575552014
AT5G26090	0.10401878	0.172695722	0.201064481
AT5G26100	0	0	0
AT5G26110	36.2049133	42.41848135	38.31335057
AT5G26120	0	0	0.067125288
AT5G26130	0	0	0
AT5G26140	0	0	0
AT5G26150	0.068693365	0.228094394	0.132781752
AT5G26160	7.682678587	7.293638984	8.368697357
AT5G26170	1.305618349	1.204241428	1.822681113
AT5G26180	37.55450525	39.2950189	38.36046729
AT5G26190	0.352332973	0.658075366	0.340523347
AT5G26200	21.62454081	14.34010311	14.41360106
AT5G26210	62.63949565	59.38312696	57.71315531
AT5G26220	9.520787794	15.69995214	14.42423404
AT5G26230	7.718033271	7.333173958	8.088438151
AT5G26240	20.59927051	16.57636109	19.45172644
AT5G26250	0	0.079257252	0
AT5G26260	125.5714714	63.13537697	45.65451298
AT5G26262	0	0	0
AT5G26270	23.29068334	20.77378244	19.03772772
AT5G26280	653.9641408	277.5232721	346.2585325
AT5G26290	25.08193051	6.268676685	9.383700069
AT5G26300	0.393394334	0	0.506944532
AT5G26310	3.991354123	1.296506692	1.761064772
AT5G26320	2.026980976	0.736152105	0.489759971
AT5G26330	4.980444747	6.001485685	4.658233913
AT5G26340	79.33391413	96.46160544	142.2952038
AT5G26360	195.4419789	208.545876	205.48464
AT5G26570	82.7103009	81.09419858	82.23416067
AT5G26594	0	0	0
AT5G26667	86.45935914	84.22243197	83.19205061
AT5G26673	0	0	0
AT5G26692	0	0	0
AT5G26742	384.7073634	416.1659221	407.0535771
AT5G26717	0	0	0
AT5G26740	28.27743797	19.33806092	23.32851318
AT5G26731	4.980599228	6.765520978	4.52192085
AT5G26730	0	0.132822551	0.618565346
AT5G26720	8.720241072	4.488073998	4.71965359
AT5G26710	90.1605137	89.62846968	93.33287703
AT5G26700	1.085006954	0.450341898	1.048639293
AT5G26690	0.255642246	0	0.247073536
AT5G26680	27.9432677	27.51032913	27.44342033
AT5G26670	12.43356504	11.19707496	10.99720394
AT5G26660	4.184418221	1.777170673	2.633408699
AT5G26650	0	0	0
AT5G26640	0	0	0
AT5G26630	0	0.644246836	0.187519346
AT5G26622	27.68108589	32.98817077	35.06298616
AT5G26617	0	0	0
AT5G26620	0	0	0
AT5G26610	21.00074609	17.25337457	22.49391551
AT5G26600	26.26294984	22.35679559	24.41262076
AT5G26580	0	0	0
AT5G26749	4.714823709	4.076937501	3.417592891
AT5G26751	71.98124563	60.14398045	71.38971817
AT5G26760	25.34320062	24.52153334	25.81060557
AT5G26770	8.486785799	7.523822298	8.043054206
AT5G26780	42.99728924	43.33718023	41.28841828
AT5G26790	3.058988342	3.015444005	3.141234554
AT5G26800	87.47620165	81.61580862	81.44815962
AT5G26805	0	0	0
AT5G26810	0	0	0
AT5G26820	31.19657481	28.22464378	29.54112277
AT5G26830	115.9367687	122.5771261	119.4334855
AT5G26840	0	0	0
AT5G26850	22.54736366	22.5454439	23.23930743
AT5G26860	75.89131801	87.66532825	86.73183369
AT5G26865	0.764436717	0.42304845	1.477628095
AT5G26880	120.6971629	117.8952358	120.5773659
AT5G26890	0	0	0
AT5G26900	0.352728852	0.292806567	0.568176596
AT5G26910	12.09985603	10.59847695	10.04095817
AT5G26920	4.152135602	4.06830981	7.039131469
AT5G26930	0.234275133	0	0.226422614
AT5G26940	10.85652503	11.10535217	8.935660842
AT5G26950	0.703875961	0	0.340141594
AT5G26955	0	0	0
AT5G26960	18.47179871	16.47808388	15.45453647
AT5G26970	0	0	0
AT5G26980	10.95991236	6.934854764	9.111077923
AT5G26990	11.13715933	9.028473013	10.34339667
AT5G27000	3.893616307	2.102851708	1.858884996
AT5G27010	0	0	0
AT5G27020	0	0.333672017	0
AT5G27030	16.81473445	17.96535631	20.68325894
AT5G27050	0.864817296	0	0
AT5G27060	0.144136216	0.319066844	0.139305006
AT5G27065	0	0	0
AT5G27070	0	0	0
AT5G27080	0	0	0
AT5G27090	0	0	0
AT5G27093	0	1.212083	0
AT5G27100	3.416910787	2.792119768	3.199182098
AT5G27110	5.544325111	5.348786319	6.082608445
AT5G27120	297.7421952	351.5728733	352.2756711
AT5G27130	0.155873227	0.258786341	0.301297222
AT5G27140	0	0	0.106758023
AT5G27150	49.61622476	46.08692795	41.95159604
AT5G27170	0	0	0
AT5G27200	0.243733446	0.202327519	0
AT5G27210	6.813357889	7.25661485	5.96376024
AT5G27220	1.339891423	1.799257027	1.866295356
AT5G27230	3.118819533	3.519405855	3.485263329
AT5G27238	0	0	0
AT5G27240	6.365517222	6.282959914	6.302208058
AT5G27247	0	0	0
AT5G27260	0	0	0
AT5G27270	12.50195457	12.00943719	12.12332055
AT5G27280	32.70851774	31.55084504	33.20162096
AT5G27290	16.17705663	14.11004015	14.16198199
AT5G27300	2.025767909	2.169840508	2.842065695
AT5G27310	0	0	0
AT5G27320	20.00358988	16.74666195	16.20689846
AT5G27330	62.09996919	75.74415521	65.3575469
AT5G27340	0	0	0
AT5G27350	61.75161772	52.61010613	59.75319411
AT5G27360	15.23221407	15.95619892	15.00206762
AT5G27370	0	0	0
AT5G27380	114.5016817	126.3036044	158.4555169
AT5G27395	49.0015577	54.8148386	55.34854815
AT5G27390	43.78162414	41.93528541	42.43038326
AT5G27400	18.17359976	21.90866839	23.7176018
AT5G27410	11.58425439	7.662388858	8.831880012
AT5G27420	8.228330037	10.61694924	13.74404617
AT5G27430	25.21864731	24.83259244	25.21382013
AT5G27440	0	0	0.145309532
AT5G27450	23.09662276	17.63395851	20.23206395
AT5G27460	15.38092772	13.34090727	13.91247491
AT5G27470	149.0259129	156.8080137	154.6674656
AT5G27490	13.22876117	13.19883737	10.69544096
AT5G27493	0	0	0
AT5G27495	0	0	0
AT5G27510	0.173249823	0	0
AT5G27520	16.27858189	14.94500004	23.85990495
AT5G27530	0	0	0
AT5G27540	58.46953007	61.39985198	56.81289072
AT5G27550	7.11633385	7.828501427	7.940231278
AT5G27560	24.39575688	29.69330768	27.1412934
AT5G27570	0	0	0
AT5G27580	0	0	0
AT5G27600	26.84243587	25.14726762	31.44010746
AT5G27606	0	0	0
AT5G27607	0	0	0
AT5G27610	4.252165323	4.516624463	4.993433171
